"DISTRITO";"DISTRITO_nome";"sexo";"Sexo";"faixa_idade";"fx_idade";"N";"n";"fator"
15;"PLANALTINA";"Feminino";2;"1";"fx0a4";3628.04089714444;80;45.3505112143055
15;"PLANALTINA";"Masculino";1;"1";"fx0a4";3770.8238612401;84;44.8907602528583
16;"STO ANTONIO DO DESC";"Feminino";2;"1";"fx0a4";3106.6558310992;57;54.5027338789333
16;"STO ANTONIO DO DESC";"Masculino";1;"1";"fx0a4";3152.47112024666;64;49.2573612538541
17;"VALPARAISO DE GOIAS";"Feminino";2;"1";"fx0a4";7787.072;108;72.1025185185185
17;"VALPARAISO DE GOIAS";"Masculino";1;"1";"fx0a4";7942.479;115;69.0650347826087
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"2";"fx5a9";9448.53344749188;122;77.4469954712449
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"2";"fx5a9";9588.96977711466;138;69.4852882399613
2;"ALEXANIA";"Feminino";2;"2";"fx5a9";814.376743076923;47;17.3271647463175
2;"ALEXANIA";"Masculino";1;"2";"fx5a9";859.269119496855;50;17.1853823899371
4;"CIDADE OCID_J ABC";"Feminino";2;"2";"fx5a9";673.692644817073;86;7.83363540484969
4;"CIDADE OCID_J ABC";"Masculino";1;"2";"fx5a9";682.080890144825;89;7.66383022634635
3;"CIDADE OCID_SEDE";"Feminino";2;"2";"fx5a9";2281.0996570122;77;29.6246708702882
3;"CIDADE OCID_SEDE";"Masculino";1;"2";"fx5a9";2375.91510067114;84;28.2847035794183
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"2";"fx5a9";313.596000529801;67;4.68053732134032
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"2";"fx5a9";356.595319951338;73;4.88486739659367
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"2";"fx5a9";277.642318940397;48;5.78421497792494
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"2";"fx5a9";273.552574209246;63;4.34210435252771
6;"CRISTALINA_CAM LIND";"Feminino";2;"2";"fx5a9";450.608935572941;72;6.25845743851306
6;"CRISTALINA_CAM LIND";"Masculino";1;"2";"fx5a9";505.446805114638;73;6.92392883718683
5;"CRISTALINA_SEDE";"Feminino";2;"2";"fx5a9";1955.22206442706;60;32.5870344071177
5;"CRISTALINA_SEDE";"Masculino";1;"2";"fx5a9";2064.85219488536;50;41.2970438977072
9;"FORMOSA";"Feminino";2;"2";"fx5a9";4252.798755386;95;44.7663026882736
9;"FORMOSA";"Masculino";1;"2";"fx5a9";4341.83634991568;120;36.1819695826307
11;"LUZIANIA_J INGA";"Feminino";2;"2";"fx5a9";3293.03554177577;54;60.9821396625142
11;"LUZIANIA_J INGA";"Masculino";1;"2";"fx5a9";3494.73554625702;88;39.7129039347389
10;"LUZIANIA_SEDE";"Feminino";2;"2";"fx5a9";4292.51606641276;96;44.7137090251329
10;"LUZIANIA_SEDE";"Masculino";1;"2";"fx5a9";4603.35546371661;87;52.9121317668576
12;"NOVO GAMA";"Feminino";2;"2";"fx5a9";4845.98743146352;85;57.0116168407473
12;"NOVO GAMA";"Masculino";1;"2";"fx5a9";4887.552;90;54.3061333333333
14;"Pe BERNARDO_M ALTO";"Feminino";2;"2";"fx5a9";471.886739130435;57;8.27871472158657
14;"Pe BERNARDO_M ALTO";"Masculino";1;"2";"fx5a9";499.351940695297;62;8.05406355960156
13;"Pe BERNARDO_SEDE";"Feminino";2;"2";"fx5a9";642.263695652174;50;12.8452739130435
13;"Pe BERNARDO_SEDE";"Masculino";1;"2";"fx5a9";642.711168370825;62;10.3663091672714
15;"PLANALTINA";"Feminino";2;"2";"fx5a9";3381.39162672571;84;40.2546622229251
15;"PLANALTINA";"Masculino";1;"2";"fx5a9";3501.64108694611;88;39.791375988024
16;"STO ANTONIO DO DESC";"Feminino";2;"2";"fx5a9";2856.87203033088;72;39.67877819904
16;"STO ANTONIO DO DESC";"Masculino";1;"2";"fx5a9";2862.0826172619;80;35.7760327157738
17;"VALPARAISO DE GOIAS";"Feminino";2;"2";"fx5a9";7163.696;100;71.63696
17;"VALPARAISO DE GOIAS";"Masculino";1;"2";"fx5a9";7108.313;130;54.6793307692308
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"3";"fx10a14";8782.91381361337;121;72.5860645753171
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"3";"fx10a14";8926.32264211699;141;63.3072527809716
2;"ALEXANIA";"Feminino";2;"3";"fx10a14";822.901435695986;46;17.8891616455649
2;"ALEXANIA";"Masculino";1;"3";"fx10a14";879.125436392915;52;16.9062583921714
4;"CIDADE OCID_J ABC";"Feminino";2;"3";"fx10a14";574.199764290755;90;6.37999738100839
4;"CIDADE OCID_J ABC";"Masculino";1;"3";"fx10a14";618.797631506849;81;7.63947693218333
3;"CIDADE OCID_SEDE";"Feminino";2;"3";"fx10a14";2204.3871601976;84;26.2427042880667
3;"CIDADE OCID_SEDE";"Masculino";1;"3";"fx10a14";2330.34288767123;79;29.4980112363447
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"3";"fx10a14";311.467784071856;79;3.94263017812476
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"3";"fx10a14";314.587229153605;79;3.98211682472918
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"3";"fx10a14";276.053079760479;61;4.52546032394228
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"3";"fx10a14";281.338172413793;72;3.90747461685824
6;"CRISTALINA_CAM LIND";"Feminino";2;"3";"fx10a14";424.624333619948;75;5.66165778159931
6;"CRISTALINA_CAM LIND";"Masculino";1;"3";"fx10a14";436.412341263651;80;5.45515426579563
5;"CRISTALINA_SEDE";"Feminino";2;"3";"fx10a14";1899.31966638005;81;23.4483909429636
5;"CRISTALINA_SEDE";"Masculino";1;"3";"fx10a14";2066.85665873635;83;24.9018874546548
9;"FORMOSA";"Feminino";2;"3";"fx10a14";4246.99039536328;108;39.3239851422526
9;"FORMOSA";"Masculino";1;"3";"fx10a14";4308.8804671666;125;34.4710437373328
11;"LUZIANIA_J INGA";"Feminino";2;"3";"fx10a14";3166.27517178864;66;47.9738662392218
11;"LUZIANIA_J INGA";"Masculino";1;"3";"fx10a14";3350.54838902452;74;45.2776809327638
10;"LUZIANIA_SEDE";"Feminino";2;"3";"fx10a14";4351.40734888348;88;49.4478107827669
10;"LUZIANIA_SEDE";"Masculino";1;"3";"fx10a14";4605.98501167604;103;44.7183010842334
12;"NOVO GAMA";"Feminino";2;"3";"fx10a14";4652.36745466847;79;58.8907272742845
12;"NOVO GAMA";"Masculino";1;"3";"fx10a14";4666.8305627226;99;47.1397026537636
14;"Pe BERNARDO_M ALTO";"Feminino";2;"3";"fx10a14";480.40134098582;69;6.96233827515682
14;"Pe BERNARDO_M ALTO";"Masculino";1;"3";"fx10a14";469.586919127086;87;5.39755079456421
13;"Pe BERNARDO_SEDE";"Feminino";2;"3";"fx10a14";666.640429439568;58;11.4938005075788
13;"Pe BERNARDO_SEDE";"Masculino";1;"3";"fx10a14";671.233066752246;76;8.83201403621377
15;"PLANALTINA";"Feminino";2;"3";"fx10a14";3334.20189814208;95;35.0968620857061
15;"PLANALTINA";"Masculino";1;"3";"fx10a14";3468.71697414159;74;46.874553704616
16;"STO ANTONIO DO DESC";"Feminino";2;"3";"fx10a14";2859.96871296019;104;27.4996991630788
16;"STO ANTONIO DO DESC";"Masculino";1;"3";"fx10a14";2766.03185468882;104;26.5964601412387
17;"VALPARAISO DE GOIAS";"Feminino";2;"3";"fx10a14";6737.596;91;74.0395164835165
17;"VALPARAISO DE GOIAS";"Masculino";1;"3";"fx10a14";6577.736;109;60.3462018348624
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"4";"fx15a19";10093.2535262297;157;64.2882390205714
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"4";"fx15a19";9947.68451771326;167;59.5669731599597
2;"ALEXANIA";"Feminino";2;"4";"fx15a19";909.731664416586;65;13.9958717602552
2;"ALEXANIA";"Masculino";1;"4";"fx15a19";966.794441366575;88;10.9863004700747
4;"CIDADE OCID_J ABC";"Feminino";2;"4";"fx15a19";518.802368421053;103;5.03691619826265
4;"CIDADE OCID_J ABC";"Masculino";1;"4";"fx15a19";619.493489958317;112;5.53119187462783
3;"CIDADE OCID_SEDE";"Feminino";2;"4";"fx15a19";2468.20526315789;103;23.9631578947368
3;"CIDADE OCID_SEDE";"Masculino";1;"4";"fx15a19";2476.73990905646;92;26.921085968005
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"4";"fx15a19";327.07144947644;78;4.19322371123641
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"4";"fx15a19";371.349333333333;84;4.4208253968254
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"4";"fx15a19";270.502488089005;81;3.33953688998772
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"4";"fx15a19";288.949333333333;70;4.12784761904762
6;"CRISTALINA_CAM LIND";"Feminino";2;"4";"fx15a19";469.169099307159;82;5.72157438179462
6;"CRISTALINA_CAM LIND";"Masculino";1;"4";"fx15a19";438.699500454133;116;3.78189224529425
5;"CRISTALINA_SEDE";"Feminino";2;"4";"fx15a19";2032.68090069284;87;23.3641482838258
5;"CRISTALINA_SEDE";"Masculino";1;"4";"fx15a19";2207.92049954587;127;17.3852007838257
9;"FORMOSA";"Feminino";2;"4";"fx15a19";4654.82915254595;159;29.2756550474588
9;"FORMOSA";"Masculino";1;"4";"fx15a19";4789.18582310094;138;34.7042450949343
11;"LUZIANIA_J INGA";"Feminino";2;"4";"fx15a19";3325.20002706232;82;40.5512198422234
11;"LUZIANIA_J INGA";"Masculino";1;"4";"fx15a19";3454.13127345592;81;42.6435959685916
10;"LUZIANIA_SEDE";"Feminino";2;"4";"fx15a19";5013.89231952522;105;47.7513554240497
10;"LUZIANIA_SEDE";"Masculino";1;"4";"fx15a19";5135.56415322961;120;42.7963679435801
12;"NOVO GAMA";"Feminino";2;"4";"fx15a19";5105.89207298498;125;40.8471365838798
12;"NOVO GAMA";"Masculino";1;"4";"fx15a19";4953.45102692998;127;39.0035513931495
14;"Pe BERNARDO_M ALTO";"Feminino";2;"4";"fx15a19";477.399809741248;93;5.1333312875403
14;"Pe BERNARDO_M ALTO";"Masculino";1;"4";"fx15a19";476.199900519673;83;5.73734819903221
13;"Pe BERNARDO_SEDE";"Feminino";2;"4";"fx15a19";717.20994672755;67;10.7046260705604
13;"Pe BERNARDO_SEDE";"Masculino";1;"4";"fx15a19";740.253873793615;70;10.5750553399088
15;"PLANALTINA";"Feminino";2;"4";"fx15a19";3701.81507853403;89;41.593427848697
15;"PLANALTINA";"Masculino";1;"4";"fx15a19";3894.24136995992;104;37.4446285573069
16;"STO ANTONIO DO DESC";"Feminino";2;"4";"fx15a19";3059.28355781449;114;26.8358206825832
16;"STO ANTONIO DO DESC";"Masculino";1;"4";"fx15a19";3070.45474522901;115;26.6996064802522
17;"VALPARAISO DE GOIAS";"Feminino";2;"4";"fx15a19";7297.001;96;76.0104270833333
17;"VALPARAISO DE GOIAS";"Masculino";1;"4";"fx15a19";7000.104;131;53.4359083969466
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"5";"fx20a24";11461.1326470588;170;67.4184273356401
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"5";"fx20a24";11185.3753765182;155;72.1637121065692
2;"ALEXANIA";"Feminino";2;"5";"fx20a24";932.650825026511;54;17.271311574565
2;"ALEXANIA";"Masculino";1;"5";"fx20a24";950.855489861259;55;17.2882816338411
4;"CIDADE OCID_J ABC";"Feminino";2;"5";"fx20a24";589.95;82;7.19451219512195
4;"CIDADE OCID_J ABC";"Masculino";1;"5";"fx20a24";600.66644015444;66;9.10100666900667
3;"CIDADE OCID_SEDE";"Feminino";2;"5";"fx20a24";2549.826;69;36.954
3;"CIDADE OCID_SEDE";"Masculino";1;"5";"fx20a24";2512.78794131274;100;25.1278794131274
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"5";"fx20a24";370.458425806452;69;5.36896269284712
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"5";"fx20a24";371.884212846348;75;4.95845617128464
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"5";"fx20a24";249.427974193548;51;4.89074459203036
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"5";"fx20a24";277.319370151133;55;5.04217036638424
6;"CRISTALINA_CAM LIND";"Feminino";2;"5";"fx20a24";516.843487733072;68;7.60063952548635
6;"CRISTALINA_CAM LIND";"Masculino";1;"5";"fx20a24";538.424533394328;62;8.68426666765045
5;"CRISTALINA_SEDE";"Feminino";2;"5";"fx20a24";2039.77551226693;85;23.9973589678462
5;"CRISTALINA_SEDE";"Masculino";1;"5";"fx20a24";2167.31346660567;90;24.081260740063
9;"FORMOSA";"Feminino";2;"5";"fx20a24";4842.58135907015;126;38.4331853894457
9;"FORMOSA";"Masculino";1;"5";"fx20a24";4734.00882221763;133;35.5940512948694
11;"LUZIANIA_J INGA";"Feminino";2;"5";"fx20a24";3642.48879663781;65;56.0382891790433
11;"LUZIANIA_J INGA";"Masculino";1;"5";"fx20a24";3509.13458018108;79;44.4194250655832
10;"LUZIANIA_SEDE";"Feminino";2;"5";"fx20a24";5187.53935064609;106;48.9390504777933
10;"LUZIANIA_SEDE";"Masculino";1;"5";"fx20a24";5298.44577700608;118;44.9020828559837
12;"NOVO GAMA";"Feminino";2;"5";"fx20a24";5415.46746135527;119;45.5081299273552
12;"NOVO GAMA";"Masculino";1;"5";"fx20a24";5158.63570237831;116;44.4709974342957
14;"Pe BERNARDO_M ALTO";"Feminino";2;"5";"fx20a24";472.662588818756;76;6.21924458972047
14;"Pe BERNARDO_M ALTO";"Masculino";1;"5";"fx20a24";450.733833032491;77;5.8536861432791
13;"Pe BERNARDO_SEDE";"Feminino";2;"5";"fx20a24";649.155524797115;73;8.89254143557691
13;"Pe BERNARDO_SEDE";"Masculino";1;"5";"fx20a24";675.489999097473;70;9.6498571299639
15;"PLANALTINA";"Feminino";2;"5";"fx20a24";4063.62894172494;85;47.8073993144111
15;"PLANALTINA";"Masculino";1;"5";"fx20a24";4158.96241539654;103;40.3782758776363
16;"STO ANTONIO DO DESC";"Feminino";2;"5";"fx20a24";3064.03804158283;74;41.4059194808491
16;"STO ANTONIO DO DESC";"Masculino";1;"5";"fx20a24";3055.379;94;32.5040319148936
17;"VALPARAISO DE GOIAS";"Feminino";2;"5";"fx20a24";8128.174;122;66.6243770491803
17;"VALPARAISO DE GOIAS";"Masculino";1;"5";"fx20a24";7642.11;127;60.174094488189
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"6";"fx25a29";10882.7481378963;116;93.8167942922097
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"6";"fx25a29";11054.1199553571;147;75.1980949344023
2;"ALEXANIA";"Feminino";2;"6";"fx25a29";832.82958684481;52;16.0159535931694
2;"ALEXANIA";"Masculino";1;"6";"fx25a29";820.362421752266;70;11.7194631678895
4;"CIDADE OCID_J ABC";"Feminino";2;"6";"fx25a29";588.746241951881;50;11.7749248390376
4;"CIDADE OCID_J ABC";"Masculino";1;"6";"fx25a29";558.1316926885;65;8.58664142597692
3;"CIDADE OCID_SEDE";"Feminino";2;"6";"fx25a29";2451.67686885801;68;36.0540716008531
3;"CIDADE OCID_SEDE";"Masculino";1;"6";"fx25a29";2389.97865879665;73;32.7394336821459
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"6";"fx25a29";321.166277360931;84;3.82340806382061
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"6";"fx25a29";298.050810832233;61;4.88607886610217
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"6";"fx25a29";283.438913454075;41;6.9131442305872
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"6";"fx25a29";272.445071070013;53;5.14047303905685
6;"CRISTALINA_CAM LIND";"Feminino";2;"6";"fx25a29";486.302251908397;64;7.5984726860687
6;"CRISTALINA_CAM LIND";"Masculino";1;"6";"fx25a29";501.418185134519;62;8.08739008281482
5;"CRISTALINA_SEDE";"Feminino";2;"6";"fx25a29";1999.7697480916;55;36.3594499653019
5;"CRISTALINA_SEDE";"Masculino";1;"6";"fx25a29";2092.00181486548;67;31.2239076845594
9;"FORMOSA";"Feminino";2;"6";"fx25a29";4857.32722106578;96;50.5971585527685
9;"FORMOSA";"Masculino";1;"6";"fx25a29";4766.77780964361;120;39.7231484136967
11;"LUZIANIA_J INGA";"Feminino";2;"6";"fx25a29";3403.18988245192;73;46.6190394856428
11;"LUZIANIA_J INGA";"Masculino";1;"6";"fx25a29";3330.8945763941;54;61.683232896187
10;"LUZIANIA_SEDE";"Feminino";2;"6";"fx25a29";5095.01178317308;88;57.8978611724213
10;"LUZIANIA_SEDE";"Masculino";1;"6";"fx25a29";4947.45615366342;96;51.5360016006606
12;"NOVO GAMA";"Feminino";2;"6";"fx25a29";5188.31129830438;105;49.4124885552798
12;"NOVO GAMA";"Masculino";1;"6";"fx25a29";4959.91148182237;86;57.6733893235159
14;"Pe BERNARDO_M ALTO";"Feminino";2;"6";"fx25a29";402.752133944954;65;6.19618667607622
14;"Pe BERNARDO_M ALTO";"Masculino";1;"6";"fx25a29";447.570540540541;51;8.7758929517753
13;"Pe BERNARDO_SEDE";"Feminino";2;"6";"fx25a29";610.264313761468;66;9.24642899638588
13;"Pe BERNARDO_SEDE";"Masculino";1;"6";"fx25a29";563.725752252252;62;9.09235084277826
15;"PLANALTINA";"Feminino";2;"6";"fx25a29";3798.48846899719;85;44.6880996352611
15;"PLANALTINA";"Masculino";1;"6";"fx25a29";3790.88585868138;86;44.0800681242021
16;"STO ANTONIO DO DESC";"Feminino";2;"6";"fx25a29";2973.92516672137;75;39.6523355562849
16;"STO ANTONIO DO DESC";"Masculino";1;"6";"fx25a29";2844.93136666667;86;33.0805972868217
17;"VALPARAISO DE GOIAS";"Feminino";2;"6";"fx25a29";8315.187;120;69.293225
17;"VALPARAISO DE GOIAS";"Masculino";1;"6";"fx25a29";7880.279;108;72.9655462962963
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"7";"fx30a34";9759.2777871357;113;86.3652901516434
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"7";"fx30a34";9797.55465913675;106;92.4297609352524
2;"ALEXANIA";"Feminino";2;"7";"fx30a34";863.59951637044;44;19.6272617356918
2;"ALEXANIA";"Masculino";1;"7";"fx30a34";786.87643125;42;18.735153125
4;"CIDADE OCID_J ABC";"Feminino";2;"7";"fx30a34";672.229295479204;68;9.88572493351771
4;"CIDADE OCID_J ABC";"Masculino";1;"7";"fx30a34";607.199770387965;63;9.63809159345976
3;"CIDADE OCID_SEDE";"Feminino";2;"7";"fx30a34";2468.00790813743;89;27.7304259341285
3;"CIDADE OCID_SEDE";"Masculino";1;"7";"fx30a34";2260.26528701504;80;28.253316087688
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"7";"fx30a34";284.278544289694;63;4.51235784586815
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"7";"fx30a34";285.259064457831;68;4.19498624202693
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"7";"fx30a34";307.702244568245;70;4.39574635097493
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"7";"fx30a34";293.961883373494;57;5.15722602409638
6;"CRISTALINA_CAM LIND";"Feminino";2;"7";"fx30a34";423.313950495049;75;5.64418600660066
6;"CRISTALINA_CAM LIND";"Masculino";1;"7";"fx30a34";550.373585984324;74;7.43748089168006
5;"CRISTALINA_SEDE";"Feminino";2;"7";"fx30a34";1985.40204950495;56;35.4536080268741
5;"CRISTALINA_SEDE";"Masculino";1;"7";"fx30a34";2027.94241401568;71;28.5625692114884
9;"FORMOSA";"Feminino";2;"7";"fx30a34";4968.18219494273;119;41.7494302096027
9;"FORMOSA";"Masculino";1;"7";"fx30a34";4817.66609283461;98;49.1598580901491
11;"LUZIANIA_J INGA";"Feminino";2;"7";"fx30a34";3246.96610444059;59;55.0333238040777
11;"LUZIANIA_J INGA";"Masculino";1;"7";"fx30a34";3058.01208161183;51;59.9610212080752
10;"LUZIANIA_SEDE";"Feminino";2;"7";"fx30a34";4951.56922922352;88;56.2678321502673
10;"LUZIANIA_SEDE";"Masculino";1;"7";"fx30a34";4750.53080808467;104;45.678180846968
12;"NOVO GAMA";"Feminino";2;"7";"fx30a34";5077.82635089247;80;63.4728293861559
12;"NOVO GAMA";"Masculino";1;"7";"fx30a34";4789.53725144844;82;58.4089908713224
14;"Pe BERNARDO_M ALTO";"Feminino";2;"7";"fx30a34";407.170193548387;53;7.68245648204504
14;"Pe BERNARDO_M ALTO";"Masculino";1;"7";"fx30a34";404.506050943396;56;7.22332233827493
13;"Pe BERNARDO_SEDE";"Feminino";2;"7";"fx30a34";597.396688172043;56;10.6677980030722
13;"Pe BERNARDO_SEDE";"Masculino";1;"7";"fx30a34";534.294088679245;62;8.61764659160073
15;"PLANALTINA";"Feminino";2;"7";"fx30a34";3578.17718410903;84;42.5973474298694
15;"PLANALTINA";"Masculino";1;"7";"fx30a34";3453.87614395887;72;47.9705019994287
16;"STO ANTONIO DO DESC";"Feminino";2;"7";"fx30a34";2874.29178768066;91;31.5856240404468
16;"STO ANTONIO DO DESC";"Masculino";1;"7";"fx30a34";2688.60859155912;93;28.909769801711
17;"VALPARAISO DE GOIAS";"Feminino";2;"7";"fx30a34";8584.165;128;67.0637890625
17;"VALPARAISO DE GOIAS";"Masculino";1;"7";"fx30a34";8244.52;111;74.274954954955
1;"AGUAS LINDAS DE GOIAS";"Feminino";2;"8";"fx35a39";8754.16944462003;134;65.329622721045
1;"AGUAS LINDAS DE GOIAS";"Masculino";1;"8";"fx35a39";8440.14257900087;130;64.9241736846221
2;"ALEXANIA";"Feminino";2;"8";"fx35a39";891.919289130435;50;17.8383857826087
2;"ALEXANIA";"Masculino";1;"8";"fx35a39";854.235289678135;53;16.1176469750592
4;"CIDADE OCID_J ABC";"Feminino";2;"8";"fx35a39";575.741871215352;101;5.70041456648863
4;"CIDADE OCID_J ABC";"Masculino";1;"8";"fx35a39";579.176521640091;78;7.42534002102681
3;"CIDADE OCID_SEDE";"Feminino";2;"8";"fx35a39";2523.02267121535;80;31.5377833901919
3;"CIDADE OCID_SEDE";"Masculino";1;"8";"fx35a39";2137.09628883827;83;25.7481480582924
8;"COCALZ de GOIAS_GIR/EDI";"Feminino";2;"8";"fx35a39";324.793212168487;79;4.1113064831454
8;"COCALZ de GOIAS_GIR/EDI";"Masculino";1;"8";"fx35a39";273.192830118694;62;4.40633596965636
7;"COCALZ de GOIAS_SEDE";"Feminino";2;"8";"fx35a39";310.195764430577;78;3.97686877475099
7;"COCALZ de GOIAS_SEDE";"Masculino";1;"8";"fx35a39";329.045586498516;78;4.21853316023739
6;"CRISTALINA_CAM LIND";"Feminino";2;"8";"fx35a39";339.590374212034;74;4.58905911097344
6;"CRISTALINA_CAM LIND";"Masculino";1;"8";"fx35a39";459.595779475983;61;7.53435704058988
5;"CRISTALINA_SEDE";"Feminino";2;"8";"fx35a39";1966.18862578797;73;26.9340907642187
5;"CRISTALINA_SEDE";"Masculino";1;"8";"fx35a39";2009.55222052402;72;27.910447507278
9;"FORMOSA";"Feminino";2;"8";"fx35a39";4872.78688102057;111;43.8989809100952
9;"FORMOSA";"Masculino";1;"8";"fx35a39";4608.48392450296;90;51.2053769389217
11;"LUZIANIA_J INGA";"Feminino";2;"8";"fx35a39";3102.05263766473;68;45.6184211421284
11;"LUZIANIA_J INGA";"Masculino";1;"8";"fx35a39";2929.47836342218;58;50.5082476452099
10;"LUZIANIA_SEDE";"Feminino";2;"8";"fx35a39";4897.97784894431;102;48.0193906759246
10;"LUZIANIA_SEDE";"Masculino";1;"8";"fx35a39";4590.228871153;84;54.6455817994404
12;"NOVO GAMA";"Feminino";2;"8";"fx35a39";4925.37020238095;99;49.7512141654642
12;"NOVO GAMA";"Masculino";1;"8";"fx35a39";4487.65469446589;80;56.0956836808237
14;"Pe BERNARDO_M ALTO";"Feminino";2;"8";"fx35a39";397.438180379747;65;6.1144335443038
14;"Pe BERNARDO_M ALTO";"Masculino";1;"8";"fx35a39";403.447477707006;43;9.38249948155829
13;"Pe BERNARDO_SEDE";"Feminino";2;"8";"fx35a39";656.636993670886;70;9.38052848101266
13;"Pe BERNARDO_SEDE";"Masculino";1;"8";"fx35a39";532.855159235669;62;8.59443805218821
15;"PLANALTINA";"Feminino";2;"8";"fx35a39";3489.65089763033;92;37.930988017721
15;"PLANALTINA";"Masculino";1;"8";"fx35a39";3143.16399699298;70;44.9023428141855
