"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_informante"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"cod_sabe_ler"	"cod_freq_escola"	"cod_curso_freq"	"cod_dur_primeiro_grau_eh"	"cod_serie_freq"	"cod_nivel_instr"	"cod_dur_primeiro_grau_era"	"cod_serie_com_aprovacao"	"cod_concluiu_curso"	"cod_tem_cartao"	"cod_ehtitular_cartao"	"cod_tem_cheque"	"cod_ehtitular_conta"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"cod_tem_plano"	"cod_ehtitular"	"cod_num_dependente"	"cod_leite_materno"	"meses_leite_materno"
"61"	3	53	4	2	7	1	5	1	1030.08969936	1276.28385915	0	0	0	1	0	0	0	0	0	0	0	0	0	416	204	620	0	0	0	0	0
"62"	3	53	4	2	7	1	6	1	1030.08969936	1276.28385915	0	0	0	1	0	0	0	0	0	0	0	0	0	416	204	620	0	0	0	0	0
"63"	3	53	4	2	7	1	7	1	1030.08969936	1276.28385915	0	1	0	0	0	0	0	0	0	0	0	0	0	416	204	620	1	0	0	0	0
"64"	3	53	4	2	9	1	1	1	1030.08969936	1276.28385915	0	0	0	0	0	0	0	0	0	0	0	0	0	2496.27	400.19	2896.46	0	0	0	0	0
"65"	3	53	4	2	9	1	2	1	1030.08969936	1276.28385915	0	0	0	0	0	0	0	0	0	0	0	0	0	2496.27	400.19	2896.46	0	0	0	0	0
"66"	3	53	4	2	9	1	3	1	1030.08969936	1276.28385915	0	0	0	0	0	0	0	0	0	0	0	0	0	2496.27	400.19	2896.46	0	0	0	0	0
"67"	3	53	4	2	9	1	4	1	1030.08969936	1276.28385915	0	0	0	0	0	0	0	0	0	0	0	0	0	2496.27	400.19	2896.46	0	0	0	0	0
"68"	3	53	4	2	9	1	5	1	1030.08969936	1276.28385915	0	0	0	0	0	0	0	0	0	0	0	0	0	2496.27	400.19	2896.46	0	0	0	0	0
"69"	3	53	4	2	9	1	6	1	1030.08969936	1276.28385915	0	0	0	0	0	0	0	0	0	0	0	0	0	2496.27	400.19	2896.46	0	0	0	0	0
"70"	3	53	5	0	11	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1162.22	25.08	1187.3	0	0	0	0	0
"71"	3	53	5	0	11	1	2	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1162.22	25.08	1187.3	0	0	0	0	0
"72"	3	53	5	0	11	1	3	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1162.22	25.08	1187.3	0	0	0	0	0
"73"	3	53	5	0	11	1	4	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1162.22	25.08	1187.3	0	0	0	0	0
"74"	3	53	5	0	11	1	5	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1162.22	25.08	1187.3	0	0	0	0	0
"75"	3	53	5	0	12	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	2096.5	0	2096.5	0	0	0	0	0
"76"	3	53	5	0	12	1	2	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	2096.5	0	2096.5	0	0	0	0	0
"77"	3	53	5	0	12	1	3	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	2096.5	0	2096.5	0	0	0	0	0
"78"	3	53	5	0	12	1	4	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	2096.5	0	2096.5	0	0	0	0	0
"79"	3	53	5	0	13	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	1171.9	8081.9	0	0	0	0	0
"80"	3	53	5	0	13	1	2	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	1171.9	8081.9	0	0	0	0	0
"81"	3	53	5	0	13	1	3	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	1171.9	8081.9	0	0	0	0	0
"82"	3	53	5	0	13	1	4	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	1171.9	8081.9	0	0	0	0	0
"83"	3	53	5	0	13	1	5	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	1171.9	8081.9	0	0	0	0	0
"84"	3	53	5	0	13	1	6	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	1171.9	8081.9	0	0	0	0	0
"85"	3	53	5	0	14	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	1500	0	0	0	0	0
"86"	3	53	5	0	4	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	4390	1076.27	5466.27	0	0	0	0	0
"87"	3	53	5	0	5	1	1	1	947.38889615	1173.81734545	0	1	0	0	0	0	0	0	0	0	0	0	0	868.35	15.75	884.1	0	0	0	0	0
"88"	3	53	5	0	5	1	2	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	868.35	15.75	884.1	0	0	0	0	0
"89"	3	53	5	0	5	1	3	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	868.35	15.75	884.1	0	0	0	0	0
"90"	3	53	5	0	5	1	4	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	868.35	15.75	884.1	0	0	0	0	0
"91"	3	53	5	0	5	1	5	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	868.35	15.75	884.1	0	0	0	0	0
"92"	3	53	5	0	5	1	6	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	868.35	15.75	884.1	0	0	0	0	0
"93"	3	53	5	0	8	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	488.83	19.28	508.11	0	0	0	0	0
"94"	3	53	5	0	8	1	2	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	488.83	19.28	508.11	0	0	0	0	0
"95"	3	53	5	0	8	1	3	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	488.83	19.28	508.11	0	0	0	0	0
"96"	3	53	5	0	8	1	4	1	947.38889615	1173.81734545	0	1	0	0	0	0	0	0	0	0	0	0	0	488.83	19.28	508.11	1	0	0	0	0
"97"	3	53	5	0	9	1	1	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1825.4	19.4	1844.8	0	0	0	0	0
"98"	3	53	5	0	9	1	2	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1825.4	19.4	1844.8	0	0	0	0	0
"99"	3	53	5	0	9	1	3	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1825.4	19.4	1844.8	0	0	0	0	0
"100"	3	53	5	0	9	1	4	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1825.4	19.4	1844.8	0	0	0	0	0
"101"	3	53	5	0	9	1	5	1	947.38889615	1173.81734545	0	0	0	0	0	0	0	0	0	0	0	0	0	1825.4	19.4	1844.8	0	0	0	0	0
"102"	3	53	6	9	11	1	1	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	5050	660.92	5710.92	0	0	0	0	0
"103"	3	53	6	9	11	1	2	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	5050	660.92	5710.92	0	0	0	0	0
"104"	3	53	6	9	12	1	1	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	3779	920.33	4699.33	0	0	0	0	0
"105"	3	53	6	9	12	1	2	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	3779	920.33	4699.33	0	0	0	0	0
"106"	3	53	6	9	12	1	3	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	3779	920.33	4699.33	0	0	0	0	0
"107"	3	53	6	9	12	1	4	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	3779	920.33	4699.33	0	0	0	0	0
"108"	3	53	6	9	13	1	1	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	5976.48	990	6966.48	0	0	0	0	0
"109"	3	53	6	9	13	1	2	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	5976.48	990	6966.48	0	0	0	0	0
"110"	3	53	6	9	13	1	3	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	5976.48	990	6966.48	0	0	0	0	0
"111"	3	53	6	9	4	1	1	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	3792.67	22.19	3814.86	0	0	0	0	0
"112"	3	53	6	9	7	1	1	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	629.25	3179.25	0	0	0	0	0
"113"	3	53	6	9	7	1	2	1	974.80523604	1207.78626303	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	629.25	3179.25	0	0	0	0	0
"114"	3	53	7	7	1	1	1	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	12066.23	0	12066.23	0	0	0	0	0
"115"	3	53	7	7	1	1	2	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	12066.23	0	12066.23	0	0	0	0	0
"116"	3	53	7	7	1	1	3	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	12066.23	0	12066.23	0	0	0	0	0
"117"	3	53	7	7	11	1	1	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	3998.24	95.64	4093.87	0	0	0	0	0
"118"	3	53	7	7	2	1	1	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	1801	783.32	2584.32	0	0	0	0	0
"119"	3	53	7	7	2	1	2	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	1801	783.32	2584.32	0	0	0	0	0
"120"	3	53	7	7	2	1	3	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	1801	783.32	2584.32	0	0	0	0	0
"121"	3	53	7	7	2	1	4	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	1801	783.32	2584.32	0	0	0	0	0
"122"	3	53	7	7	2	1	5	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	1801	783.32	2584.32	0	0	0	0	0
"123"	3	53	7	7	2	1	6	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	1801	783.32	2584.32	0	0	0	0	0
"124"	3	53	7	7	3	1	1	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	18531.83	1236	19767.83	0	0	0	0	0
"125"	3	53	7	7	3	1	2	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	18531.83	1236	19767.83	0	0	0	0	0
"126"	3	53	7	7	3	1	3	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	18531.83	1236	19767.83	0	0	0	0	0
"127"	3	53	7	7	3	1	4	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	18531.83	1236	19767.83	0	0	0	0	0
"128"	3	53	7	7	6	1	1	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	16671.08	739.54	17410.62	0	0	0	0	0
"129"	3	53	7	7	6	1	2	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	16671.08	739.54	17410.62	0	0	0	0	0
"130"	3	53	7	7	6	1	3	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	16671.08	739.54	17410.62	0	0	0	0	0
