"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"cod_item"	"cod_obtencao"	"val_despesa"	"fator_anual"	"num_deflator"	"val_despesa_corrigido"	"valor_anual_expandido2"	"cod_imput"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"qtd_item"	"cod_unidade_medida"	"cod_peso_volume"	"quantidade_final"	"cod_imput_quant"	"cod_local_compra"
"462"	6	53	16	6	8	1	3	1044.89207584	1294.62404271	6	401	0	200	12	1.02	204	3169239.66	0	8886.5	534.39	9420.89	0	0	0	0	0	0
"463"	6	53	17	4	1	1	3	714.62123536	885.41759874	6	101	0	21.57	12	1	21.57	229181.49	0	364	507.1	871.1	10	0	0	10	0	0
"464"	6	53	17	4	1	1	3	714.62123536	885.41759874	6	201	0	32.45	12	0.98	31.8	337875.36	0	364	507.1	871.1	87	0	0	87	0	0
"465"	6	53	17	4	1	1	3	714.62123536	885.41759874	7	101	1	34	4	1.01	34.34	121620.96	0	364	507.1	871.1	1	9201	36105	13	0	2007
"466"	6	53	17	4	1	1	3	714.62123536	885.41759874	6	401	0	40	12	1.02	40.8	433500.46	0	364	507.1	871.1	0	0	0	0	0	0
"467"	6	53	17	4	10	1	3	714.62123536	885.41759874	7	101	1	35	4	0.99	34.65	122718.88	0	4313.26	7.83	4321.09	1	9201	36105	13	0	2006
"468"	6	53	17	4	10	1	3	714.62123536	885.41759874	6	101	0	24	12	1	24	255000.27	0	4313.26	7.83	4321.09	9999	0	0	9	1	0
"469"	6	53	17	4	10	1	3	714.62123536	885.41759874	6	201	0	25	12	0.98	24.5	260312.77	0	4313.26	7.83	4321.09	9999	0	0	106	1	0
"470"	6	53	17	4	12	1	3	714.62123536	885.41759874	6	201	0	45	12	0.98	44.1	468562.99	0	1331.5	262.37	1593.87	9999	0	0	147	1	0
"471"	6	53	17	4	12	1	3	714.62123536	885.41759874	6	101	0	28	12	1	28	297500.31	0	1331.5	262.37	1593.87	9999	0	0	11	1	0
"472"	6	53	17	4	12	1	3	714.62123536	885.41759874	7	101	1	105	4	0.99	103.95	368156.64	0	1331.5	262.37	1593.87	3	9201	36105	39	0	2006
"473"	6	53	17	4	13	1	3	714.62123536	885.41759874	6	201	0	37.57	12	0.98	36.82	391212.91	0	386.94	552.12	939.06	330	0	0	97	1	0
"474"	6	53	17	4	13	1	3	714.62123536	885.41759874	7	101	1	111	4	0.99	109.89	389194.16	0	386.94	552.12	939.06	1	9203	36105	39	1	1013
"475"	6	53	17	4	13	1	3	714.62123536	885.41759874	6	101	0	71	12	1	71	754375.79	0	386.94	552.12	939.06	45	0	0	45	0	0
"476"	6	53	17	4	2	1	3	714.62123536	885.41759874	6	101	0	45	12	1	45	478125.5	0	2331.25	98.87	2430.12	9999	0	0	17	1	0
"477"	6	53	17	4	2	1	3	714.62123536	885.41759874	6	401	0	130	12	1.02	132.6	1408876.48	0	2331.25	98.87	2430.12	0	0	0	0	0	0
"478"	6	53	17	4	2	1	3	714.62123536	885.41759874	8	1301	1	200	4	1.09	218	772084.15	0	2331.25	98.87	2430.12	0	0	0	0	0	7502
"479"	6	53	17	4	2	1	3	714.62123536	885.41759874	8	501	1	50	4	1.09	54.5	193021.04	0	2331.25	98.87	2430.12	0	0	0	0	0	5908
"480"	6	53	17	4	2	1	3	714.62123536	885.41759874	8	601	1	140	4	1.09	152.6	540458.9	0	2331.25	98.87	2430.12	0	0	0	0	0	5908
"481"	6	53	17	4	2	1	3	714.62123536	885.41759874	6	201	0	60	12	0.98	58.8	624750.66	0	2331.25	98.87	2430.12	9999	0	0	167	1	0
"482"	6	53	17	4	2	1	3	714.62123536	885.41759874	8	2201	1	160	4	1.09	174.4	617667.32	0	2331.25	98.87	2430.12	0	0	0	0	0	5908
"483"	6	53	17	4	2	1	3	714.62123536	885.41759874	9	101	1	50	4	1.01	50.5	178854.35	0	2331.25	98.87	2430.12	0	0	0	0	0	7502
"484"	6	53	17	4	2	1	3	714.62123536	885.41759874	7	101	1	72	4	1.01	72.72	257550.27	0	2331.25	98.87	2430.12	2	9201	36105	26	0	2001
"485"	6	53	17	4	4	1	3	714.62123536	885.41759874	6	401	0	85	12	1.02	86.7	921188.47	0	1241.98	0	1241.98	0	0	0	0	0	0
"486"	6	53	17	4	4	1	3	714.62123536	885.41759874	7	101	1	37	4	1.01	37.37	132352.22	0	1241.98	0	1241.98	1	9201	36105	13	0	2007
"487"	6	53	17	4	4	1	3	714.62123536	885.41759874	6	501	0	40	12	1.04	41.6	442000.47	0	1241.98	0	1241.98	0	0	0	0	0	0
"488"	6	53	17	4	4	1	3	714.62123536	885.41759874	6	101	0	20	12	1	20	212500.22	0	1241.98	0	1241.98	15	0	0	15	0	0
"489"	6	53	17	4	4	1	3	714.62123536	885.41759874	6	201	0	38	12	0.98	37.24	395675.42	0	1241.98	0	1241.98	110	0	0	110	0	0
"490"	6	53	17	4	7	1	3	714.62123536	885.41759874	6	101	0	33.92	12	1	33.92	360400.38	0	5020.26	597.98	5618.24	11	0	0	11	0	0
"491"	6	53	17	4	7	1	3	714.62123536	885.41759874	6	201	0	62.47	12	0.98	61.22	650463.18	0	5020.26	597.98	5618.24	183	0	0	183	0	0
"492"	6	53	17	4	7	1	3	714.62123536	885.41759874	7	101	1	106	4	1	106	375417.06	0	5020.26	597.98	5618.24	3	9203	36105	39	0	2007
"493"	6	53	17	4	8	1	3	714.62123536	885.41759874	7	101	1	108	4	1	108	382500.4	0	9019.86	393.58	9413.44	3	9201	36105	39	0	2006
"494"	6	53	17	4	8	1	3	714.62123536	885.41759874	6	101	0	83	12	1	83	881875.93	0	9019.86	393.58	9413.44	9999	0	0	32	1	0
"495"	6	53	17	4	8	1	3	714.62123536	885.41759874	6	201	0	137	12	0.98	134.26	1426514	0	9019.86	393.58	9413.44	9999	0	0	459	1	0
"496"	6	53	18	2	1	1	3	591.89733152	733.36235763	6	401	0	76.5	12	1.02	78.03	686691.18	2	1742	364	2106	0	0	0	0	0	0
"497"	6	53	18	2	1	1	3	591.89733152	733.36235763	6	201	0	73.7	12	0.98	72.23	635649.16	2	1742	364	2106	185	0	0	185	0	0
"498"	6	53	18	2	1	1	3	591.89733152	733.36235763	6	101	0	27.67	12	1	27.67	243505.64	2	1742	364	2106	13	0	0	13	0	0
"499"	6	53	18	2	1	1	3	591.89733152	733.36235763	7	101	1	32	4	1.02	32.64	95747.79	0	1742	364	2106	1	9201	36101	13	0	1012
"500"	6	53	18	2	10	1	3	591.89733152	733.36235763	6	201	0	35	12	0.98	34.3	301851.95	0	424	4.13	428.13	9999	0	0	84	1	0
"501"	6	53	18	2	10	1	3	591.89733152	733.36235763	7	101	1	38	4	0.99	37.62	110356.37	0	424	4.13	428.13	1	9201	36101	13	0	1012
"502"	6	53	18	2	10	1	3	591.89733152	733.36235763	6	101	0	40	12	1	40	352013.93	0	424	4.13	428.13	9999	0	0	15	1	0
"503"	6	53	18	2	13	1	3	591.89733152	733.36235763	6	201	0	34	12	0.98	33.32	293227.61	0	2100	21.63	2121.63	9999	0	0	133	1	0
"504"	6	53	18	2	13	1	3	591.89733152	733.36235763	7	101	3	34	4	0.99	33.66	98739.91	0	2100	21.63	2121.63	1	9201	36101	13	0	1012
"505"	6	53	18	2	13	1	3	591.89733152	733.36235763	6	101	0	17	12	1	17	149605.92	0	2100	21.63	2121.63	9999	0	0	7	1	0
"506"	6	53	18	2	2	1	3	591.89733152	733.36235763	6	101	0	23	12	1	23	202408.01	0	6815.57	299.4	7114.97	9999	0	0	9	1	0
"507"	6	53	18	2	2	1	3	591.89733152	733.36235763	6	201	0	34	12	0.98	33.32	293227.61	0	6815.57	299.4	7114.97	9999	0	0	97	1	0
"508"	6	53	18	2	2	1	3	591.89733152	733.36235763	6	401	0	82	12	1.02	83.64	736061.13	0	6815.57	299.4	7114.97	0	0	0	0	0	0
"509"	6	53	18	2	2	1	3	591.89733152	733.36235763	9	3201	1	210	4	0.96	201.6	591383.41	0	6815.57	299.4	7114.97	0	0	0	0	0	7501
"510"	6	53	18	2	2	1	3	591.89733152	733.36235763	7	101	1	36	4	1.02	36.72	107716.26	0	6815.57	299.4	7114.97	13	9201	36105	13	1	1012
"511"	6	53	18	2	4	1	3	591.89733152	733.36235763	6	401	0	147	12	1.02	149.94	1319524.22	0	742.6	498.65	1241.25	0	0	0	0	0	0
"512"	6	53	18	2	4	1	3	591.89733152	733.36235763	7	101	1	34	4	1.01	34.34	100734.65	0	742.6	498.65	1241.25	1	9201	36101	13	0	1012
"513"	6	53	18	2	4	1	3	591.89733152	733.36235763	8	501	1	45	4	1.09	49.05	143885.69	0	742.6	498.65	1241.25	0	0	0	0	0	2101
"514"	6	53	18	2	4	1	3	591.89733152	733.36235763	6	201	0	53	12	0.98	51.94	457090.09	0	742.6	498.65	1241.25	9999	0	0	170	1	0
"515"	6	53	18	2	4	1	3	591.89733152	733.36235763	6	101	0	20.32	12	1	20.32	178823.08	0	742.6	498.65	1241.25	9999	0	0	8	1	0
"516"	6	53	18	2	5	1	3	591.89733152	733.36235763	7	101	1	36	4	1.01	36.36	106660.22	0	973.23	20.83	994.06	1	9201	36101	13	0	1012
"517"	6	53	18	2	5	1	3	591.89733152	733.36235763	6	101	0	12	12	1	12	105604.18	0	973.23	20.83	994.06	9999	0	0	5	1	0
"518"	6	53	18	2	5	1	3	591.89733152	733.36235763	6	201	0	25	12	0.98	24.5	215608.53	0	973.23	20.83	994.06	9999	0	0	113	1	0
"519"	6	53	18	2	6	1	3	591.89733152	733.36235763	8	1301	3	600	4	1.09	654	1918475.93	0	5909.44	35.75	5945.18	0	0	0	0	0	7501
"520"	6	53	18	2	6	1	3	591.89733152	733.36235763	6	101	0	43	12	1	43	378414.98	0	5909.44	35.75	5945.18	9999	0	0	16	1	0
"521"	6	53	18	2	6	1	3	591.89733152	733.36235763	6	801	0	120	12	1	120	1056041.79	0	5909.44	35.75	5945.18	0	0	0	0	0	0
"522"	6	53	18	2	6	1	3	591.89733152	733.36235763	8	901	3	900	4	1.04	936	2745708.67	0	5909.44	35.75	5945.18	0	0	0	0	0	2101
"523"	6	53	18	2	6	1	3	591.89733152	733.36235763	7	101	4	37	4	1.01	37.37	109623.01	0	5909.44	35.75	5945.18	1	9201	36101	13	0	1012
"524"	6	53	18	2	6	1	3	591.89733152	733.36235763	6	501	0	25	12	1.04	26	228809.06	0	5909.44	35.75	5945.18	0	0	0	0	0	0
"525"	6	53	18	2	6	1	3	591.89733152	733.36235763	6	401	0	130	12	1.02	132.6	1166926.18	0	5909.44	35.75	5945.18	0	0	0	0	0	0
"526"	6	53	18	2	6	1	3	591.89733152	733.36235763	6	201	0	85	12	0.98	83.3	733069.01	0	5909.44	35.75	5945.18	9999	0	0	297	1	0
"527"	6	53	18	2	8	1	3	591.89733152	733.36235763	6	201	0	30.5	12	0.98	29.89	263042.41	0	1249.93	0	1249.93	9999	0	0	96	1	0
"528"	6	53	18	2	8	1	3	591.89733152	733.36235763	7	101	1	36	4	0.99	35.64	104548.14	0	1249.93	0	1249.93	1	9201	36101	13	0	2007
"529"	6	53	18	2	8	1	3	591.89733152	733.36235763	9	3601	3	70	4	0.99	69.3	203288.05	0	1249.93	0	1249.93	0	0	0	0	0	6605
"530"	6	53	18	2	8	1	3	591.89733152	733.36235763	6	801	0	70	12	1	70	616024.38	0	1249.93	0	1249.93	0	0	0	0	0	0
"531"	6	53	18	2	8	1	3	591.89733152	733.36235763	6	101	0	57.47	12	1	57.47	505756.02	0	1249.93	0	1249.93	9999	0	0	22	1	0
"532"	6	53	18	2	8	1	3	591.89733152	733.36235763	6	401	0	33	12	1.02	33.66	296219.72	0	1249.93	0	1249.93	0	0	0	0	0	0
"533"	6	53	18	2	9	1	3	591.89733152	733.36235763	6	101	0	30.74	12	1	30.74	270522.71	0	3060	309.5	3369.5	14	0	0	14	0	0
"534"	6	53	18	2	9	1	3	591.89733152	733.36235763	6	201	0	63.95	12	0.98	62.67	551517.83	0	3060	309.5	3369.5	187	0	0	187	0	0
"535"	6	53	18	2	9	1	3	591.89733152	733.36235763	6	401	0	45	12	1.02	45.9	403935.99	0	3060	309.5	3369.5	0	0	0	0	0	0
"536"	6	53	19	0	1	1	3	575.3030303	712.80197457	6	101	0	60	12	1	60	513217.42	0	3532.4	538.71	4071.11	9999	0	0	23	1	0
"537"	6	53	19	0	1	1	3	575.3030303	712.80197457	6	201	0	80	12	0.98	78.4	670604.1	0	3532.4	538.71	4071.11	9999	0	0	241	1	0
"538"	6	53	19	0	1	1	3	575.3030303	712.80197457	7	101	1	64	4	0.98	62.72	178827.76	0	3532.4	538.71	4071.11	2	9203	36101	26	0	2006
"539"	6	53	19	0	1	1	3	575.3030303	712.80197457	6	901	0	110	12	0.99	108.9	931489.62	0	3532.4	538.71	4071.11	0	0	0	0	0	0
"540"	6	53	19	0	1	1	3	575.3030303	712.80197457	6	701	0	50	12	1	50	427681.18	0	3532.4	538.71	4071.11	0	0	0	0	0	0
"541"	6	53	19	0	10	1	3	575.3030303	712.80197457	7	101	1	35	4	0.99	34.65	98794.35	0	1308.53	130.88	1439.41	1	9201	36101	13	0	2007
"542"	6	53	19	0	10	1	3	575.3030303	712.80197457	6	201	0	27	12	1	27	230947.84	0	1308.53	130.88	1439.41	9999	0	0	118	1	0
"543"	6	53	19	0	10	1	3	575.3030303	712.80197457	6	101	0	15	12	1	15	128304.36	0	1308.53	130.88	1439.41	9999	0	0	6	1	0
"544"	6	53	19	0	11	1	3	575.3030303	712.80197457	6	201	0	80	12	1	80	684289.9	0	1664	13.6	1677.6	9999	0	0	189	1	0
"545"	6	53	19	0	11	1	3	575.3030303	712.80197457	6	401	0	104	12	1	104	889576.86	0	1664	13.6	1677.6	0	0	0	0	0	0
"546"	6	53	19	0	11	1	3	575.3030303	712.80197457	6	101	0	40	12	1	40	342144.95	0	1664	13.6	1677.6	9999	0	0	15	1	0
"547"	6	53	19	0	11	1	3	575.3030303	712.80197457	7	101	1	99	4	0.99	98.01	279446.89	0	1664	13.6	1677.6	3	9203	36101	39	0	2007
"548"	6	53	19	0	13	1	3	575.3030303	712.80197457	6	101	0	37	12	1	37	316484.08	0	450.97	595.95	1046.92	9999	0	0	14	1	0
"549"	6	53	19	0	13	1	3	575.3030303	712.80197457	6	401	0	69	12	1	69	590200.03	0	450.97	595.95	1046.92	0	0	0	0	0	0
"550"	6	53	19	0	13	1	3	575.3030303	712.80197457	7	101	1	34	4	0.99	33.66	95971.66	0	450.97	595.95	1046.92	1	9201	36101	13	0	2006
"551"	6	53	19	0	13	1	3	575.3030303	712.80197457	6	201	0	55	12	1	55	470449.3	0	450.97	595.95	1046.92	9999	0	0	164	1	0
"552"	6	53	19	0	2	1	3	575.3030303	712.80197457	6	201	0	38	12	0.98	37.24	318536.95	0	934.21	265.17	1199.38	9999	0	0	120	1	0
"553"	6	53	19	0	2	1	3	575.3030303	712.80197457	6	101	0	35	12	1	35	299376.83	0	934.21	265.17	1199.38	9999	0	0	13	1	0
"554"	6	53	19	0	2	1	3	575.3030303	712.80197457	7	101	1	68	4	0.99	67.32	191943.32	0	934.21	265.17	1199.38	2	9203	36101	26	0	2006
"555"	6	53	19	0	3	1	3	575.3030303	712.80197457	6	101	0	70	12	1	70	598753.66	0	1759.81	460.39	2220.2	9999	0	0	27	1	0
"556"	6	53	19	0	3	1	3	575.3030303	712.80197457	6	401	0	70	12	1.02	71.4	610728.73	0	1759.81	460.39	2220.2	0	0	0	0	0	0
"557"	6	53	19	0	3	1	3	575.3030303	712.80197457	7	101	1	34	4	0.99	33.66	95971.66	0	1759.81	460.39	2220.2	1	9201	36101	13	0	2006
"558"	6	53	19	0	3	1	3	575.3030303	712.80197457	6	201	0	65	12	0.98	63.7	544865.83	0	1759.81	460.39	2220.2	9999	0	0	152	1	0
"559"	6	53	19	0	4	1	3	575.3030303	712.80197457	6	201	0	62.25	12	0.98	61.01	521856.58	0	3325.75	0	3325.75	177	0	0	177	0	0
"560"	6	53	19	0	4	1	3	575.3030303	712.80197457	7	101	1	72	4	0.97	69.84	199128.36	0	3325.75	0	3325.75	2	9203	36101	26	0	2006
"561"	6	53	19	0	4	1	3	575.3030303	712.80197457	6	101	0	95.88	12	1	95.88	820121.44	0	3325.75	0	3325.75	21	0	0	21	0	0
"562"	6	53	19	0	5	1	3	575.3030303	712.80197457	6	101	0	54	12	1	54	461895.68	0	816.43	410.95	1227.37	9999	0	0	21	1	0
"563"	6	53	19	0	5	1	3	575.3030303	712.80197457	6	201	0	62	12	0.98	60.76	519718.18	0	816.43	410.95	1227.37	9999	0	0	215	1	0
"564"	6	53	19	0	5	1	3	575.3030303	712.80197457	7	101	1	66	4	0.98	64.68	184416.13	0	816.43	410.95	1227.37	2	9203	36101	26	0	2006
"565"	6	53	19	0	6	1	3	575.3030303	712.80197457	6	901	0	130	12	0.99	128.7	1100851.37	0	10628.85	678.04	11306.89	0	0	0	0	0	0
"566"	6	53	19	0	6	1	3	575.3030303	712.80197457	6	401	0	71.83	12	1	71.83	614406.79	0	10628.85	678.04	11306.89	0	0	0	0	0	0
"567"	6	53	19	0	6	1	3	575.3030303	712.80197457	6	101	0	135.2	12	1	135.2	1156449.92	0	10628.85	678.04	11306.89	40	0	0	40	0	0
"568"	6	53	19	0	6	1	3	575.3030303	712.80197457	6	201	0	118.33	12	0.98	115.96	991878.2	0	10628.85	678.04	11306.89	324	0	0	324	0	0
"569"	6	53	19	0	6	1	3	575.3030303	712.80197457	9	3001	1	100	4	0.94	94	268013.54	0	10628.85	678.04	11306.89	0	0	0	0	0	7501
"570"	6	53	19	0	6	1	3	575.3030303	712.80197457	8	7301	1	75	4	1.04	78	222394.22	0	10628.85	678.04	11306.89	0	0	0	0	0	7501
"571"	6	53	19	0	6	1	3	575.3030303	712.80197457	7	101	1	105	4	0.98	102.9	293389.29	0	10628.85	678.04	11306.89	3	9203	36101	39	0	2006
"572"	6	53	19	0	8	1	3	575.3030303	712.80197457	7	101	1	34	4	0.99	33.66	95971.66	0	415	190.38	605.38	1	9201	36101	13	0	2006
"573"	6	53	20	4	1	1	3	433.06486034	536.56850618	6	201	0	96	12	0.98	94.08	605764.38	0	1311	697.52	2008.52	9999	0	0	274	1	0
"574"	6	53	20	4	1	1	3	433.06486034	536.56850618	6	401	0	98	12	1.02	99.96	643624.65	0	1311	697.52	2008.52	0	0	0	0	0	0
"575"	6	53	20	4	1	1	3	433.06486034	536.56850618	6	101	0	56	12	1	56	360574.04	0	1311	697.52	2008.52	9999	0	0	21	1	0
"576"	6	53	20	4	1	1	3	433.06486034	536.56850618	7	101	1	34	4	0.99	33.66	72243.58	0	1311	697.52	2008.52	1	9201	36101	13	0	1012
"577"	6	53	20	4	10	1	3	433.06486034	536.56850618	7	101	1	74	4	0.98	72.52	155647.79	0	2587.04	18.35	2605.38	2	4803	36101	26	0	101
"578"	6	53	20	4	10	1	3	433.06486034	536.56850618	6	101	0	50	12	1	50	321941.1	0	2587.04	18.35	2605.38	9999	0	0	19	1	0
"579"	6	53	20	4	10	1	3	433.06486034	536.56850618	6	201	0	45	12	0.99	44.55	286849.52	0	2587.04	18.35	2605.38	9999	0	0	139	1	0
"580"	6	53	20	4	11	1	3	433.06486034	536.56850618	6	201	0	13.8	12	0.99	13.66	87954.31	0	1189.03	0	1189.03	9999	0	0	79	1	0
"581"	6	53	20	4	11	1	3	433.06486034	536.56850618	6	101	0	42	12	1	42	270430.53	0	1189.03	0	1189.03	9999	0	0	16	1	0
"582"	6	53	20	4	12	1	3	433.06486034	536.56850618	7	101	1	105	4	0.98	102.9	220851.6	0	2226	325.61	2551.61	3	9203	36105	39	0	2007
"583"	6	53	20	4	12	1	3	433.06486034	536.56850618	6	101	0	49	12	1	49	315502.28	0	2226	325.61	2551.61	9999	0	0	19	1	0
"584"	6	53	20	4	12	1	3	433.06486034	536.56850618	6	201	0	38	12	0.99	37.62	242228.49	0	2226	325.61	2551.61	9999	0	0	115	1	0
"585"	6	53	20	4	12	1	3	433.06486034	536.56850618	6	401	0	160	12	1	160	1030211.53	0	2226	325.61	2551.61	0	0	0	0	0	0
"586"	6	53	20	4	13	1	3	433.06486034	536.56850618	6	101	0	93	12	1	93	598810.45	0	3181.94	391.01	3572.94	9999	0	0	36	1	0
"587"	6	53	20	4	13	1	3	433.06486034	536.56850618	6	201	0	121	12	1	121	779097.47	0	3181.94	391.01	3572.94	9999	0	0	300	1	0
"588"	6	53	20	4	13	1	3	433.06486034	536.56850618	6	801	0	350	12	1	350	2253587.73	0	3181.94	391.01	3572.94	0	0	0	0	0	0
"589"	6	53	20	4	13	1	3	433.06486034	536.56850618	7	101	1	37	4	0.99	36.63	78618.02	0	3181.94	391.01	3572.94	1	9201	36101	13	0	2007
"590"	6	53	20	4	14	1	3	433.06486034	536.56850618	7	101	1	37	4	0.99	36.63	78618.02	0	1040	339.15	1379.15	1	9201	36101	13	0	1012
"591"	6	53	20	4	14	1	3	433.06486034	536.56850618	6	201	0	92	12	1	92	592371.63	0	1040	339.15	1379.15	9999	0	0	209	1	0
"592"	6	53	20	4	14	1	3	433.06486034	536.56850618	6	101	0	55	12	1	55	354135.21	0	1040	339.15	1379.15	9999	0	0	21	1	0
"593"	6	53	20	4	14	1	3	433.06486034	536.56850618	6	501	0	64	12	1.02	65.28	420326.31	0	1040	339.15	1379.15	0	0	0	0	0	0
"594"	6	53	20	4	14	1	3	433.06486034	536.56850618	6	401	0	79	12	1	79	508666.94	0	1040	339.15	1379.15	0	0	0	0	0	0
"595"	6	53	20	4	16	1	3	433.06486034	536.56850618	6	201	0	28	12	1	28	180287.02	0	2333.16	393.74	2726.9	9999	0	0	111	1	0
"596"	6	53	20	4	16	1	3	433.06486034	536.56850618	7	101	1	39	4	0.99	38.61	82867.64	0	2333.16	393.74	2726.9	1	9201	36101	13	0	2007
"597"	6	53	20	4	16	1	3	433.06486034	536.56850618	6	101	0	26	12	1	26	167409.37	0	2333.16	393.74	2726.9	9999	0	0	10	1	0
"598"	6	53	20	4	3	1	3	433.06486034	536.56850618	6	201	0	120	12	0.98	117.6	757205.48	0	3096.5	893.2	3989.7	9999	0	0	389	1	0
"599"	6	53	20	4	3	1	3	433.06486034	536.56850618	6	101	0	98	12	1	98	631004.56	0	3096.5	893.2	3989.7	9999	0	0	38	1	0
"600"	6	53	20	4	3	1	3	433.06486034	536.56850618	9	801	1	100	4	1	100	214627.4	0	3096.5	893.2	3989.7	0	0	0	0	0	7501
"601"	6	53	20	4	3	1	3	433.06486034	536.56850618	7	101	1	38	4	0.99	37.62	80742.83	0	3096.5	893.2	3989.7	1	9201	36101	13	0	1012
"602"	6	53	20	4	3	1	3	433.06486034	536.56850618	6	801	0	177	12	0.99	175.23	1128274.79	0	3096.5	893.2	3989.7	0	0	0	0	0	0
"603"	6	53	20	4	4	1	3	433.06486034	536.56850618	6	101	0	106	12	1	106	682515.14	0	3317.8	510	3827.8	9999	0	0	41	1	0
"604"	6	53	20	4	4	1	3	433.06486034	536.56850618	7	101	1	40	4	0.99	39.6	84992.45	0	3317.8	510	3827.8	1	9201	36101	13	0	1012
"605"	6	53	20	4	4	1	3	433.06486034	536.56850618	6	401	0	20	12	1.02	20.4	131351.97	0	3317.8	510	3827.8	0	0	0	0	0	0
"606"	6	53	20	4	4	1	3	433.06486034	536.56850618	6	201	0	180	12	0.98	176.4	1135808.21	0	3317.8	510	3827.8	9999	0	0	405	1	0
"607"	6	53	20	4	5	1	3	433.06486034	536.56850618	7	101	1	38	4	0.98	37.24	79927.24	0	7289.94	180	7469.94	1	9201	36101	13	0	1012
"608"	6	53	20	4	5	1	3	433.06486034	536.56850618	6	201	0	80	12	0.98	78.4	504803.65	0	7289.94	180	7469.94	9999	0	0	193	1	0
"609"	6	53	20	4	5	1	3	433.06486034	536.56850618	8	1601	1	2000	4	1.07	2140	4593026.41	0	7289.94	180	7469.94	0	0	0	0	0	7501
"610"	6	53	20	4	5	1	3	433.06486034	536.56850618	6	801	0	70	12	0.99	69.3	446210.37	0	7289.94	180	7469.94	0	0	0	0	0	0
"611"	6	53	20	4	5	1	3	433.06486034	536.56850618	6	401	0	109	12	1.01	110.09	708849.92	0	7289.94	180	7469.94	0	0	0	0	0	0
"612"	6	53	20	4	5	1	3	433.06486034	536.56850618	6	101	0	85	12	1	85	547299.88	0	7289.94	180	7469.94	9999	0	0	33	1	0
"613"	6	53	20	4	6	1	3	433.06486034	536.56850618	6	201	0	70	12	0.98	68.6	441703.19	0	2847.35	785.96	3633.31	9999	0	0	221	1	0
"614"	6	53	20	4	6	1	3	433.06486034	536.56850618	6	801	0	170	12	0.99	168.3	1083653.76	0	2847.35	785.96	3633.31	0	0	0	0	0	0
"615"	6	53	20	4	6	1	3	433.06486034	536.56850618	6	101	0	30	12	1	30	193164.66	0	2847.35	785.96	3633.31	9999	0	0	11	1	0
"616"	6	53	20	4	6	1	3	433.06486034	536.56850618	7	101	1	35	4	0.98	34.3	73617.2	0	2847.35	785.96	3633.31	1	9201	36101	13	0	2007
"617"	6	53	21	2	10	1	3	609.22459893	754.83088773	6	201	0	50.66	12	0.99	50.15	454257.23	0	412	510	922	155	0	0	155	0	0
"618"	6	53	21	2	10	1	3	609.22459893	754.83088773	6	101	0	87.93	12	1	87.93	796467.36	0	412	510	922	30	0	0	30	0	0
"619"	6	53	21	2	10	1	3	609.22459893	754.83088773	7	101	1	120	4	0.99	118.8	358695.64	0	412	510	922	3	9203	36101	39	0	2006
"620"	6	53	21	2	10	1	3	609.22459893	754.83088773	6	901	0	75	12	1	75	679347.8	0	412	510	922	0	0	0	0	0	0
"621"	6	53	21	2	11	1	3	609.22459893	754.83088773	7	101	1	39	4	0.99	38.61	116576.08	0	557.03	149.65	706.68	1	9201	36101	13	0	2006
"622"	6	53	21	2	11	1	3	609.22459893	754.83088773	6	201	0	42	12	0.99	41.58	376630.42	0	557.03	149.65	706.68	124	0	0	124	0	0
"623"	6	53	21	2	2	1	3	609.22459893	754.83088773	6	201	0	61.15	12	0.98	59.93	542844.18	0	36.31	408	444.31	178	0	0	178	0	0
"624"	6	53	21	2	2	1	3	609.22459893	754.83088773	6	101	0	86	12	1	86	778985.48	0	36.31	408	444.31	10	0	0	10	0	0
"625"	6	53	21	2	2	1	3	609.22459893	754.83088773	7	101	1	38	4	0.98	37.24	112439.61	0	36.31	408	444.31	1	9201	36101	13	0	2006
"626"	6	53	21	2	3	1	3	609.22459893	754.83088773	6	101	0	29.4	12	1	29.4	266304.34	0	553.33	502.73	1056.07	12	0	0	12	0	0
"627"	6	53	21	2	3	1	3	609.22459893	754.83088773	6	401	0	84.61	12	1.02	86.3	781702.87	0	553.33	502.73	1056.07	0	0	0	0	0	0
"628"	6	53	21	2	3	1	3	609.22459893	754.83088773	6	201	0	61.48	12	0.98	60.25	545742.73	0	553.33	502.73	1056.07	175	0	0	175	0	0
"629"	6	53	21	2	3	1	3	609.22459893	754.83088773	7	101	1	80	4	0.98	78.4	236714.97	0	553.33	502.73	1056.07	2	9203	36101	26	0	2006
"630"	6	53	21	2	4	1	3	609.22459893	754.83088773	6	201	0	56.99	12	0.98	55.85	505887.66	0	864.83	606.18	1471.01	175	0	0	175	0	0
"631"	6	53	21	2	4	1	3	609.22459893	754.83088773	6	101	0	21.4	12	1	21.4	193840.57	0	864.83	606.18	1471.01	10	0	0	10	0	0
"632"	6	53	21	2	4	1	3	609.22459893	754.83088773	8	3901	1	33	4	1.08	35.64	107608.69	0	864.83	606.18	1471.01	0	0	0	0	0	7501
"633"	6	53	21	2	4	1	3	609.22459893	754.83088773	7	101	1	34	4	0.98	33.32	100603.86	0	864.83	606.18	1471.01	3	9203	36101	39	0	2006
