"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_informante"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"cod_item"	"cod_obtencao"	"val_despesa"	"cod_estado"	"fator_anual"	"num_deflator"	"val_despesa_corrigido"	"valor_anual_expandido2"	"cod_imput"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"cod_local_compra"
"176"	13	53	84	0	8	1	1	6	1584.55320766	1963.2656109	51	101	3	22000	3	1	0.93	20460	40168414.4	0	13719.67	1154.67	14874.33	7501
"177"	13	53	86	7	12	1	1	6	2355.05396723	2917.91808778	51	301	1	550	1	1	1.04	572	1669049.15	0	3551	188.49	3739.49	6117
"178"	13	53	87	5	10	1	2	6	619.42137992	767.46472632	51	301	1	1500	1	1	1.04	1560	1197244.97	0	11550	231.75	11781.75	13101
"179"	13	53	87	5	12	1	1	6	619.42137992	767.46472632	51	101	1	40000	1	1	0.94	37600	28856673.71	0	18743.33	579.32	19322.65	9902
"180"	13	53	87	5	5	1	1	6	619.42137992	767.46472632	51	101	1	22000	1	1	0.93	20460	15702328.3	0	37732.53	0	37732.53	9902
"181"	13	53	87	5	6	1	1	6	619.42137992	767.46472632	51	101	1	41500	3	1	0.94	39010	29938798.97	0	22750	614.47	23364.47	7501
"182"	13	53	88	3	7	1	3	6	1389.93962264	1722.13886486	51	101	3	2400	1	1	0.94	2256	3885145.28	3	4433.75	77.25	4511	9902
"183"	13	53	90	5	2	1	1	6	1177.67757576	1459.14562795	51	101	1	7000	3	1	0.93	6510	9499038.04	3	18160	47.25	18207.25	7501
"184"	13	53	91	3	2	1	2	6	669.82740741	829.91792755	51	101	3	5112	1	1	0.95	4856.4	4030413.42	3	9623.6	1500	11123.6	9902
"185"	13	53	92	1	1	1	2	6	553.89327389	686.27522981	51	101	3	14000	3	1	0.94	13160	9031382.02	0	1475.1	600	2075.1	7501
"186"	13	53	92	1	11	1	3	6	553.89327389	686.27522981	51	101	1	24000	1	1	0.95	22800	15647075.24	3	4657.6	1275	5932.6	9902
"187"	13	53	92	1	7	1	1	6	553.89327389	686.27522981	51	101	1	7000	3	1	0.93	6510	4467651.75	3	7638.28	1211	8849.28	7501
"188"	13	53	92	1	7	1	3	6	553.89327389	686.27522981	51	1001	3	9006	1	1	1.01	9096.06	6242400.67	0	7638.28	1211	8849.28	9903
"189"	13	53	92	1	9	1	1	6	553.89327389	686.27522981	51	101	3	4332	3	1	0.95	4115.4	2824297.08	0	6967.07	1200	8167.07	9903
"190"	13	53	94	8	3	1	1	7	1387.47079646	1719.0799827	51	101	1	80000	1	1	0.92	73600	126524286.73	0	13391.17	4970	18361.17	9902
"191"	13	53	94	8	5	1	1	7	1387.47079646	1719.0799827	51	101	1	80000	1	1	0.92	73600	126524286.73	3	26194.98	3090	29284.98	9902
"192"	13	53	94	8	5	1	2	7	1387.47079646	1719.0799827	51	101	3	32000	1	1	0.93	29760	51159820.29	3	26194.98	3090	29284.98	9902
"193"	13	53	95	6	9	1	1	7	1027.13746489	1272.62603283	51	101	1	40000	1	1	0.94	37600	47850738.83	3	18526.96	2421.25	20948.21	9902
"194"	13	53	97	2	11	1	1	7	1356.640625	1680.88131881	51	101	3	19000	1	1	0.93	17670	29701172.9	0	3500	326.1	3826.1	9902
"195"	13	53	97	2	7	1	1	7	1356.640625	1680.88131881	51	101	3	18000	1	1	0.93	16740	28137953.28	0	19829	759.83	20588.83	9902
"196"	13	53	98	0	11	1	1	7	1465.0974026	1815.25955281	51	101	3	3160	1	1	0.93	2938.8	5334684.77	0	10283.31	2000	12283.31	9902
"197"	13	53	98	0	2	1	1	7	1465.0974026	1815.25955281	51	101	1	12000	3	1	0.93	11160	20258296.61	2	3036.2	206	3242.2	7502
"198"	13	53	99	9	9	1	1	7	1228.14556962	1521.67560569	51	301	1	219	1	1	1.04	227.76	346576.84	3	2628.5	339.36	2967.86	13101
"199"	13	53	101	4	10	1	4	8	205.68568122	254.84510248	51	301	3	180	1	1	1.04	187.2	47707	3	445.5	286.64	732.14	4010
"200"	13	53	101	4	11	1	1	8	205.68568122	254.84510248	51	301	1	100	3	1	1.03	103	26249.05	0	1052.23	180	1232.23	7502
"201"	13	53	101	4	12	1	1	8	205.68568122	254.84510248	51	401	3	3000	3	1	0.98	2940	749244.6	0	884.58	0	884.58	7501
"202"	13	53	101	4	13	1	1	8	205.68568122	254.84510248	51	301	1	180	1	1	1.03	185.4	47248.28	0	940.89	191.78	1132.68	6101
"203"	13	53	101	4	16	1	1	8	205.68568122	254.84510248	51	101	3	5203	3	1	0.95	4942.85	1259661.11	0	1791.56	197	1988.56	7502
"204"	13	53	101	4	20	1	1	8	205.68568122	254.84510248	51	301	3	100	3	1	1.03	103	26249.05	0	292.55	3.37	295.91	7502
"205"	13	53	101	4	5	1	1	8	205.68568122	254.84510248	51	301	1	100	1	1	1.04	104	26503.89	2	734.77	221.21	955.97	4010
"206"	13	53	101	4	5	1	1	8	205.68568122	254.84510248	51	301	3	120	1	1	1.04	124.8	31804.67	2	734.77	221.21	955.97	4010
"207"	13	53	101	4	8	1	2	8	205.68568122	254.84510248	51	101	9	999999.99	3	1	0.94	24180	6162154.58	1	2713.85	2520.47	5234.32	7501
"208"	13	53	101	4	9	1	1	8	205.68568122	254.84510248	51	101	1	16500	3	1	0.94	15510	3952647.54	3	1386	215	1601	7501
"209"	13	53	101	4	9	1	2	8	205.68568122	254.84510248	51	101	9	999999.99	3	1	0.95	1380	351686.24	1	1386	215	1601	7501
"210"	13	53	102	2	11	1	1	8	299.00264633	370.46506881	51	301	9	100	3	1	1.05	105	38898.83	2	1395.83	322.75	1718.58	7502
"211"	13	53	102	2	7	1	2	8	299.00264633	370.46506881	51	301	1	100	3	1	1.02	102	37787.44	0	1485.17	13.74	1498.91	7501
"212"	13	53	102	2	8	1	2	8	299.00264633	370.46506881	51	101	3	1500	3	1	0.92	1380	511241.79	0	981.27	0	981.27	7502
"213"	13	53	103	0	14	1	1	8	183.33668934	227.15464249	51	301	9	100	3	1	1.05	105	23851.24	3	824	2924.75	3748.75	7502
"214"	13	53	103	0	15	1	2	8	183.33668934	227.15464249	51	101	3	11041	1	1	0.92	10157.72	2307373.26	0	17788	1426.24	19214.24	9902
"215"	13	53	103	0	17	1	2	8	183.33668934	227.15464249	51	101	3	1500	3	1	0.92	1380	313473.41	3	65544.47	2887.45	68431.92	7502
"216"	13	53	103	0	3	1	1	8	183.33668934	227.15464249	51	1001	1	95000	3	1	1.01	95950	21795487.95	0	10811.55	1602.97	12414.52	7502
"217"	13	53	103	0	4	1	1	8	183.33668934	227.15464249	51	101	3	60000	1	1	0.92	55200	12538936.27	0	30905.83	4187.33	35093.17	9902
"218"	13	53	103	0	6	1	1	8	183.33668934	227.15464249	51	1001	3	94000	1	1	1.01	94940	21566061.76	0	40207.48	4022.67	44230.15	9902
"219"	13	53	103	0	6	1	1	8	183.33668934	227.15464249	51	101	3	7836	1	1	0.92	7209.12	1637585.08	0	40207.48	4022.67	44230.15	9902
"220"	13	53	104	9	11	1	2	8	144.61737723	179.18131248	51	301	1	145	1	1	1.03	149.35	26760.73	0	3269.22	153	3422.22	6117
"221"	13	53	104	9	14	1	2	8	144.61737723	179.18131248	51	301	7	999999.99	3	1	1.03	149.35	26760.73	1	235.31	169.77	405.09	7501
"222"	13	53	104	9	15	1	2	8	144.61737723	179.18131248	51	101	3	12777	3	1	0.94	12010.38	2152035.65	3	0	54.93	54.93	9901
"223"	13	53	104	9	17	1	1	8	144.61737723	179.18131248	51	101	3	9500	3	1	0.94	8930	1600089.12	0	737.97	255	992.97	9902
"224"	13	53	104	9	18	1	2	8	144.61737723	179.18131248	51	101	1	5000	3	1	0.94	4700	842152.17	0	835.72	752.33	1588.05	7502
"225"	13	53	104	9	18	1	2	8	144.61737723	179.18131248	51	101	9	7000	3	1	0.94	6580	1179013.04	0	835.72	752.33	1588.05	7502
"226"	13	53	104	9	19	1	1	8	144.61737723	179.18131248	51	101	3	4688	3	1	0.93	4359.84	781201.85	2	748.85	300.7	1049.55	7502
"227"	13	53	104	9	20	1	1	8	144.61737723	179.18131248	51	101	1	4800	3	1	0.94	4512	808466.08	0	934.87	105.43	1040.3	7502
"228"	13	53	104	9	20	1	1	8	144.61737723	179.18131248	51	301	3	999999.99	1	1	1.04	30.6	5482.95	1	934.87	105.43	1040.3	13101
"229"	13	53	104	9	6	1	1	8	144.61737723	179.18131248	51	101	1	2500	3	1	0.93	2325	416596.55	0	1504.17	180	1684.17	7501
"230"	13	53	104	9	9	1	2	8	144.61737723	179.18131248	51	101	1	5000	3	1	0.94	4700	842152.17	0	191.83	0	191.83	7501
"231"	13	53	105	7	1	1	1	8	103.06502101	127.69783334	51	101	3	2000	3	1	0.92	1840	234964.01	0	1470	13.78	1483.78	7501
"232"	13	53	105	7	12	1	5	8	103.06502101	127.69783334	51	401	1	5800	3	1	0.95	5510	703615.06	0	1395	0	1395	9901
"233"	13	53	105	7	15	1	1	8	103.06502101	127.69783334	51	101	3	4860	3	1	0.94	4568.4	583374.78	0	1404.78	264.18	1668.96	9903
"234"	13	53	105	7	16	1	2	8	103.06502101	127.69783334	51	101	3	4992	3	1	0.94	4692.48	599219.53	0	1711.79	204	1915.79	9902
"235"	13	53	105	7	3	1	3	8	103.06502101	127.69783334	51	101	3	37000	3	1	0.92	34040	4346834.25	0	3845.83	1074.67	4920.5	9902
"236"	13	53	105	7	4	1	1	8	103.06502101	127.69783334	51	101	1	3500	3	1	0.93	3255	415656.45	0	1010.25	238.81	1249.06	7501
"237"	13	53	105	7	6	1	1	8	103.06502101	127.69783334	51	301	7	189	1	1	1.05	198.45	25341.64	3	717.79	266.04	983.83	7501
"238"	13	53	106	5	1	1	1	8	64.05812713	79.36818877	51	301	7	189	1	1	1.05	198.45	15750.62	0	3448.67	62.04	3510.7	7501
"239"	13	53	106	5	17	1	1	8	64.05812713	79.36818877	51	101	3	4800	3	1	0.94	4512	358109.27	0	1680.93	204	1884.93	7502
"240"	13	53	106	5	4	1	1	8	64.05812713	79.36818877	51	101	3	999999.99	3	1	0.92	4512	358109.27	1	3664.55	95.64	3760.19	9903
"241"	13	53	107	3	10	1	2	8	300.17296114	371.91509195	51	101	1	5000	3	1	0.94	4700	1748000.93	3	1603.51	234.6	1838.11	7501
"242"	13	53	107	3	11	1	2	8	300.17296114	371.91509195	51	101	1	5000	3	1	0.94	4700	1748000.93	3	1446.35	279.42	1725.77	7501
"243"	13	53	107	3	14	1	2	8	300.17296114	371.91509195	51	101	1	5000	3	1	0.94	4700	1748000.93	3	2434.5	509.61	2944.11	7501
"244"	13	53	107	3	17	1	2	8	300.17296114	371.91509195	51	101	3	12777	3	1	0.94	12010.38	4466841.58	0	959.53	186.83	1146.37	9901
"245"	13	53	107	3	3	1	2	8	300.17296114	371.91509195	51	301	3	400	1	1	1.07	428	159179.66	0	1675.23	300	1975.23	9105
"246"	13	53	108	1	10	1	2	8	206.01719293	255.25584637	51	1001	3	27000	1	1	1.01	27270	6960826.93	0	10142.31	2000	12142.31	9902
"247"	13	53	108	1	10	1	2	8	206.01719293	255.25584637	51	101	1	26000	1	1	0.93	24180	6172086.37	0	10142.31	2000	12142.31	9902
"248"	13	53	108	1	11	1	3	8	206.01719293	255.25584637	51	101	3	1400	3	1	0.93	1302	332343.11	0	1801.1	0	1801.1	7501
"249"	13	53	108	1	15	1	1	8	206.01719293	255.25584637	51	301	11	999999.99	3	1	1.03	154.5	39437.03	1	1174.13	711.21	1885.34	7501
"250"	13	53	108	1	15	1	1	8	206.01719293	255.25584637	51	101	3	8000	3	1	0.93	7440	1899103.5	0	1174.13	711.21	1885.34	7501
"251"	13	53	108	1	15	1	2	8	206.01719293	255.25584637	51	101	1	5000	3	1	0.94	4700	1199702.48	3	1174.13	711.21	1885.34	7502
"252"	13	53	108	1	15	1	2	8	206.01719293	255.25584637	51	101	9	7000	3	1	0.94	6580	1679583.47	3	1174.13	711.21	1885.34	7502
"253"	13	53	108	1	17	1	4	8	206.01719293	255.25584637	51	401	3	4000	3	1	0.98	3920	1000602.92	0	1641.65	419.38	2061.03	7502
"254"	13	53	108	1	2	1	1	8	206.01719293	255.25584637	51	301	1	30	3	1	1.02	30.6	7810.83	3	2063.08	204	2267.08	7501
"255"	13	53	108	1	6	1	1	8	206.01719293	255.25584637	51	401	3	3240	1	1	0.97	3142.8	802218.07	0	10325.5	385.52	10711.02	9902
"256"	13	53	108	1	7	1	1	8	206.01719293	255.25584637	51	101	3	5000	3	1	0.93	4650	1186939.69	0	2120	4040	6160	7501
"257"	13	53	108	1	7	1	1	8	206.01719293	255.25584637	51	401	1	3500	3	1	0.97	3395	866593.6	0	2120	4040	6160	7501
"258"	13	53	108	1	8	1	1	8	206.01719293	255.25584637	51	101	3	1e+05	1	1	0.93	93000	23738793.71	0	5924.39	1010	6934.39	9902
"259"	13	53	108	1	9	1	1	8	206.01719293	255.25584637	51	101	1	12000	3	1	0.93	11160	2848655.25	0	3609.55	339	3948.55	9902
"260"	13	53	108	1	9	1	1	8	206.01719293	255.25584637	51	401	1	9000	3	1	0.97	8730	2228383.54	0	3609.55	339	3948.55	7501
"261"	13	53	109	0	13	1	1	8	449.36856996	556.76884547	51	101	3	9500	3	1	0.94	8930	4971945.79	3	315	250.4	565.4	9902
"262"	13	53	109	0	19	1	1	8	449.36856996	556.76884547	51	301	7	999999.99	3	1	1.03	30.6	17037.13	1	608.75	201.03	809.78	7501
"263"	13	53	109	0	20	1	1	8	449.36856996	556.76884547	51	101	3	4688	3	1	0.93	4359.84	2427423.08	0	908.85	180	1088.85	7502
"264"	13	53	109	0	24	1	1	8	449.36856996	556.76884547	51	101	3	28180	1	1	0.93	26207.4	14591463.84	3	6466.01	163.48	6629.48	9902
"265"	13	53	109	0	7	1	2	8	449.36856996	556.76884547	51	1001	3	27000	1	1	1.01	27270	15183086.42	3	6385.73	204	6589.73	9902
"266"	13	53	109	0	7	1	2	8	449.36856996	556.76884547	51	101	1	26000	1	1	0.93	24180	13462670.68	3	6385.73	204	6589.73	9902
"267"	13	53	110	3	13	1	2	8	150.98760263	187.07403859	51	101	3	1500	3	1	0.92	1380	258162.17	2	1841.33	274.07	2115.4	7502
"268"	13	53	110	3	14	1	1	8	150.98760263	187.07403859	51	301	9	100	3	1	1.05	105	19642.77	0	2149.25	365.75	2515	7502
"269"	13	53	111	1	1	1	1	8	255.16609589	316.15146699	51	301	1	30	3	1	1.02	30.6	9674.23	0	551.4	425.67	977.07	7501
"270"	13	53	111	1	10	1	1	8	255.16609589	316.15146699	51	101	1	27000	1	1	0.93	25110	7938563.34	2	1966.61	274.07	2240.67	9902
"271"	13	53	111	1	10	1	1	8	255.16609589	316.15146699	51	301	1	2000	1	1	1.03	2060	651272.02	2	1966.61	274.07	2240.67	6117
"272"	13	53	111	1	10	1	2	8	255.16609589	316.15146699	51	301	7	70	3	1	1.04	72.8	23015.83	0	1966.61	274.07	2240.67	7502
"273"	13	53	111	1	14	1	2	8	255.16609589	316.15146699	51	101	1	15900	3	1	0.93	14787	4674931.74	0	450.28	250	700.28	9903
"274"	13	53	111	1	17	1	1	8	255.16609589	316.15146699	51	301	1	30	3	1	1.02	30.6	9674.23	3	1615.55	305.22	1920.77	7501
"275"	13	53	111	1	3	1	1	8	255.16609589	316.15146699	51	101	1	7200	3	1	0.93	6696	2116950.22	0	17845.4	0	17845.4	9901
"276"	13	53	111	1	4	1	1	8	255.16609589	316.15146699	51	101	1	12.8	3	1	0.93	4942.85	1562689.28	3	1622.79	925.03	2547.82	9902
"277"	13	53	111	1	6	1	1	8	255.16609589	316.15146699	51	101	1	12.8	3	1	0.93	4942.85	1562689.28	3	681.45	333.77	1015.22	9902
"278"	13	53	111	1	6	1	2	8	255.16609589	316.15146699	51	301	3	95	1	1	1.02	96.9	30635.08	0	681.45	333.77	1015.22	4401
"279"	13	53	112	0	12	1	1	8	32.4186874	40.16683934	51	301	1	250	1	1	1.03	257.5	10342.96	0	2192.67	0	2192.67	4010
"280"	13	53	112	0	13	1	1	8	32.4186874	40.16683934	51	301	1	190	3	1	1.03	195.7	7860.65	0	2639.27	0	2639.27	7501
"281"	13	53	112	0	4	1	1	8	32.4186874	40.16683934	51	101	1	16500	3	1	0.94	15510	622987.68	0	2754.38	361.16	3115.53	7501
"282"	13	53	112	0	4	1	3	8	32.4186874	40.16683934	51	301	3	180	1	1	1.04	187.2	7519.23	0	2754.38	361.16	3115.53	4010
"283"	13	53	112	0	6	1	1	8	32.4186874	40.16683934	51	301	3	160	1	1	1.04	166.4	6683.76	0	672.25	200	872.25	4010
"284"	13	53	112	0	9	1	1	8	32.4186874	40.16683934	51	301	1	220	1	1	1.03	226.6	9101.81	0	4497.75	34.67	4532.42	13101
"285"	13	53	113	8	13	1	1	8	130.83290562	162.10231574	51	401	3	3500	1	1	0.98	3430	556010.94	0	918.75	84	1002.75	7501
"286"	13	53	113	8	18	1	1	8	130.83290562	162.10231574	51	301	3	120	1	1	1.04	124.8	20230.37	3	712.68	297	1009.68	4010
"287"	13	53	113	8	18	1	1	8	130.83290562	162.10231574	51	301	1	100	1	1	1.04	104	16858.64	3	712.68	297	1009.68	4010
"288"	13	53	113	8	5	1	1	8	130.83290562	162.10231574	51	101	3	2400	3	1	0.94	2256	365702.82	0	882.61	300	1182.61	7501
"289"	13	53	113	8	6	1	1	8	130.83290562	162.10231574	51	1601	3	5000	3	1	1	5000	810511.58	0	2407.78	150	2557.78	9903
"290"	13	53	114	6	14	1	1	8	196.9968254	244.07958716	51	101	3	28180	1	1	0.93	26207.4	6396691.37	3	15725.6	306	16031.6	9902
"291"	13	53	114	6	14	1	2	8	196.9968254	244.07958716	51	301	3	1200	1	1	1.04	1248	304611.32	0	15725.6	306	16031.6	13101
"292"	13	53	114	6	16	1	1	8	196.9968254	244.07958716	51	101	3	29400	1	1	0.93	27342	6673624.07	0	20085.25	2350.07	22435.32	9902
"293"	13	53	114	6	17	1	1	8	196.9968254	244.07958716	51	101	1	27000	1	1	0.93	25110	6128838.43	0	11875	2432	14307	9902
"294"	13	53	114	6	17	1	1	8	196.9968254	244.07958716	51	301	1	2000	1	1	1.03	2060	502803.95	0	11875	2432	14307	6117
"295"	13	53	114	6	8	1	2	8	196.9968254	244.07958716	51	101	3	26000	1	1	0.93	24180	5901844.42	0	8251.33	2.53	8253.86	9902
"296"	13	53	115	4	13	1	3	9	46.6252588	57.76881884	51	101	1	8600	3	1	0.93	7998	462035.01	0	10612.34	300	10912.34	7501
"297"	13	53	115	4	14	1	1	9	46.6252588	57.76881884	51	301	7	110	3	1	1.05	115.5	6672.3	0	959.98	815	1774.98	7501
"298"	13	53	115	4	14	1	1	9	46.6252588	57.76881884	51	101	3	8200	3	1	0.93	7626	440545.01	0	959.98	815	1774.98	9901
"299"	13	53	115	4	14	1	1	9	46.6252588	57.76881884	51	401	3	733	1	1	0.95	696.35	40227.32	0	959.98	815	1774.98	9901
"300"	13	53	115	4	15	1	2	9	46.6252588	57.76881884	51	1601	3	16808	1	1	1.01	16976.08	980688.09	0	24883.04	0	24883.04	9902
"301"	13	53	115	4	4	1	1	9	46.6252588	57.76881884	51	2201	3	3468	1	1	1.02	3537.36	204349.11	0	2860.25	551.23	3411.48	9902
"302"	13	53	115	4	7	1	1	9	46.6252588	57.76881884	51	101	3	7706	3	1	0.93	7166.58	414004.86	0	1490.25	224.5	1714.75	9902
"303"	13	53	115	4	8	1	1	9	46.6252588	57.76881884	51	101	9	13000	3	1	0.92	11960	690915.07	0	1637.1	1353.85	2990.94	7501
"304"	13	53	116	2	1	1	1	9	47.25517076	58.54928142	51	301	1	30	3	1	1.02	30.6	1791.61	2	1509.55	0	1509.55	7501
"305"	13	53	116	2	12	1	1	9	47.25517076	58.54928142	51	101	3	9500	3	1	0.94	8930	522845.08	2	315	147.7	462.7	9902
"306"	13	53	116	2	2	1	1	9	47.25517076	58.54928142	51	301	3	98	1	1	1.02	99.96	5852.59	0	1460.54	261.17	1721.7	101
"307"	13	53	116	2	3	1	1	9	47.25517076	58.54928142	51	101	1	12.8	3	1	0.93	4942.85	289400.32	3	1212.54	169.83	1382.38	9902
"308"	13	53	116	2	4	1	1	9	47.25517076	58.54928142	51	101	3	28180	1	1	0.93	26207.4	1534424.44	0	7753.94	202	7955.94	9902
"309"	13	53	116	2	7	1	1	9	47.25517076	58.54928142	51	101	1	12.8	3	1	0.93	4942.85	289400.32	1	1622.79	218.33	1841.12	9902
"310"	13	53	116	2	9	1	1	9	47.25517076	58.54928142	51	401	3	1690	3	1	0.97	1639.3	95979.84	0	434.3	137.58	571.88	7501
"311"	13	53	117	0	12	1	1	9	39.3682963	48.77742313	51	401	3	920	1	1	0.98	901.6	43977.72	0	737.09	200	937.09	9902
"312"	13	53	117	0	15	1	1	9	39.3682963	48.77742313	51	301	1	150	3	1	1.03	154.5	7536.11	0	749.79	176.97	926.77	7501
"313"	13	53	117	0	8	1	1	9	39.3682963	48.77742313	51	301	1	100	1	1	1.04	104	5072.85	0	1275.68	157.58	1433.26	4010
"314"	13	53	117	0	8	1	1	9	39.3682963	48.77742313	51	301	3	120	1	1	1.04	124.8	6087.42	0	1275.68	157.58	1433.26	4010
"315"	13	53	117	0	9	1	1	9	39.3682963	48.77742313	51	301	1	150	1	1	1.04	156	7609.28	0	554.5	166.2	720.7	13101
