"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"cod_item"	"cod_obtencao"	"val_despesa"	"cod_inss"	"val_inss"	"cod_especie"	"mes"	"qtd_meses"	"fator_anual"	"num_deflator"	"val_despesa_corrigido"	"val_inss_corrigido"	"valor_anual_expandido2"	"valor_inss_anual_expandido2"	"cod_imput"	"cod_imput_inss"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"
"139"	9	53	82	4	9	1	6	1810.10142939	2242.72045355	19	1701	1	184	51701	0	3	6	12	1	1.07	196.88	0	5298561.63	0	0	0	9472.7	619.33	10092.03
"140"	9	53	83	2	1	1	6	1378.46104651	1707.91687871	19	101	1	700	50101	90	1	4	12	1	1.09	763	98.1	15637686.94	2010559.75	0	0	22793.17	1729.37	24522.54
"141"	9	53	83	2	12	1	6	1378.46104651	1707.91687871	19	101	1	1100	50101	83	1	7	12	1	1.05	1155	87.15	23671727.94	1786139.47	0	0	58405.08	3889.95	62295.03
"142"	9	53	83	2	12	1	6	1378.46104651	1707.91687871	19	301	1	350	50301	83	3	7	12	1	1.05	367.5	87.15	7531913.44	1786139.47	0	0	58405.08	3889.95	62295.03
"143"	9	53	83	2	8	1	6	1378.46104651	1707.91687871	19	101	1	600	50101	120	1	6	11	1	1.07	642	128.4	12061309	2412261.8	0	0	27665.87	65.65	27731.52
"144"	9	53	83	2	9	1	6	1378.46104651	1707.91687871	19	301	1	480	50301	0	3	6	12	1	1.07	513.6	0	10526233.31	0	0	0	31723.3	3868	35591.3
"145"	9	53	84	0	2	1	6	1584.55320766	1963.2656109	19	101	1	999999.99	50101	999999.99	3	5	12	1	1.08	525	0	12368573.35	0	1	0	5578.33	978.5	6556.83
"146"	9	53	84	0	3	1	6	1584.55320766	1963.2656109	19	101	1	670	50101	60	1	5	12	1	1.08	723.6	64.8	17047427.95	1526635.34	0	0	3000	0	3000
"147"	9	53	84	0	6	1	6	1584.55320766	1963.2656109	19	101	1	600	50101	999999.99	1	6	12	1	1.07	642	51.36	15124998.27	1209999.86	0	1	7290.16	91.4	7381.56
"148"	9	53	84	0	8	1	6	1584.55320766	1963.2656109	19	101	1	200	50101	0	3	6	12	1	1.07	214	0	5041666.09	0	0	0	13719.67	1154.67	14874.33
"149"	9	53	85	9	1	1	6	730.40387141	904.97232651	19	101	1	200	50101	999999.99	3	4	12	1	0.97	194	15.52	2106775.58	168542.05	0	1	5947.22	1287	7234.22
"150"	9	53	85	9	4	1	6	730.40387141	904.97232651	19	101	1	160	50101	0	3	8	1	1	1.04	166.4	0	150587.4	0	0	0	4245.9	0	4245.9
"151"	9	53	85	9	6	1	6	730.40387141	904.97232651	19	101	1	300	50101	0	3	8	6	1	1.04	312	0	1694108.2	0	0	0	14643.2	0	14643.2
"152"	9	53	85	9	8	1	6	730.40387141	904.97232651	19	301	1	90	50301	0	3	8	12	1	1.04	93.6	0	1016464.92	0	0	0	439.9	654	1093.9
"153"	9	53	86	7	1	1	6	2355.05396723	2917.91808778	19	301	1	120	50301	999999.99	3	4	12	1	0.97	116.4	9.31	4075747.99	325989.81	0	1	1509.03	0	1509.03
"154"	9	53	86	7	4	1	6	2355.05396723	2917.91808778	19	301	1	192	50301	0	3	10	12	1	1.13	216.96	0	7596858.1	0	0	0	5658.75	0	5658.75
"155"	9	53	87	5	10	1	6	619.42137992	767.46472632	19	501	1	200	50501	999999.99	3	10	12	1	1.02	204	16.32	1878753.65	150300.29	0	1	11550	231.75	11781.75
"156"	9	53	87	5	10	1	6	619.42137992	767.46472632	19	101	1	500	50101	100	1	10	12	1	1.02	510	102	4696884.13	939376.83	0	0	11550	231.75	11781.75
"157"	9	53	87	5	12	1	6	619.42137992	767.46472632	19	101	1	600	50101	0	1	10	12	1	1.02	612	0	5636260.95	0	0	0	18743.33	579.32	19322.65
"158"	9	53	87	5	12	1	6	619.42137992	767.46472632	19	1101	1	450	51101	0	1	10	12	1	1.02	459	0	4227195.71	0	0	0	18743.33	579.32	19322.65
"159"	9	53	87	5	5	1	6	619.42137992	767.46472632	19	2102	1	90	52102	0	3	8	12	1	1.04	93.6	0	862016.38	0	0	0	37732.53	0	37732.53
"160"	9	53	87	5	5	1	6	619.42137992	767.46472632	19	101	1	1000	50101	140	1	10	12	1	1.13	1130	158.2	10406821.69	1456955.04	0	0	37732.53	0	37732.53
"161"	9	53	87	5	6	1	6	619.42137992	767.46472632	19	201	1	900	50201	999999.99	1	8	12	1	1.04	936	74.88	8620163.81	689613.1	0	1	22750	614.47	23364.47
"162"	9	53	87	5	6	1	6	619.42137992	767.46472632	19	501	1	230	50501	0	3	8	12	1	1.04	239.2	0	2202930.75	0	0	0	22750	614.47	23364.47
"163"	9	53	87	5	6	1	6	619.42137992	767.46472632	19	1201	1	1600	51201	999999.99	1	8	12	1	1.04	1664	183.04	15324735.66	1685720.92	0	1	22750	614.47	23364.47
"164"	9	53	87	5	8	1	6	619.42137992	767.46472632	19	501	1	60	50501	0	3	9	9	1	1.03	61.8	0	426863.88	0	0	0	10190.44	884.6	11075.04
"165"	9	53	87	5	8	1	6	619.42137992	767.46472632	19	101	1	60	50101	0	3	9	3	1	1.03	61.8	0	142287.96	0	0	0	10190.44	884.6	11075.04
"166"	9	53	87	5	9	1	6	619.42137992	767.46472632	19	101	1	350	50101	0	3	9	12	1	1.03	360.5	0	3320052.41	0	0	0	14920.47	2891.77	17812.23
"167"	9	53	87	5	9	1	6	619.42137992	767.46472632	19	501	1	50	50501	0	9	9	12	1	1.03	51.5	0	474293.2	0	0	0	14920.47	2891.77	17812.23
"168"	9	53	88	3	11	1	6	1389.93962264	1722.13886486	19	101	1	1100	50101	120	1	12	10	1	1.01	1111	121.2	19132962.79	2087232.3	0	0	6485	1208.17	7693.17
"169"	9	53	88	3	7	1	6	1389.93962264	1722.13886486	19	101	1	112	50101	0	3	12	11	1	1.01	113.12	0	2142891.83	0	0	0	4433.75	77.25	4511
"170"	9	53	88	3	8	1	6	1389.93962264	1722.13886486	19	301	1	200	50301	0	3	12	3	1	1.01	202	0	1043616.15	0	0	0	12322.5	1808	14130.5
"171"	9	53	89	1	1	1	6	2931.98397535	3632.73589216	19	101	1	105	50101	999999.99	3	10	7	1	1.02	107.1	8.57	2723462.1	217927.83	0	1	7568.83	535.17	8104
"172"	9	53	90	5	7	1	6	1177.67757576	1459.14562795	19	101	1	70	50101	0	3	3	12	1	0.99	69.3	0	1213425.5	0	0	0	5400.08	2000	7400.08
"173"	9	53	91	3	5	1	6	669.82740741	829.91792755	19	401	1	500	50401	40	1	2	8	1	1	500	40	3319671.71	265573.74	0	0	8712.5	0	8712.5
"174"	9	53	91	3	5	1	6	669.82740741	829.91792755	19	101	1	650	50101	40	1	2	8	1	1	650	40	4315573.22	265573.74	0	0	8712.5	0	8712.5
"175"	9	53	91	3	6	1	6	669.82740741	829.91792755	19	301	1	240	50301	0	3	2	10	1	1	240	0	1991803.03	0	0	0	5584.43	1568.89	7153.32
"176"	9	53	91	3	7	1	6	669.82740741	829.91792755	19	301	1	100	50301	0	1	2	11	1	1	100	0	912909.72	0	0	0	1114.95	612	1726.95
"177"	9	53	92	1	2	1	6	553.89327389	686.27522981	19	401	1	200	50401	0	1	2	2	1	1	200	0	274510.09	0	0	0	2259.05	689.58	2948.63
"178"	9	53	92	1	7	1	6	553.89327389	686.27522981	19	101	1	400	50101	0	3	5	3	1	1.08	432	0	889412.7	0	0	0	7638.28	1211	8849.28
"179"	9	53	93	0	1	1	7	1700.67112445	2107.1360166	19	301	1	280	50301	0	3	4	1	1	1.09	305.2	0	643097.91	0	0	0	5372.05	0	5372.05
"180"	9	53	93	0	4	1	7	1700.67112445	2107.1360166	19	1501	1	140	51501	0	3	5	12	1	1.08	151.2	0	3823187.59	0	0	0	31723.3	410.67	32133.96
"181"	9	53	93	0	4	1	7	1700.67112445	2107.1360166	19	301	1	240	50301	0	3	5	1	1	1.08	259.2	0	546169.66	0	0	0	31723.3	410.67	32133.96
"182"	9	53	93	0	9	1	7	1700.67112445	2107.1360166	19	301	1	45	0	0	3	6	3	1	1.07	48.15	0	304375.8	0	3	0	976.08	7.07	983.15
"183"	9	53	94	8	1	1	7	1387.47079646	1719.0799827	19	101	1	600	50101	120	1	4	12	1	0.97	582	116.4	12006054.6	2401210.92	0	0	20415.5	2308.2	22723.7
"184"	9	53	94	8	1	1	7	1387.47079646	1719.0799827	19	501	1	100	50501	0	3	4	12	1	0.97	97	0	2001009.1	0	0	0	20415.5	2308.2	22723.7
"185"	9	53	94	8	10	1	7	1387.47079646	1719.0799827	19	101	1	600	50101	100	1	7	12	1	1.05	630	105	12996244.67	2166040.78	0	0	15236.67	3418.05	18654.72
"186"	9	53	94	8	10	1	7	1387.47079646	1719.0799827	19	301	1	120	50301	0	3	7	12	1	1.05	126	0	2599248.93	0	0	0	15236.67	3418.05	18654.72
"187"	9	53	94	8	10	1	7	1387.47079646	1719.0799827	19	501	1	90	50501	0	3	7	12	1	1.05	94.5	0	1949436.7	0	0	0	15236.67	3418.05	18654.72
"188"	9	53	94	8	12	1	7	1387.47079646	1719.0799827	19	501	1	240	50501	0	3	7	12	1	1.05	252	0	5198497.87	0	0	0	30458.33	816	31274.33
"189"	9	53	94	8	12	1	7	1387.47079646	1719.0799827	19	201	1	350	50201	0	3	7	6	1	1.05	367.5	0	3790571.36	0	0	0	30458.33	816	31274.33
"190"	9	53	94	8	12	1	7	1387.47079646	1719.0799827	19	1101	1	600	51101	160	1	7	12	1	1.05	630	168	12996244.67	3465665.25	0	0	30458.33	816	31274.33
"191"	9	53	94	8	12	1	7	1387.47079646	1719.0799827	19	101	1	320	50101	0	3	7	8	1	1.05	336	0	4620886.99	0	0	0	30458.33	816	31274.33
"192"	9	53	94	8	12	1	7	1387.47079646	1719.0799827	19	301	1	240	50301	0	3	7	3	1	1.05	252	0	1299624.47	0	0	0	30458.33	816	31274.33
"193"	9	53	94	8	3	1	7	1387.47079646	1719.0799827	19	1101	1	450	51101	70	3	5	12	1	1.08	486	75.6	10025674.46	1559549.36	0	0	13391.17	4970	18361.17
"194"	9	53	94	8	3	1	7	1387.47079646	1719.0799827	19	101	1	1000	50101	70	1	5	12	1	1.08	1080	75.6	22279276.58	1559549.36	0	0	13391.17	4970	18361.17
"195"	9	53	95	6	3	1	7	1027.13746489	1272.62603283	19	101	1	600	50101	0	1	8	12	1	1.04	624	0	9529423.73	0	0	0	22484.68	1294.05	23778.73
"196"	9	53	95	6	9	1	7	1027.13746489	1272.62603283	19	101	1	700	50101	83	1	9	12	1	1.03	721	85.49	11010760.44	1305561.59	0	0	18526.96	2421.25	20948.21
"197"	9	53	96	4	1	1	7	736.28976744	912.26496724	19	501	1	100	50501	0	3	7	12	1	1.05	105	0	1149453.86	0	0	0	2785.11	2346	5131.11
"198"	9	53	96	4	1	1	7	736.28976744	912.26496724	19	101	1	820	50101	83	1	7	8	1	1.05	861	87.15	6283681.09	636031.14	0	0	2785.11	2346	5131.11
"199"	9	53	96	4	12	1	7	736.28976744	912.26496724	19	501	1	450	50501	0	3	9	12	1	1.03	463.5	0	5074017.75	0	0	0	4956.25	816	5772.25
"200"	9	53	96	4	12	1	7	736.28976744	912.26496724	19	101	1	600	50101	45	3	9	12	1	1.03	618	46.35	6765357	507401.77	0	0	4956.25	816	5772.25
"201"	9	53	96	4	3	1	7	736.28976744	912.26496724	19	501	1	30	0	0	9	7	12	1	1.05	31.5	0	344836.16	0	3	0	5534.53	2648.36	8182.89
"202"	9	53	96	4	4	1	7	736.28976744	912.26496724	19	501	1	250	50501	0	3	8	12	1	1.04	260	0	2846266.7	0	0	0	10824.46	2897.59	13722.04
"203"	9	53	96	4	4	1	7	736.28976744	912.26496724	19	1101	1	100	51101	0	3	8	12	1	1.04	104	0	1138506.68	0	0	0	10824.46	2897.59	13722.04
"204"	9	53	96	4	4	1	7	736.28976744	912.26496724	19	101	1	500	50101	0	3	8	12	1	1.04	520	0	5692533.4	0	0	0	10824.46	2897.59	13722.04
"205"	9	53	96	4	8	1	7	736.28976744	912.26496724	19	501	1	200	50501	0	3	8	11	1	1.04	208	0	2087262.25	0	0	0	138.33	4577.61	4715.94
"206"	9	53	96	4	8	1	7	736.28976744	912.26496724	19	1101	1	100	51101	0	3	8	1	1	1.04	104	0	94875.56	0	0	0	138.33	4577.61	4715.94
"207"	9	53	96	4	8	1	7	736.28976744	912.26496724	19	101	1	620	50101	0	1	8	1	1	1.04	644.8	0	588228.45	0	0	0	138.33	4577.61	4715.94
"208"	9	53	97	2	11	1	7	1356.640625	1680.88131881	19	101	1	500	50101	80	3	1	12	1	1	500	80	10085287.91	1613646.07	0	0	3500	326.1	3826.1
"209"	9	53	97	2	13	1	7	1356.640625	1680.88131881	19	301	1	200	50301	0	3	1	12	1	1	200	0	4034115.17	0	0	0	7416	806.87	8222.87
"210"	9	53	98	0	11	1	7	1465.0974026	1815.25955281	19	101	1	180	50101	0	3	3	12	1	1.09	196.2	0	4273847.09	0	0	0	10283.31	2000	12283.31
"211"	9	53	98	0	11	1	7	1465.0974026	1815.25955281	19	1101	3	500	51101	0	1	3	12	1	1.09	545	0	11871797.48	0	0	0	10283.31	2000	12283.31
"212"	9	53	98	0	7	1	7	1465.0974026	1815.25955281	19	1501	1	70	51501	0	3	12	4	1	1.01	70.7	0	513355.4	0	0	0	1575	608.08	2183.08
"213"	9	53	99	9	13	1	7	1228.14556962	1521.67560569	19	101	1	450	50101	999999.99	1	4	9	1	0.97	436.5	34.92	5977902.62	478232.21	0	1	8417.77	639.5	9057.27
"214"	9	53	99	9	3	1	7	1228.14556962	1521.67560569	19	1101	2	800	51101	64	1	2	12	1	1	800	64	14608085.81	1168646.87	0	0	9470.67	1890.1	11360.77
"215"	9	53	99	9	3	1	7	1228.14556962	1521.67560569	19	101	2	1350	50101	0	1	2	12	1	1	1350	0	24651144.81	0	0	0	9470.67	1890.1	11360.77
"216"	9	53	101	4	8	1	8	205.68568122	254.84510248	19	301	1	120	50301	999999.99	3	1	12	1	1	120	9.6	366976.95	29358.16	0	1	2713.85	2520.47	5234.32
"217"	9	53	103	0	1	1	8	183.33668934	227.15464249	19	101	1	440	50101	0	1	5	12	1	1.08	475.2	0	1295326.63	0	0	0	18360.11	526.73	18886.84
"218"	9	53	103	0	1	1	8	183.33668934	227.15464249	19	501	1	60	50501	0	3	5	12	1	1.08	64.8	0	176635.45	0	0	0	18360.11	526.73	18886.84
"219"	9	53	103	0	15	1	8	183.33668934	227.15464249	19	501	1	75	50501	0	3	7	12	1	1.05	78.75	0	214661.14	0	0	0	17788	1426.24	19214.24
"220"	9	53	103	0	15	1	8	183.33668934	227.15464249	19	101	1	615	50101	83	1	7	12	1	1.05	645.75	87.15	1760221.32	237558.33	0	0	17788	1426.24	19214.24
"221"	9	53	103	0	16	1	8	183.33668934	227.15464249	19	501	1	150	50501	0	3	7	12	1	1.05	157.5	0	429322.27	0	0	0	1760.77	2973	4733.77
"222"	9	53	103	0	16	1	8	183.33668934	227.15464249	19	101	1	600	50101	120	1	7	12	1	1.05	630	126	1717289.1	343457.82	0	0	1760.77	2973	4733.77
"223"	9	53	103	0	17	1	8	183.33668934	227.15464249	19	101	1	840	50101	160	1	7	12	1	1.05	882	168	2404204.74	457943.76	0	0	65544.47	2887.45	68431.92
"224"	9	53	103	0	17	1	8	183.33668934	227.15464249	19	501	1	200	50501	0	3	7	12	1	1.05	210	0	572429.7	0	0	0	65544.47	2887.45	68431.92
"225"	9	53	103	0	2	1	8	183.33668934	227.15464249	19	101	1	460	50101	85	1	5	12	1	1.08	496.8	91.8	1354205.12	250233.55	0	0	14843.25	995.55	15838.8
"226"	9	53	103	0	2	1	8	183.33668934	227.15464249	19	501	1	80	50501	0	9	5	12	1	1.08	86.4	0	235513.93	0	0	0	14843.25	995.55	15838.8
"227"	9	53	103	0	3	1	8	183.33668934	227.15464249	19	101	1	415	50101	83	1	5	12	1	1.08	448.2	89.64	1221728.53	244345.71	0	0	10811.55	1602.97	12414.52
"228"	9	53	103	0	3	1	8	183.33668934	227.15464249	19	1101	1	415	51101	83	1	5	12	1	1.08	448.2	89.64	1221728.53	244345.71	0	0	10811.55	1602.97	12414.52
"229"	9	53	103	0	4	1	8	183.33668934	227.15464249	19	101	1	800	50101	100	1	5	12	1	1.08	864	108	2355139.33	294392.42	0	0	30905.83	4187.33	35093.17
"230"	9	53	103	0	4	1	8	183.33668934	227.15464249	19	501	1	240	50501	0	3	5	12	1	1.08	259.2	0	706541.8	0	0	0	30905.83	4187.33	35093.17
"231"	9	53	103	0	6	1	8	183.33668934	227.15464249	19	101	1	1000	50101	99	1	5	12	1	1.08	1080	106.92	2943924.17	291448.49	0	0	40207.48	4022.67	44230.15
"232"	9	53	103	0	7	1	8	183.33668934	227.15464249	19	2101	1	80	52101	0	1	5	12	1	1.07	85.6	0	233333.25	0	0	0	25355.82	1264.3	26620.12
"233"	9	53	103	0	7	1	8	183.33668934	227.15464249	19	501	1	50	50501	0	3	5	1	1	1.08	54	0	12266.35	0	0	0	25355.82	1264.3	26620.12
"234"	9	53	103	0	7	1	8	183.33668934	227.15464249	19	101	1	650	50101	80	1	5	12	1	1.08	702	86.4	1913550.71	235513.93	0	0	25355.82	1264.3	26620.12
"235"	9	53	103	0	8	1	8	183.33668934	227.15464249	19	101	1	600	50101	58	1	5	12	1	1.08	648	62.64	1766354.5	170747.6	0	0	12381.82	350.95	12732.78
"236"	9	53	103	0	8	1	8	183.33668934	227.15464249	19	501	1	50	50501	0	3	5	1	1	1.08	54	0	12266.35	0	0	0	12381.82	350.95	12732.78
"237"	9	53	104	9	10	1	8	144.61737723	179.18131248	19	501	1	30	0	0	3	11	1	1	1.12	33.6	0	6020.49	0	3	0	6947.69	306	7253.69
"238"	9	53	104	9	13	1	8	144.61737723	179.18131248	19	301	1	250	50301	0	1	9	12	1	1.03	257.5	0	553670.26	0	0	0	1453.88	421.87	1875.74
"239"	9	53	104	9	13	1	8	144.61737723	179.18131248	19	1101	1	415	51101	0	1	9	12	1	1.03	427.45	0	919092.62	0	0	0	1453.88	421.87	1875.74
"240"	9	53	104	9	2	1	8	144.61737723	179.18131248	19	1101	1	415	51101	83	1	7	12	1	1.05	435.75	87.15	936939.08	187387.82	0	0	9795	653.33	10448.33
"241"	9	53	105	7	3	1	8	103.06502101	127.69783334	19	1701	1	120	51701	999999.99	3	7	12	1	1.05	126	10.08	193079.12	15446.33	0	1	3845.83	1074.67	4920.5
"242"	9	53	105	7	8	1	8	103.06502101	127.69783334	19	501	1	300	50501	0	3	6	12	1	1.07	321	0	491892.05	0	0	0	4533.42	1053.33	5586.75
"243"	9	53	105	7	8	1	8	103.06502101	127.69783334	19	301	1	200	50301	0	3	7	12	1	1.05	210	0	321798.54	0	0	0	4533.42	1053.33	5586.75
"244"	9	53	106	5	18	1	8	64.05812713	79.36818877	19	301	1	30	50301	0	3	10	12	1	1.02	30.6	0	29144	0	0	0	2749	612	3361
"245"	9	53	108	1	10	1	8	206.01719293	255.25584637	19	101	1	465	50101	999999.99	1	3	12	1	1.09	506.85	40.55	1552517.11	124207.49	0	1	10142.31	2000	12142.31
"246"	9	53	108	1	13	1	8	206.01719293	255.25584637	19	301	1	200	50301	0	1	12	11	1	1.01	202	0	567178.49	0	0	0	8245.5	347.8	8593.3
"247"	9	53	108	1	17	1	8	206.01719293	255.25584637	19	101	1	480	50101	999999.99	1	1	12	1	1	480	38.4	1470273.68	117621.89	0	1	1641.65	419.38	2061.03
"248"	9	53	108	1	6	1	8	206.01719293	255.25584637	19	501	1	500	50501	999999.99	3	10	10	1	1.02	510	40.8	1301804.82	104144.39	0	1	10325.5	385.52	10711.02
"249"	9	53	108	1	6	1	8	206.01719293	255.25584637	19	101	1	540	50101	999999.99	1	12	4	1	1.01	545.4	43.63	556866.15	44547.25	0	1	10325.5	385.52	10711.02
"250"	9	53	108	1	9	1	8	206.01719293	255.25584637	19	301	1	200	50301	999999.99	3	12	8	1	1.01	202	16.16	412493.45	32999.48	0	1	3609.55	339	3948.55
"251"	9	53	108	1	9	1	8	206.01719293	255.25584637	19	501	1	450	50501	999999.99	3	12	12	1	1.01	454.5	36.36	1392165.39	111373.23	0	1	3609.55	339	3948.55
"252"	9	53	109	0	18	1	8	449.36856996	556.76884547	19	1101	1	200	51101	0	3	10	1	1	1.02	204	0	113580.84	0	0	0	865.28	605.15	1470.43
"253"	9	53	110	3	13	1	8	150.98760263	187.07403859	19	301	1	60	50301	0	3	6	4	1	1.07	64.2	0	48040.61	0	0	0	1841.33	274.07	2115.4
"254"	9	53	110	3	14	1	8	150.98760263	187.07403859	19	301	1	200	50301	0	3	12	6	1	1.12	224	0	251427.51	0	0	0	2149.25	365.75	2515
"255"	9	53	110	3	7	1	8	150.98760263	187.07403859	19	501	1	45	50501	0	3	5	2	1	1.08	48.6	0	18183.6	0	0	0	577.36	0	577.36
"256"	9	53	110	3	8	1	8	150.98760263	187.07403859	19	1701	1	400	51701	0	3	4	11	1	1.09	436	0	897207.09	0	0	0	3569.63	317.41	3887.04
"257"	9	53	110	3	8	1	8	150.98760263	187.07403859	19	101	1	300	50101	0	1	5	1	1	1.08	324	0	60611.99	0	0	0	3569.63	317.41	3887.04
"258"	9	53	111	1	13	1	8	255.16609589	316.15146699	19	101	1	650	50101	82	1	12	12	1	1.01	656.5	82.82	2490641.26	314203.97	0	0	8353	600	8953
"259"	9	53	111	1	3	1	8	255.16609589	316.15146699	19	1101	3	500	51101	0	1	11	12	1	1.01	505	0	1915877.89	0	0	0	17845.4	0	17845.4
"260"	9	53	111	1	3	1	8	255.16609589	316.15146699	19	301	1	200	50301	0	1	11	12	1	1.01	202	0	766351.16	0	0	0	17845.4	0	17845.4
"261"	9	53	112	0	9	1	8	32.4186874	40.16683934	19	101	1	300	50101	0	1	12	6	1	1.01	303	0	73023.31	0	0	0	4497.75	34.67	4532.42
"262"	9	53	114	6	14	1	8	196.9968254	244.07958716	19	101	1	600	50101	0	1	12	12	1	1.01	606	0	1774946.76	0	0	0	15725.6	306	16031.6
"263"	9	53	114	6	16	1	8	196.9968254	244.07958716	19	101	1	500	50101	60	3	1	12	1	1	500	60	1464477.52	175737.3	0	0	20085.25	2350.07	22435.32
"264"	9	53	114	6	16	1	8	196.9968254	244.07958716	19	2102	1	75	52102	0	3	1	12	1	1	75	0	219671.63	0	0	0	20085.25	2350.07	22435.32
"265"	9	53	114	6	18	1	8	196.9968254	244.07958716	19	101	1	450	50101	0	3	1	12	1	1	450	0	1318029.77	0	0	0	15999.5	1426.18	17425.68
"266"	9	53	114	6	4	1	8	196.9968254	244.07958716	19	101	1	700	50101	75	1	11	12	1	1.01	707	75.75	2070771.22	221868.34	0	0	28839.42	276.2	29115.62
"267"	9	53	114	6	7	1	8	196.9968254	244.07958716	19	101	1	480	50101	0	3	11	12	1	1.01	484.8	0	1419957.41	0	0	0	9086.67	238.8	9325.47
"268"	9	53	114	6	8	1	8	196.9968254	244.07958716	19	101	1	700	50101	999999.99	1	12	12	1	1.01	707	56.56	2070771.22	165661.7	0	1	8251.33	2.53	8253.86
"269"	9	53	115	4	10	1	9	46.6252588	57.76881884	19	301	1	30	50301	0	3	7	5	1	1.05	31.5	0	9098.59	0	0	0	18426.08	679.33	19105.41
"270"	9	53	115	4	12	1	9	46.6252588	57.76881884	19	101	1	415	50101	0	1	8	12	1	1.04	431.6	0	299196.27	0	0	0	1877.33	159.75	2037.08
"271"	9	53	115	4	12	1	9	46.6252588	57.76881884	19	1101	1	415	51101	0	1	8	12	1	1.04	431.6	0	299196.27	0	0	0	1877.33	159.75	2037.08
"272"	9	53	115	4	15	1	9	46.6252588	57.76881884	19	101	1	600	50101	62	1	8	10	1	1.04	624	64.48	360477.43	37249.33	0	0	24883.04	0	24883.04
"273"	9	53	115	4	15	1	9	46.6252588	57.76881884	19	1101	1	700	51101	73	1	8	12	1	1.04	728	75.92	504668.4	52629.7	0	0	24883.04	0	24883.04
"274"	9	53	115	4	8	1	9	46.6252588	57.76881884	19	301	1	60	50301	0	3	6	2	1	1.07	64.2	0	7417.52	0	0	0	1637.1	1353.85	2990.94
"275"	9	53	116	2	11	1	9	47.25517076	58.54928142	19	301	1	40	50301	0	3	12	2	1	1.01	40.4	0	4730.78	0	0	0	6736.6	400	7136.6
"276"	9	53	116	2	12	1	9	47.25517076	58.54928142	19	301	1	100	50301	999999.99	1	11	2	1	1.01	101	8.08	11826.95	946.16	0	1	315	147.7	462.7
"277"	9	53	116	2	4	1	9	47.25517076	58.54928142	19	301	1	250	50301	0	1	9	1	1	1.03	257.5	0	15076.44	0	0	0	7753.94	202	7955.94
"278"	9	53	116	2	4	1	9	47.25517076	58.54928142	19	301	1	150	50301	0	3	2	3	1	1.1	165	0	28981.89	0	0	0	7753.94	202	7955.94
"279"	9	53	117	0	1	1	9	39.3682963	48.77742313	19	1101	1	650	51101	999999.99	1	3	12	1	1.09	708.5	56.68	414705.65	33176.45	0	1	4000	1092.09	5092.09
"280"	9	53	117	0	15	1	9	39.3682963	48.77742313	19	301	1	40	50301	999999.99	3	3	12	1	0.99	39.6	3.17	23179.03	1855.49	0	1	749.79	176.97	926.77
"281"	9	53	117	0	16	1	9	39.3682963	48.77742313	19	401	1	150	50401	0	1	4	2	1	0.97	145.5	0	14194.23	0	0	0	707.97	214.87	922.83
