"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_informante"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"cod_cond_vida"	"cod_qtd_ali"	"cod_tip_ali"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"val_rend_min"	"val_rec_min_ali"	"cod_raz_nao_ali"	"cod_cond_serv_agua"	"cod_cond_col_lixo"	"cod_cond_ilu_rua"	"cod_limpeza"	"cod_cond_dren_chuv"	"cod_forn_ener_elet"	"cod_transporte"	"cod_educacao"	"cod_saude"	"cod_lazeresporte"	"cod_esgotamento"	"cod_pouco_espaco"	"cod_viz_barulhe"	"cod_casa_escura"	"cod_telhado_got"	"cod_par_chao_umid"	"cod_made_deteriora"	"cod_pol_tran_indu"	"cod_vio_area_resid"	"cod_inundacoes"	"cod_cond_morada"	"cod_atraso_alug"	"cod_atraso_desp"	"cod_atraso_pres"
"104"	4	53	17	4	1	1	1	3	714.62123536	885.41759874	3	3	1	364	507.1	871.1	700	100	0	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	1	3	1	1
"105"	4	53	17	4	10	1	1	3	714.62123536	885.41759874	3	3	2	4313.26	7.83	4321.09	4500	500	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2
"106"	4	53	17	4	12	1	1	3	714.62123536	885.41759874	2	3	2	1331.5	262.37	1593.87	2300	600	1	1	1	1	2	1	2	1	1	2	3	1	1	1	2	2	1	1	1	1	2	2	2	1	1
"107"	4	53	17	4	13	1	1	3	714.62123536	885.41759874	1	1	2	386.94	552.12	939.06	1000	415	1	1	2	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	2	1	2	3	3	1	2
"108"	4	53	17	4	2	1	1	3	714.62123536	885.41759874	2	2	2	2331.25	98.87	2430.12	3500	1000	1	1	1	1	3	1	1	2	2	2	3	1	1	2	2	2	1	2	2	1	2	2	2	2	2
"109"	4	53	17	4	4	1	1	3	714.62123536	885.41759874	3	2	3	1241.98	0	1241.98	1500	400	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	2	1	1	2	2	2	1	1
"110"	4	53	17	4	7	1	1	3	714.62123536	885.41759874	4	3	1	5020.26	597.98	5618.24	5000	2000	0	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	3	1	2
"111"	4	53	17	4	8	1	1	3	714.62123536	885.41759874	3	3	1	9019.86	393.58	9413.44	8000	1500	0	2	1	2	3	2	2	1	1	2	3	1	1	2	2	2	2	2	2	2	2	1	2	1	2
"112"	4	53	18	2	1	1	2	3	591.89733152	733.36235763	3	2	2	1742	364	2106	1000	600	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	3	1	3
"113"	4	53	18	2	10	1	1	3	591.89733152	733.36235763	3	2	1	424	4.13	428.13	2000	400	0	1	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	1	1	2
"114"	4	53	18	2	13	1	1	3	591.89733152	733.36235763	4	1	1	2100	21.63	2121.63	2500	150	0	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	1
"115"	4	53	18	2	2	1	1	3	591.89733152	733.36235763	6	3	1	6815.57	299.4	7114.97	3000	280	0	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	3	2	2
"116"	4	53	18	2	4	1	3	3	591.89733152	733.36235763	1	1	1	742.6	498.65	1241.25	2500	500	0	1	1	1	1	1	2	2	2	2	3	1	2	2	2	2	2	2	2	1	2	3	3	2	1
"117"	4	53	18	2	5	1	1	3	591.89733152	733.36235763	2	2	3	973.23	20.83	994.06	2000	300	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1
"118"	4	53	18	2	6	1	1	3	591.89733152	733.36235763	3	3	2	5909.44	35.75	5945.18	6000	2000	3	1	1	1	1	2	1	2	1	2	3	2	2	1	2	1	1	2	2	1	2	1	3	1	2
"119"	4	53	18	2	8	1	1	3	591.89733152	733.36235763	3	2	2	1249.93	0	1249.93	1000	380	1	1	2	1	2	2	1	1	2	2	3	2	2	1	2	2	1	2	2	1	2	2	2	2	1
"120"	4	53	18	2	9	1	1	3	591.89733152	733.36235763	3	3	2	3060	309.5	3369.5	5000	800	1	1	1	1	1	1	1	2	1	1	3	1	1	2	2	2	2	2	2	2	2	1	3	1	1
"121"	4	53	19	0	1	1	3	3	575.3030303	712.80197457	2	3	2	3532.4	538.71	4071.11	10000	3000	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	2	3	1	1
"122"	4	53	19	0	10	1	1	3	575.3030303	712.80197457	4	2	3	1308.53	130.88	1439.41	2000	300	1	2	1	2	1	2	1	1	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1
"123"	4	53	19	0	11	1	2	3	575.3030303	712.80197457	1	2	2	1664	13.6	1677.6	8000	1500	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	1	1	1	2	1	2	3	1	1	3
"124"	4	53	19	0	13	1	1	3	575.3030303	712.80197457	2	2	3	450.97	595.95	1046.92	2000	1000	1	1	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	3	2	3
"125"	4	53	19	0	2	1	1	3	575.3030303	712.80197457	3	3	2	934.21	265.17	1199.38	2000	500	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	2	2	1	2	1	3	2	2
"126"	4	53	19	0	3	1	2	3	575.3030303	712.80197457	2	3	2	1759.81	460.39	2220.2	1800	300	1	2	1	1	1	2	1	2	1	2	1	1	2	2	2	2	1	2	2	2	2	1	3	1	1
"127"	4	53	19	0	4	1	1	3	575.3030303	712.80197457	3	3	1	3325.75	0	3325.75	4000	700	0	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2
"128"	4	53	19	0	5	1	1	3	575.3030303	712.80197457	3	2	3	816.43	410.95	1227.37	600	200	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	2	2	3	1	2
"129"	4	53	19	0	6	1	2	3	575.3030303	712.80197457	2	2	2	10628.85	678.04	11306.89	7000	1000	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2	3	2	2
"130"	4	53	19	0	8	1	1	3	575.3030303	712.80197457	5	3	1	415	190.38	605.38	415	115	0	1	1	1	2	1	1	2	2	2	3	1	2	1	2	2	2	2	1	1	2	1	3	3	3
"131"	4	53	20	4	1	1	1	3	433.06486034	536.56850618	3	1	2	1311	697.52	2008.52	3500	1500	1	1	1	1	1	1	1	1	1	2	3	2	2	2	1	2	1	2	2	2	2	1	3	2	2
"132"	4	53	20	4	10	1	1	3	433.06486034	536.56850618	4	2	2	2587.04	18.35	2605.38	4000	600	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	2	2	1
"133"	4	53	20	4	11	1	1	3	433.06486034	536.56850618	3	3	1	1189.03	0	1189.03	1000	500	0	2	1	1	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1
"134"	4	53	20	4	12	1	2	3	433.06486034	536.56850618	2	3	2	2226	325.61	2551.61	3000	600	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	2	2	2
"135"	4	53	20	4	13	1	1	3	433.06486034	536.56850618	3	2	2	3181.94	391.01	3572.94	5000	1000	1	1	1	1	1	2	1	1	1	1	3	1	1	2	2	2	2	2	2	2	2	2	3	2	2
"136"	4	53	20	4	14	1	1	3	433.06486034	536.56850618	3	3	2	1040	339.15	1379.15	4000	1000	1	2	1	1	2	1	1	2	2	2	3	2	1	2	2	2	2	2	1	1	2	2	3	1	2
"137"	4	53	20	4	16	1	1	3	433.06486034	536.56850618	4	2	2	2333.16	393.74	2726.9	1500	500	1	1	1	1	2	1	1	1	1	2	3	1	2	2	2	1	1	2	2	2	2	1	3	2	2
"138"	4	53	20	4	3	1	1	3	433.06486034	536.56850618	3	2	2	3096.5	893.2	3989.7	4000	1000	1	1	1	1	1	2	1	2	2	2	3	2	2	1	2	2	2	2	2	1	2	1	3	2	2
"139"	4	53	20	4	4	1	1	3	433.06486034	536.56850618	3	2	2	3317.8	510	3827.8	3000	500	1	1	1	1	1	1	1	2	1	2	3	2	1	2	2	2	1	2	2	1	2	1	3	1	1
"140"	4	53	20	4	5	1	1	3	433.06486034	536.56850618	3	2	2	7289.94	180	7469.94	4000	600	3	1	1	1	1	2	1	2	2	2	3	2	2	2	2	2	1	2	1	2	2	1	3	1	2
"141"	4	53	20	4	6	1	1	3	433.06486034	536.56850618	4	2	2	2847.35	785.96	3633.31	1500	500	3	1	1	1	2	2	1	2	1	2	3	1	1	1	1	2	2	2	2	2	2	2	3	1	2
"142"	4	53	21	2	10	1	1	3	609.22459893	754.83088773	2	2	2	412	510	922	1000	500	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	2	1	2	3	3	1	1
"143"	4	53	21	2	11	1	2	3	609.22459893	754.83088773	3	3	2	557.03	149.65	706.68	1800	700	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"144"	4	53	21	2	2	1	1	3	609.22459893	754.83088773	1	2	2	36.31	408	444.31	700	300	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	3	1	1
"145"	4	53	21	2	3	1	1	3	609.22459893	754.83088773	1	1	2	553.33	502.73	1056.07	1500	800	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	3	2	2
"146"	4	53	21	2	4	1	1	3	609.22459893	754.83088773	4	3	2	864.83	606.18	1471.01	800	400	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	3	2	2
"147"	4	53	21	2	5	1	1	3	609.22459893	754.83088773	4	3	1	6184.32	357	6541.32	2000	500	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	3	2	2
"148"	4	53	21	2	6	1	2	3	609.22459893	754.83088773	3	3	1	2619.81	444.41	3064.22	2000	600	0	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	3	2	1
"149"	4	53	21	2	9	1	1	3	609.22459893	754.83088773	2	2	2	126.74	45.35	172.09	1500	600	1	1	2	1	1	1	1	2	2	2	3	1	1	2	2	2	2	2	2	1	2	1	2	1	2
"150"	4	53	22	0	11	1	1	3	1101.51778656	1364.78344791	3	2	2	1722.48	1108.93	2831.41	2500	1000	1	2	2	1	2	1	1	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	3	0	2
"151"	4	53	22	0	2	1	1	3	1101.51778656	1364.78344791	4	3	1	3327.75	364.84	3692.59	1000	700	0	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	3	1	2
"152"	4	53	22	0	3	1	1	3	1101.51778656	1364.78344791	1	3	1	1003.7	23.8	1027.5	1200	500	0	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	2	1	1	2	1	2	2	2
"153"	4	53	22	0	8	1	2	3	1101.51778656	1364.78344791	2	1	2	1854.68	881.27	2735.95	8000	3000	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	1	2	3	3	1	1
"154"	4	53	22	0	9	1	4	3	1101.51778656	1364.78344791	2	3	1	1148.95	0	1148.95	3000	1500	0	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	2	2	1	2	2	2	3	2	2
"155"	4	53	23	9	1	1	1	3	1215.29644269	1505.75550347	3	3	1	902.63	346.4	1249.03	3500	400	0	1	1	1	1	2	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	3	1	2
"156"	4	53	23	9	12	1	1	3	1215.29644269	1505.75550347	3	2	2	18953.83	0	18953.83	6000	350	1	1	1	1	1	1	2	2	1	2	3	1	2	2	2	2	2	2	2	1	2	2	2	1	2
"157"	4	53	23	9	2	1	1	3	1215.29644269	1505.75550347	5	3	1	900	212.84	1112.84	3000	500	0	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	3	2	2
"158"	4	53	23	9	3	1	1	3	1215.29644269	1505.75550347	3	3	2	1240.97	0	1240.97	2000	300	3	1	1	2	3	2	1	1	1	2	3	2	1	1	1	2	1	2	2	1	2	2	1	2	1
"159"	4	53	23	9	4	1	1	3	1215.29644269	1505.75550347	1	3	1	936.43	248.82	1185.25	1500	400	0	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	3	1	1
"160"	4	53	23	9	6	1	1	3	1215.29644269	1505.75550347	2	3	2	876.32	255	1131.32	1200	600	1	2	1	1	1	2	1	2	1	2	3	1	2	1	2	1	1	1	2	1	2	1	2	2	2
"161"	4	53	23	9	7	1	1	3	1215.29644269	1505.75550347	5	3	2	7889.65	0	7889.65	4000	0	1	1	1	2	1	1	1	2	2	2	3	1	1	1	1	2	2	2	2	1	2	2	2	2	1
"162"	4	53	23	9	8	1	1	3	1215.29644269	1505.75550347	1	1	3	1273.44	357.39	1630.83	1000	500	1	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	1	2	2	2	2	1	1	1	2
"163"	4	53	23	9	9	1	2	3	1215.29644269	1505.75550347	4	3	2	5916.59	501.42	6418	5000	800	3	1	1	2	2	1	1	2	2	2	3	1	2	1	2	2	2	2	1	1	2	1	3	2	2
"164"	4	53	24	7	10	1	5	3	906.18465909	1122.76518688	4	3	2	2625	607.04	3232.04	1500	500	1	1	1	1	1	1	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	1	3	2	2
"165"	4	53	24	7	11	1	2	3	906.18465909	1122.76518688	3	2	3	1047.38	238.68	1286.06	2000	400	1	1	1	1	1	2	1	2	2	1	3	1	2	1	2	2	2	2	1	2	2	2	3	1	2
"166"	4	53	24	7	2	1	2	3	906.18465909	1122.76518688	3	3	2	276.67	446.54	723.2	600	0	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	2	2	2	2	2	1	3	2	2
"167"	4	53	24	7	4	1	2	3	906.18465909	1122.76518688	1	2	2	936.43	0	936.43	2000	1000	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	2	2	1	1	2	2	1	2	2	2
"168"	4	53	24	7	6	1	2	3	906.18465909	1122.76518688	3	2	2	4908	427.05	5335.05	5000	1000	1	1	1	1	1	1	1	1	2	2	3	1	2	2	2	2	2	2	1	1	2	1	3	3	2
"169"	4	53	24	7	8	1	1	3	906.18465909	1122.76518688	3	3	3	4959.34	560.58	5519.91	5000	1500	1	1	1	1	3	1	1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	3	1	1
"170"	4	53	24	7	9	1	1	3	906.18465909	1122.76518688	1	3	2	629.17	0	629.17	3000	800	1	1	1	1	2	1	1	2	1	1	3	1	2	1	2	2	2	2	2	1	2	1	3	2	2
"171"	4	53	25	5	10	1	2	3	1346.01033058	1667.71035593	5	3	1	3640	314.37	3954.37	4500	400	0	1	2	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1
"172"	4	53	25	5	2	1	1	3	1346.01033058	1667.71035593	1	2	3	300	823.22	1123.22	1500	1200	1	2	2	2	1	1	1	2	2	2	3	1	2	2	2	2	2	1	2	2	2	3	3	1	2
"173"	4	53	25	5	3	1	1	3	1346.01033058	1667.71035593	2	3	2	1272	658.48	1930.48	2000	500	2	1	1	2	2	2	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	1	3	1	1
"174"	4	53	25	5	6	1	1	3	1346.01033058	1667.71035593	3	3	2	1141	459.88	1600.88	2000	800	1	1	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	3	1	1
"175"	4	53	26	3	11	1	2	3	710.43814433	880.2347379	3	3	1	3020.74	189.02	3209.76	5000	1500	0	1	1	1	1	2	1	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	3	2	1
"176"	4	53	26	3	12	1	1	3	710.43814433	880.2347379	3	3	1	1354.1	397.24	1751.34	2000	500	0	1	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	1	2	2	1	2	2
"177"	4	53	26	3	2	1	1	3	710.43814433	880.2347379	1	3	2	5118.02	475.53	5593.54	6000	2000	1	1	1	1	2	1	1	2	1	2	3	1	2	2	2	1	2	2	2	1	2	2	2	2	1
"178"	4	53	26	3	3	1	1	3	710.43814433	880.2347379	5	3	1	5293.83	1087.63	6381.46	5000	1200	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2
"179"	4	53	26	3	5	1	1	3	710.43814433	880.2347379	3	1	2	1760.9	338.77	2099.67	5000	600	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1
"180"	4	53	26	3	6	1	1	3	710.43814433	880.2347379	2	3	2	1050	0	1050	3000	300	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	1	2	2	2	1	1
"181"	4	53	26	3	7	1	3	3	710.43814433	880.2347379	3	3	1	525	709.58	1234.58	6000	1000	0	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	1
"182"	4	53	27	1	1	1	2	3	1457.22688752	1805.50796383	5	3	1	897.28	347.25	1244.53	3000	1000	0	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	1	2	1	3	2	2
"183"	4	53	27	1	2	1	2	3	1457.22688752	1805.50796383	4	3	1	2357.78	550.75	2908.53	950	300	0	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	2	2	2	2	3	2	2
"184"	4	53	27	1	7	1	1	3	1457.22688752	1805.50796383	2	1	2	525.2	242.98	768.18	900	550	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2	2	1	3	1	1
"185"	4	53	27	1	9	1	1	3	1457.22688752	1805.50796383	3	2	2	1943.33	432.86	2376.19	3000	1000	1	1	2	1	1	1	1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	3	1	1
"186"	4	53	28	0	1	1	1	3	869.61583044	1077.45631155	3	2	2	1272	552.63	1824.63	3000	1000	1	1	1	1	1	1	1	3	1	2	3	1	2	1	2	1	2	2	2	2	2	2	3	2	1
"187"	4	53	28	0	10	1	1	3	869.61583044	1077.45631155	3	2	2	1008.6	19.28	1027.88	5000	500	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2
"188"	4	53	28	0	2	1	1	3	869.61583044	1077.45631155	4	3	1	3402.05	34.37	3436.43	4000	1500	0	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1	2	2	2	2	2
"189"	4	53	28	0	4	1	2	3	869.61583044	1077.45631155	3	2	2	2769.96	550.28	3320.24	6000	1000	1	2	2	2	3	2	2	2	2	2	3	2	1	2	2	2	2	2	1	1	1	3	3	2	2
"190"	4	53	28	0	5	1	1	3	869.61583044	1077.45631155	1	2	2	2533.33	382.22	2915.55	1500	600	1	2	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	2	1	1	3	3	1	1
"191"	4	53	28	0	8	1	1	3	869.61583044	1077.45631155	3	2	2	3197.31	250	3447.31	2000	800	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	3	1	1
"192"	4	53	29	8	1	1	1	3	1019.45454545	1263.10687536	2	2	2	459.33	69.3	528.63	800	450	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	2	1	2	2	2
"193"	4	53	29	8	13	1	3	3	1019.45454545	1263.10687536	5	3	1	1965.78	1	1966.78	800	300	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2
"194"	4	53	29	8	2	1	1	3	1019.45454545	1263.10687536	3	2	2	1634.18	557.12	2191.29	2000	600	1	1	1	1	1	1	1	2	2	2	3	1	2	2	2	2	2	2	2	1	2	1	3	2	2
"195"	4	53	29	8	3	1	3	3	1019.45454545	1263.10687536	2	3	1	1026.22	178.1	1204.32	3000	900	0	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2
"196"	4	53	29	8	6	1	1	3	1019.45454545	1263.10687536	5	3	2	2560	93.55	2653.55	3000	600	3	1	1	1	3	2	1	2	2	2	3	1	1	2	1	2	2	2	2	1	2	1	2	2	1
"197"	4	53	30	1	1	1	2	3	569.90424242	706.11286213	3	3	2	5750.27	97	5847.27	5000	1000	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2
"198"	4	53	30	1	10	1	1	3	569.90424242	706.11286213	1	2	2	971.24	0	971.24	800	400	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2
"199"	4	53	30	1	12	1	1	3	569.90424242	706.11286213	1	3	1	635.24	790.29	1425.53	1600	800	0	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	1	2	1	2	2	1
"200"	4	53	30	1	2	1	2	3	569.90424242	706.11286213	3	3	2	10996.5	51.5	11048	6000	1500	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1
"201"	4	53	30	1	3	1	1	3	569.90424242	706.11286213	1	2	2	452.12	250	702.12	700	200	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	2	2	2
"202"	4	53	30	1	4	1	1	3	569.90424242	706.11286213	1	3	2	492	594.97	1086.97	800	300	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	3	2	2
"203"	4	53	30	1	7	1	1	3	569.90424242	706.11286213	3	3	2	1243	1126.12	2369.12	2000	1000	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2
"204"	4	53	30	1	8	1	2	3	569.90424242	706.11286213	3	3	2	1744.5	0	1744.5	2000	600	3	1	1	1	1	1	1	2	1	1	3	1	1	2	2	2	2	2	2	1	2	1	2	2	2
"205"	4	53	31	0	1	1	1	3	592.61492979	734.25146377	1	1	3	425.38	180	605.38	1000	480	1	1	1	1	2	1	1	1	2	2	3	1	1	1	2	2	2	2	2	1	2	3	3	2	3
"206"	4	53	31	0	10	1	1	3	592.61492979	734.25146377	3	3	2	1387.92	250	1637.92	3000	600	1	1	1	1	2	1	1	2	2	2	3	1	1	2	2	1	1	1	2	1	2	2	2	2	1
"207"	4	53	31	0	2	1	2	3	592.61492979	734.25146377	2	3	1	2206.61	153.99	2360.6	4000	350	0	1	1	2	1	1	1	2	2	2	3	1	2	2	2	2	1	2	2	1	2	1	3	1	1
"208"	4	53	31	0	3	1	1	3	592.61492979	734.25146377	3	3	1	2449.32	20	2469.32	3000	700	0	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	1	2
"209"	4	53	31	0	4	1	2	3	592.61492979	734.25146377	3	3	1	3161.5	815.5	3977	7000	1500	0	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2
"210"	4	53	31	0	5	1	1	3	592.61492979	734.25146377	3	3	1	4500.05	271.33	4771.38	8000	1000	0	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	2	1	2	1	2	2	2
"211"	4	53	31	0	6	1	2	3	592.61492979	734.25146377	3	2	1	3335.77	0	3335.77	4000	500	0	1	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	1	2
"212"	4	53	31	0	7	1	2	3	592.61492979	734.25146377	2	3	1	274.07	321.83	595.9	800	350	0	2	1	1	1	1	1	2	2	2	3	2	1	1	2	2	2	2	2	2	2	1	2	2	2
"213"	4	53	31	0	8	1	1	3	592.61492979	734.25146377	1	2	2	2187.1	0	2187.1	1500	500	1	1	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	3	1	1	1
"214"	4	53	32	8	12	1	1	3	1598.16363636	1980.12896802	3	2	2	282	761.75	1043.75	1000	0	3	1	1	1	1	1	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	1	3	2	2
"215"	4	53	32	8	17	1	1	3	1598.16363636	1980.12896802	1	1	3	600.28	0	600.28	1500	300	1	3	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	2	2	2	3	1	1	2
"216"	4	53	32	8	18	1	1	3	1598.16363636	1980.12896802	3	3	1	1425	0	1425	3500	600	0	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2
"217"	4	53	32	8	20	1	1	3	1598.16363636	1980.12896802	3	3	1	2516.72	414.23	2930.95	4000	1400	0	1	1	2	1	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	2
"218"	4	53	32	8	4	1	1	3	1598.16363636	1980.12896802	1	3	1	1575	18.08	1593.08	1800	400	0	1	1	1	1	1	1	1	3	1	3	1	1	1	2	2	1	2	2	2	2	2	1	2	2
"219"	4	53	32	8	6	1	2	3	1598.16363636	1980.12896802	5	3	1	7371.4	663.72	8035.12	10000	800	0	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	2	2	2	2	3	2	1
"220"	4	53	32	8	8	1	1	3	1598.16363636	1980.12896802	3	3	2	2829.1	0	2829.1	3500	500	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	2	2	2	2	1	2	1	2	2	2
"221"	4	53	32	8	9	1	1	3	1598.16363636	1980.12896802	3	3	2	1765.75	293.32	2059.06	2000	400	1	1	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	3	2	2
"222"	4	53	33	6	1	1	1	3	416.7539865	516.35929039	3	1	1	1950	47.5	1997.5	3000	1000	0	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	2	1	1	2	2	1	1	2
"223"	4	53	33	6	10	1	1	3	416.7539865	516.35929039	3	2	1	4836.12	0	4836.12	6000	600	0	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1
"224"	4	53	33	6	11	1	1	3	416.7539865	516.35929039	1	3	2	133.33	383.33	516.67	5000	600	1	1	2	1	1	2	1	2	1	2	2	1	2	1	2	1	1	2	1	1	2	3	3	2	2
"225"	4	53	33	6	12	1	1	3	416.7539865	516.35929039	4	1	3	1960.4	19.38	1979.78	3000	700	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	2	2	2	2	2	1	1
"226"	4	53	33	6	13	1	4	3	416.7539865	516.35929039	1	2	2	1301.32	284.16	1585.48	2000	500	1	1	1	1	1	1	1	2	2	2	3	1	1	2	1	1	1	2	2	1	2	3	3	1	1
"227"	4	53	33	6	14	1	1	3	416.7539865	516.35929039	2	3	2	1775.5	0	1775.5	3000	350	1	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2
"228"	4	53	33	6	2	1	1	3	416.7539865	516.35929039	5	3	2	6527.17	467.45	6994.62	6000	800	1	1	1	1	1	1	1	2	1	1	3	1	2	2	2	1	2	2	2	1	2	2	1	1	1
"229"	4	53	33	6	3	1	1	3	416.7539865	516.35929039	3	2	2	6183.65	388.73	6572.38	10000	1500	1	2	1	1	1	1	1	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"230"	4	53	33	6	5	1	3	3	416.7539865	516.35929039	1	1	2	2390.7	0	2390.7	2000	500	1	2	1	2	2	1	2	1	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	1
