"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"prod_num_quadro_grupo_pro"	"cod_item"	"cod_obtencao"	"val_despesa"	"fator_anual"	"num_deflator"	"val_despesa_corrigido"	"valor_anual_expandido2"	"cod_imput"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"metodo_quantkg"	"quant_kg"	"cod_local_compra"	"qtd_item"	"cod_unidade_medida"	"cod_peso_volume"
"2278"	11	53	35	2	5	1	4	466.92957549	578.52697773	67	64	1101	1	1.2	52	1.13	1.36	40913.43	3	11406.63	12.12	11418.75	0	1	101	0.01	4803	0
"2279"	11	53	35	2	5	1	4	466.92957549	578.52697773	67	86	101	1	1.89	52	1.08	2.04	61370.14	3	11406.63	12.12	11418.75	-2	0	101	0	0	0
"2280"	11	53	35	2	5	1	4	466.92957549	578.52697773	63	80	501	1	7	52	1.02	7.14	214795.5	3	11406.63	12.12	11418.75	1	1.322	101	0.02	1903	0
"2281"	11	53	35	2	5	1	4	466.92957549	578.52697773	68	69	821	1	3.29	52	1.02	3.36	101080.23	3	11406.63	12.12	11418.75	1	0.417	101	0.01	1001	0
"2282"	11	53	35	2	5	1	4	466.92957549	578.52697773	68	82	2602	1	9.98	52	1.02	10.18	306249.04	3	11406.63	12.12	11418.75	0	0.2	101	0.01	2201	6902
"2283"	11	53	35	2	5	1	4	466.92957549	578.52697773	68	67	3705	1	0.49	52	1.2	0.59	17749.21	3	11406.63	12.12	11418.75	0	1	101	0.01	4803	0
"2284"	11	53	35	2	5	1	4	466.92957549	578.52697773	68	67	5101	1	1.64	52	1.66	2.72	81826.86	3	11406.63	12.12	11418.75	0	2.05	101	0.02	4803	0
"2285"	11	53	35	2	5	1	4	466.92957549	578.52697773	69	65	603	1	1.59	52	1.02	1.62	48735.11	3	11406.63	12.12	11418.75	1	0.976	101	0.01	1301	0
"2286"	11	53	35	2	5	1	4	466.92957549	578.52697773	69	79	101	1	6.25	52	0.95	5.94	178695.41	3	11406.63	12.12	11418.75	1	3.832	101	0.05	205	0
"2287"	11	53	35	2	5	1	4	466.92957549	578.52697773	69	64	101	1	0.86	52	1.1	0.95	28579.23	3	11406.63	12.12	11418.75	0	0.86	101	8.6	4502	0
"2288"	11	53	35	2	5	1	4	466.92957549	578.52697773	69	86	2201	1	5.59	52	0.99	5.53	166361.22	3	11406.63	12.12	11418.75	-2	0	101	0	0	0
"2289"	11	53	35	2	5	1	4	466.92957549	578.52697773	69	89	301	1	1.55	52	1.08	1.67	50239.28	3	11406.63	12.12	11418.75	-2	0	101	0	0	0
"2290"	11	53	35	2	7	1	4	466.92957549	578.52697773	65	80	9101	1	3.99	52	1.02	4.07	122439.45	0	8988.43	571.47	9559.9	0	0.43	101	0.01	1301	4201
"2291"	11	53	35	2	7	1	4	466.92957549	578.52697773	65	79	1804	1	3.08	52	1.02	3.14	94461.88	0	8988.43	571.47	9559.9	0	0.152	101	1.52	4501	0
"2292"	11	53	35	2	7	1	4	466.92957549	578.52697773	65	80	3601	1	12.75	52	1.01	12.88	387474.23	0	8988.43	571.47	9559.9	1	0.807	101	0.01	201	0
"2293"	11	53	35	2	7	1	4	466.92957549	578.52697773	65	79	3603	1	2.15	52	0.96	2.06	61971.81	0	8988.43	571.47	9559.9	0	1	101	0.01	4701	0
"2294"	11	53	35	2	7	1	4	466.92957549	578.52697773	65	89	301	1	1.25	52	1.13	1.41	42417.6	0	8988.43	571.47	9559.9	-2	0	101	0	0	0
"2295"	11	53	113	8	14	1	8	130.83290562	162.10231574	64	80	101	1	1.3	52	1	1.3	10958.12	3	1509.7	160.84	1670.54	0	0.3	301	0.06	1903	11402
"2296"	11	53	113	8	14	1	8	130.83290562	162.10231574	65	69	6601	1	7	52	0.84	5.88	49564.4	3	1509.7	160.84	1670.54	0	5	101	0.01	1301	802
"2297"	11	53	113	8	14	1	8	130.83290562	162.10231574	65	68	102	1	2	52	0.99	1.98	16690.05	3	1509.7	160.84	1670.54	4	3.168	801	0.02	703	0
"2298"	11	53	113	8	14	1	8	130.83290562	162.10231574	66	82	3501	1	9	52	0.97	8.73	73587.97	3	1509.7	160.84	1670.54	0	6	101	0.03	904	13504
"2299"	11	53	113	8	14	1	8	130.83290562	162.10231574	66	87	102	1	5	52	0.99	4.95	41725.14	3	1509.7	160.84	1670.54	-2	0	101	0	0	0
"2300"	11	53	113	8	14	1	8	130.83290562	162.10231574	67	78	205	1	8	52	1	8	67434.56	3	1509.7	160.84	1670.54	1	1.941	101	0.01	4301	0
"2301"	11	53	113	8	14	1	8	130.83290562	162.10231574	67	70	101	1	1	52	0.99	0.99	8345.03	3	1509.7	160.84	1670.54	0	1	101	0.01	1301	1702
"2302"	11	53	113	8	14	1	8	130.83290562	162.10231574	67	68	3001	1	2	52	1.13	2.26	19050.26	3	1509.7	160.84	1670.54	0	1	801	0.01	3102	1702
"2303"	11	53	113	8	14	1	8	130.83290562	162.10231574	67	64	802	1	3	52	0.74	2.22	18713.09	3	1509.7	160.84	1670.54	0	2	101	0.01	3102	1404
"2304"	11	53	113	8	14	1	8	130.83290562	162.10231574	68	86	2201	1	6	52	1	6	50575.92	3	1509.7	160.84	1670.54	-2	0	101	0	0	0
"2305"	11	53	113	8	14	1	8	130.83290562	162.10231574	68	79	1001	1	3	52	0.99	2.97	25035.08	3	1509.7	160.84	1670.54	1	0.471	101	0.02	202	0
"2306"	11	53	113	8	14	1	8	130.83290562	162.10231574	68	80	101	1	3	52	1	3	25287.96	3	1509.7	160.84	1670.54	0	0.5	101	0.1	1903	11402
"2307"	11	53	113	8	14	1	8	130.83290562	162.10231574	68	71	11202	1	12	52	1.09	13.08	110255.51	3	1509.7	160.84	1670.54	0	2	101	0.01	3102	1404
"2308"	11	53	113	8	15	1	8	130.83290562	162.10231574	64	78	3301	1	6	52	0.95	5.7	48047.13	0	1277.6	462.13	1739.73	4	1.248	101	0.02	703	0
"2309"	11	53	113	8	15	1	8	130.83290562	162.10231574	64	71	2501	1	5	52	1.1	5.5	46361.26	0	1277.6	462.13	1739.73	0	1	901	0.01	3102	1702
"2310"	11	53	113	8	15	1	8	130.83290562	162.10231574	64	80	101	1	1.3	52	1	1.3	10958.12	0	1277.6	462.13	1739.73	0	0.3	301	0.06	1903	11402
"2311"	11	53	113	8	15	1	8	130.83290562	162.10231574	65	69	6601	1	7	52	0.84	5.88	49564.4	0	1277.6	462.13	1739.73	0	5	101	0.01	1301	802
"2312"	11	53	113	8	15	1	8	130.83290562	162.10231574	66	82	3501	1	9	52	0.97	8.73	73587.97	0	1277.6	462.13	1739.73	0	6	101	0.03	904	13504
"2313"	11	53	113	8	15	1	8	130.83290562	162.10231574	66	87	102	1	5	52	0.99	4.95	41725.14	0	1277.6	462.13	1739.73	-2	0	101	0	0	0
"2314"	11	53	113	8	15	1	8	130.83290562	162.10231574	67	78	205	1	8	52	1	8	67434.56	0	1277.6	462.13	1739.73	1	1.941	101	0.01	4301	0
"2315"	11	53	113	8	15	1	8	130.83290562	162.10231574	67	70	101	1	1	52	0.99	0.99	8345.03	0	1277.6	462.13	1739.73	0	1	101	0.01	1301	1702
"2316"	11	53	113	8	15	1	8	130.83290562	162.10231574	67	68	3001	1	2	52	1.13	2.26	19050.26	0	1277.6	462.13	1739.73	0	1	801	0.01	3102	1702
"2317"	11	53	113	8	15	1	8	130.83290562	162.10231574	68	86	2201	1	6	52	1	6	50575.92	0	1277.6	462.13	1739.73	-2	0	101	0	0	0
"2318"	11	53	113	8	15	1	8	130.83290562	162.10231574	68	79	1001	1	3	52	0.99	2.97	25035.08	0	1277.6	462.13	1739.73	1	0.471	101	0.02	202	0
"2319"	11	53	113	8	15	1	8	130.83290562	162.10231574	68	80	101	1	3	52	1	3	25287.96	0	1277.6	462.13	1739.73	0	0.5	101	0.1	1903	11402
"2320"	11	53	113	8	15	1	8	130.83290562	162.10231574	68	71	11202	1	12	52	1.09	13.08	110255.51	0	1277.6	462.13	1739.73	0	2	101	0.01	3102	1404
"2321"	11	53	113	8	15	1	8	130.83290562	162.10231574	68	80	2241	1	3	52	1.01	3.03	25540.84	0	1277.6	462.13	1739.73	0	0.4	101	0.02	1305	6902
"2322"	11	53	113	8	15	1	8	130.83290562	162.10231574	63	71	2501	1	3.2	52	1.1	3.52	29671.21	0	1277.6	462.13	1739.73	0	0.5	901	0.01	3105	3402
"2323"	11	53	113	8	15	1	8	130.83290562	162.10231574	63	80	101	1	3	52	1	3	25287.96	0	1277.6	462.13	1739.73	0	0.5	301	0.1	1903	11402
"2324"	11	53	113	8	15	1	8	130.83290562	162.10231574	65	68	102	1	2	52	0.99	1.98	16690.05	0	1277.6	462.13	1739.73	4	3.168	801	0.02	703	0
"2325"	11	53	113	8	15	1	8	130.83290562	162.10231574	67	64	802	1	3	52	0.74	2.22	18713.09	0	1277.6	462.13	1739.73	0	2	101	0.01	3102	1404
"2326"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	68	102	1	1.08	52	1	1.08	65921.58	3	2096.5	0	2096.5	0	1.57	101	15.7	4501	0
"2327"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	82	2412	1	0.89	52	1	0.89	54324.27	3	2096.5	0	2096.5	0	0.045	101	0.01	1301	11602
"2328"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	77	401	1	1.39	52	1	1.39	84843.52	3	2096.5	0	2096.5	0	0.5	101	0.01	1001	3402
"2329"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	69	3603	1	2.16	52	1	2.16	131843.16	3	2096.5	0	2096.5	1	0.144	101	0.03	1901	0
"2330"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	82	2412	1	0.59	52	1	0.59	36012.72	3	2096.5	0	2096.5	0	0.045	101	0.01	1301	11602
"2331"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	83	101	1	3.45	52	1	3.45	210582.83	3	2096.5	0	2096.5	0	1.065	101	0.03	1001	15601
"2332"	11	53	5	0	12	1	1	947.38889615	1173.81734545	67	86	1807	1	0.5	52	1	0.5	30519.25	3	2096.5	0	2096.5	-2	0	101	0	0	0
"2333"	11	53	5	0	12	1	1	947.38889615	1173.81734545	68	68	102	1	1.69	52	1	1.69	103155.07	3	2096.5	0	2096.5	4	1.584	101	0.01	701	0
"2334"	11	53	5	0	12	1	1	947.38889615	1173.81734545	68	68	3201	1	1.5	52	1	1.5	91557.75	3	2096.5	0	2096.5	1	0.784	101	0.01	701	0
"2335"	11	53	5	0	12	1	1	947.38889615	1173.81734545	68	82	6201	1	1.69	52	1	1.69	103155.07	3	2096.5	0	2096.5	0	0.5	101	0.01	901	15302
"2336"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	86	2415	1	3.49	52	1.01	3.52	214855.53	3	1500	0	1500	-2	0	101	0	0	0
"2337"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	67	5101	1	1.99	52	1.05	2.09	127570.47	3	1500	0	1500	0	0.91	101	0.01	4803	0
"2338"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	68	4301	1	1.87	52	1	1.87	114142	3	1500	0	1500	0	0.36	101	0	4803	0
"2339"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	68	201	1	1.4	52	1.19	1.67	101934.3	3	1500	0	1500	0	1.09	101	0.01	4803	0
"2340"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	64	101	1	1.88	52	1.26	2.37	144661.25	3	1500	0	1500	0	1.26	101	0.01	4803	0
"2341"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	67	4001	1	0.47	52	1.11	0.52	31740.02	3	1500	0	1500	0	0.35	101	0	4803	0
"2342"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	89	417	1	3.99	52	1.02	4.07	248426.7	3	1500	0	1500	-2	0	101	0	0	0
"2343"	11	53	5	0	14	1	1	947.38889615	1173.81734545	64	68	1401	1	2.34	52	0.97	2.27	138557.4	3	1500	0	1500	0	2.36	101	0.02	4803	0
"2344"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	66	2401	1	2.03	52	0.99	2.01	122687.39	3	1500	0	1500	0	0.62	101	0.01	4803	0
"2345"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	67	5703	1	1.14	52	1.1	1.25	76298.13	3	1500	0	1500	0	0.72	101	0.01	4803	0
"2346"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	78	3301	1	2.29	52	1.02	2.34	142830.09	3	1500	0	1500	4	0.624	101	0.01	201	17802
"2347"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	69	903	1	5.99	52	1.02	6.11	372945.25	3	1500	0	1500	0	0.4	201	0.01	201	4301
"2348"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	86	2103	1	3.59	52	1	3.59	219128.22	3	1500	0	1500	-2	0	101	0	0	0
"2349"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	65	4802	1	1.38	52	0.99	1.37	83622.75	3	1500	0	1500	0	0.17	101	0.02	1305	9601
"2350"	11	53	5	0	14	1	1	947.38889615	1173.81734545	65	86	1802	1	1.09	52	1.01	1.1	67142.35	3	1500	0	1500	-2	0	101	0	0	0
"2351"	11	53	5	0	4	1	1	947.38889615	1173.81734545	68	79	3001	1	3.42	52	1.01	3.45	210582.83	3	4390	1076.27	5466.27	6	0.32	101	0.9	4504	0
"2352"	11	53	5	0	4	1	1	947.38889615	1173.81734545	63	68	201	1	0.66	52	1.18	0.78	47610.03	3	4390	1076.27	5466.27	0	0.7	101	7	4504	0
"2353"	11	53	5	0	4	1	1	947.38889615	1173.81734545	63	68	4301	1	0.54	52	1	0.54	32960.79	3	4390	1076.27	5466.27	0	0.18	101	0	4803	0
"2354"	11	53	5	0	4	1	1	947.38889615	1173.81734545	63	69	1101	1	6.49	52	1.06	6.88	419944.89	3	4390	1076.27	5466.27	0	0.5	101	0.01	1301	3402
"2355"	11	53	5	0	4	1	1	947.38889615	1173.81734545	63	80	2301	1	1.39	52	0.97	1.35	82401.98	3	4390	1076.27	5466.27	0	0.165	101	0.01	1301	21801
"2356"	11	53	5	0	4	1	1	947.38889615	1173.81734545	63	80	4805	1	2.79	52	0.97	2.71	165414.34	3	4390	1076.27	5466.27	1	0.348	101	0.01	201	17902
"2357"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	70	4801	1	0.9	52	0.99	0.89	34334.72	3	1943.33	48.42	1991.75	1	0.176	101	0.01	1302	0
"2358"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	79	110	1	1.99	52	1.01	2.01	77542.46	3	1943.33	48.42	1991.75	0	1	601	0.01	202	13902
"2359"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	83	101	1	5	52	0.99	4.95	190962.78	3	1943.33	48.42	1991.75	0	1.05	101	0.03	1005	15701
"2360"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	86	2103	1	3.55	52	0.99	3.51	135409.97	3	1943.33	48.42	1991.75	-2	0	101	0	0	0
"2361"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	63	3401	1	9.45	52	1.06	10.02	386554.95	3	1943.33	48.42	1991.75	0	5	101	0.01	1301	802
"2362"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	79	1202	1	1.85	52	1	1.85	71369.93	3	1943.33	48.42	1991.75	1	0.385	101	0.01	3901	17502
"2363"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	72	11301	1	5.67	52	0.99	5.61	216424.48	3	1943.33	48.42	1991.75	0	1	101	0.01	3102	1702
"2364"	11	53	74	3	6	1	5	598.78090575	741.89112429	63	65	4801	1	2.67	52	0.99	2.64	101846.81	3	1943.33	48.42	1991.75	1	0.29	101	0.01	1301	0
"2365"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	68	2203	1	3	52	0.99	2.97	114577.67	0	1028.7	232.69	1261.39	0	2	101	0.02	4803	0
"2366"	11	53	74	3	9	1	5	598.78090575	741.89112429	64	80	101	1	1.2	52	1	1.2	46294.01	0	1028.7	232.69	1261.39	1	0.291	301	0.05	1901	0
"2367"	11	53	74	3	9	1	5	598.78090575	741.89112429	64	79	1804	1	1.88	52	1	1.88	72527.28	0	1028.7	232.69	1261.39	0	0.204	101	2.04	4504	0
"2368"	11	53	74	3	9	1	5	598.78090575	741.89112429	64	78	305	1	4	52	1.01	4.04	155856.49	0	1028.7	232.69	1261.39	0	0.16	901	1.6	4504	0
"2369"	11	53	74	3	9	1	5	598.78090575	741.89112429	64	82	3501	1	1.69	52	0.97	1.64	63268.48	0	1028.7	232.69	1261.39	1	1.238	101	0.01	1901	0
"2370"	11	53	74	3	9	1	5	598.78090575	741.89112429	64	81	2901	1	1.48	52	0.99	1.47	56710.16	0	1028.7	232.69	1261.39	0	0.156	101	1.56	4504	0
"2371"	11	53	74	3	9	1	5	598.78090575	741.89112429	64	69	502	1	1.5	52	1	1.5	57867.51	0	1028.7	232.69	1261.39	1	0.214	2701	0.01	1901	0
"2372"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	86	2201	1	1.9	52	0.99	1.88	72527.28	0	1028.7	232.69	1261.39	-2	0	101	0	0	0
"2373"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	68	1101	1	2	52	0.99	1.98	76385.11	0	1028.7	232.69	1261.39	1	1.436	101	0.01	701	0
"2374"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	68	9301	1	1	52	0.99	0.99	38192.56	0	1028.7	232.69	1261.39	1	0.685	101	0.01	1601	0
"2375"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	78	3301	1	1	52	0.92	0.92	35492.07	0	1028.7	232.69	1261.39	4	0.052	101	0.01	1601	0
"2376"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	80	3801	1	3.7	52	0.99	3.66	141196.72	0	1028.7	232.69	1261.39	1	0.418	101	0.01	1902	0
"2377"	11	53	74	3	9	1	5	598.78090575	741.89112429	66	80	101	1	1	52	1	1	38578.34	0	1028.7	232.69	1261.39	1	0.243	301	0.07	1901	0
"2378"	11	53	74	3	9	1	5	598.78090575	741.89112429	66	89	1201	1	1.95	52	0.97	1.89	72913.06	0	1028.7	232.69	1261.39	-2	0	101	0	0	0
"2379"	11	53	74	3	9	1	5	598.78090575	741.89112429	66	79	3001	1	2.15	52	1	2.15	82943.43	0	1028.7	232.69	1261.39	2	0.2	101	999.99	4803	0
"2380"	11	53	74	3	9	1	5	598.78090575	741.89112429	67	79	1001	1	2.49	52	0.99	2.47	95288.5	0	1028.7	232.69	1261.39	1	0.392	101	0.01	1001	0
"2381"	11	53	74	3	9	1	5	598.78090575	741.89112429	67	69	1211	1	1.29	52	0.99	1.28	49380.27	0	1028.7	232.69	1261.39	1	0.298	101	0.01	1001	0
"2382"	11	53	74	3	9	1	5	598.78090575	741.89112429	67	68	1101	1	2.23	52	0.99	2.21	85258.13	0	1028.7	232.69	1261.39	1	1.603	101	0.01	701	0
"2383"	11	53	74	3	9	1	5	598.78090575	741.89112429	67	86	101	1	1.7	52	1.02	1.73	66740.53	0	1028.7	232.69	1261.39	-2	0	101	0	0	0
"2384"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	77	2801	1	2.25	52	0.99	2.23	86029.69	0	1028.7	232.69	1261.39	0	1	101	0.01	4803	0
"2385"	11	53	74	3	9	1	5	598.78090575	741.89112429	67	79	1609	1	2.79	52	0.97	2.71	104547.3	0	1028.7	232.69	1261.39	1	0.517	101	0.01	2201	0
"2386"	11	53	74	3	9	1	5	598.78090575	741.89112429	67	80	101	1	1	52	1	1	38578.34	0	1028.7	232.69	1261.39	1	0.243	301	0.06	1901	0
"2387"	11	53	74	3	9	1	5	598.78090575	741.89112429	65	89	414	1	3.49	52	1.01	3.52	135795.75	0	1028.7	232.69	1261.39	-2	0	101	0	0	0
"2388"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	81	2204	1	5.28	52	0.96	5.07	240509.54	0	2785.11	2346	5131.11	0	0.605	101	6.05	4504	0
"2389"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	71	4701	1	1.88	52	1.02	1.92	91080.53	0	2785.11	2346	5131.11	6	0.291	101	1.52	4504	0
"2390"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	64	801	1	0.61	52	1.28	0.78	37001.47	0	2785.11	2346	5131.11	0	1.27	101	0.01	4803	0
"2391"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	68	1201	1	3.09	52	1.02	3.15	149429	0	2785.11	2346	5131.11	0	1	101	0.01	4803	0
"2392"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	64	501	1	0.56	52	1.02	0.57	27039.53	0	2785.11	2346	5131.11	0	0.595	101	5.95	4504	0
"2393"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	5701	1	1.29	52	0.78	1.01	47912.16	0	2785.11	2346	5131.11	0	0.665	101	6.65	4504	0
"2394"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	68	201	1	0.93	52	1.42	1.32	62617.87	0	2785.11	2346	5131.11	0	0.63	101	6.3	4504	0
"2395"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	3701	1	0.84	52	1.22	1.02	48386.53	0	2785.11	2346	5131.11	0	0.445	101	4.45	4504	0
"2396"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	5502	1	1.99	52	1.23	2.45	116222.56	0	2785.11	2346	5131.11	0	0.212	101	2.12	4504	0
"2397"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	68	102	1	1.71	52	1.02	1.74	82541.73	0	2785.11	2346	5131.11	0	1.25	101	0.01	4803	0
"2398"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	4501	1	0.9	52	1.02	0.92	43642.76	0	2785.11	2346	5131.11	0	0.335	101	3.35	4504	0
"2399"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	1001	1	1.49	52	1.13	1.68	79695.47	0	2785.11	2346	5131.11	4	0.063	101	0.01	1101	0
"2400"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	1704	1	1.25	52	1.02	1.28	60720.36	0	2785.11	2346	5131.11	1	0.303	101	0.01	1701	0
"2401"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	68	3009	1	2.57	52	1.13	2.9	137569.56	0	2785.11	2346	5131.11	0	1.56	101	0.02	4803	0
"2402"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	67	5001	1	2.39	52	1.03	2.46	116696.93	0	2785.11	2346	5131.11	0	0.393	101	3.93	4504	0
"2403"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	71	905	1	4.76	52	1.02	4.86	230547.6	0	2785.11	2346	5131.11	0	0.524	101	5.24	4504	0
"2404"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	71	6301	1	10.85	52	1.04	11.28	535098.14	0	2785.11	2346	5131.11	0	1.12	101	0.01	4803	0
"2405"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	71	801	1	6.65	52	1.01	6.72	318781.87	0	2785.11	2346	5131.11	0	1.11	101	0.01	4803	0
"2406"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	71	4301	1	2.67	52	1.08	2.88	136620.8	0	2785.11	2346	5131.11	0	0.39	506	3.9	4504	0
"2407"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	65	1001	1	2.67	52	0.86	2.3	109106.89	0	2785.11	2346	5131.11	0	1	506	0.01	1301	1704
"2408"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	66	2401	1	1.74	52	0.94	1.64	77797.96	0	2785.11	2346	5131.11	0	0.275	506	0.01	1901	5702
"2409"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	63	1501	1	5.19	52	0.99	5.14	243830.18	0	2785.11	2346	5131.11	0	1	506	0.01	3101	1704
"2410"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	84	102	1	12.98	52	1.02	13.24	628076.18	0	2785.11	2346	5131.11	0	0.5	506	5	4602	0
"2411"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	83	2403	1	6.15	52	0.99	6.09	288896.07	0	2785.11	2346	5131.11	0	0.7	506	0.01	901	14902
"2412"	11	53	96	4	1	1	7	736.28976744	912.26496724	65	68	4303	1	1.61	52	1.02	1.64	77797.96	0	2785.11	2346	5131.11	0	0.18	506	1.8	4504	0
"2413"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	68	3502	1	1.33	52	1.02	1.36	64515.38	0	2785.11	2346	5131.11	0	0.807	101	8.07	4504	0
"2414"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	86	3101	1	8.25	52	1.02	8.42	399426.09	0	2785.11	2346	5131.11	-2	0	506	0	0	0
"2415"	11	53	96	4	1	1	7	736.28976744	912.26496724	65	83	101	1	21.42	52	1.07	22.92	1087273.88	0	2785.11	2346	5131.11	0	6.3	506	0.18	1903	15702
"2416"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	64	401	1	0.66	52	1.28	0.84	39847.73	0	2785.11	2346	5131.11	0	0.75	101	7.5	4504	0
"2417"	11	53	96	4	1	1	7	736.28976744	912.26496724	65	68	3009	1	1.94	52	1.13	2.19	103888.73	0	2785.11	2346	5131.11	0	0.65	506	6.5	4504	0
"2418"	11	53	96	4	1	1	7	736.28976744	912.26496724	64	80	105	5	3.93	52	1.01	3.97	188327.98	0	2785.11	2346	5131.11	0	0.546	702	5.46	4504	0
"2419"	11	53	96	4	1	1	7	736.28976744	912.26496724	67	68	201	1	0.68	52	1.42	0.97	46014.64	0	2785.11	2346	5131.11	0	0.46	101	4.6	4504	0
"2420"	11	53	96	4	1	1	7	736.28976744	912.26496724	68	64	1101	1	0.76	52	1.23	0.93	44117.13	0	2785.11	2346	5131.11	0	0.97	101	9.7	4504	0
"2421"	11	53	96	4	1	1	7	736.28976744	912.26496724	65	77	1207	1	12.76	52	1.02	13.02	617639.87	0	2785.11	2346	5131.11	1	0.595	506	0.04	1903	0
"2422"	11	53	96	4	1	1	7	736.28976744	912.26496724	63	79	605	1	29.94	52	0.93	27.84	1320667.75	0	2785.11	2346	5131.11	0	1.2	1302	0.03	1903	4302
"2423"	11	53	96	4	12	1	7	736.28976744	912.26496724	67	80	145	1	1.21	52	1.01	1.22	57874.09	0	4956.25	816	5772.25	6	0.296	101	0	4803	0
"2424"	11	53	96	4	12	1	7	736.28976744	912.26496724	64	68	3401	1	2.44	52	1.47	3.59	170301.62	0	4956.25	816	5772.25	0	3.09	101	0.03	4803	0
"2425"	11	53	96	4	12	1	7	736.28976744	912.26496724	64	67	601	1	2.6	52	1.01	2.63	124761.36	0	4956.25	816	5772.25	0	0.87	101	0.01	4803	0
"2426"	11	53	96	4	12	1	7	736.28976744	912.26496724	64	67	6201	1	1.98	52	0.97	1.92	91080.53	0	4956.25	816	5772.25	1	0.259	101	0.02	1901	0
"2427"	11	53	96	4	12	1	7	736.28976744	912.26496724	64	64	1101	1	0.53	52	1.35	0.72	34155.2	0	4956.25	816	5772.25	0	0.54	101	0.01	4803	0
"2428"	11	53	96	4	12	1	7	736.28976744	912.26496724	64	64	1701	1	1.91	52	1	1.91	90606.16	0	4956.25	816	5772.25	0	0.49	101	0	4803	0
"2429"	11	53	96	4	12	1	7	736.28976744	912.26496724	64	67	506	1	5.14	52	1.01	5.19	246202.07	0	4956.25	816	5772.25	0	0.39	101	0	4803	0
"2430"	11	53	96	4	12	1	7	736.28976744	912.26496724	65	68	3601	1	5.82	52	1.05	6.11	289844.83	0	4956.25	816	5772.25	0	1.06	101	0.01	4803	0
"2431"	11	53	96	4	12	1	7	736.28976744	912.26496724	65	67	5101	1	0.89	52	1.78	1.58	74951.69	0	4956.25	816	5772.25	0	0.91	101	0.01	4803	0
