"DISTRITO";"DISTRITO_nome";"sexo";"Sexo";"faixa_idade";"fx_idade";"N";"n";"fator"
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"1";"fx0a4";3130.71826840374;64;48.9174729438085
7;"VALPARAISO DE GOIAS";"FEMININO";2;"1";"fx0a4";7787.072;108;72.1025185185185
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"1";"fx0a4";7942.479;115;69.0650347826087
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"2";"fx5a9";9510.311;122;77.953368852459
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"2";"fx5a9";9638.751;138;69.8460217391304
8;"ALEXANIA";"FEMININO";2;"2";"fx5a9";797.018955975477;47;16.9578501271378
8;"ALEXANIA";"MASCULINO";1;"2";"fx5a9";839.72911228689;50;16.7945822457378
16;"CIDADE OCID_J ABC";"FEMININO";2;"2";"fx5a9";550.145680320987;86;6.39704279443008
16;"CIDADE OCID_J ABC";"MASCULINO";1;"2";"fx5a9";570.888674542321;89;6.41447948923956
15;"CIDADE OCID_SEDE";"FEMININO";2;"2";"fx5a9";2421.96984771264;77;31.4541538663979
15;"CIDADE OCID_SEDE";"MASCULINO";1;"2";"fx5a9";2513.28912613728;84;29.9201086444914
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"2";"fx5a9";324.230685989641;67;4.83926396999464
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"2";"fx5a9";345.31932914111;73;4.7304017690563
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"2";"fx5a9";314.982364181382;48;6.56213258711213
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"2";"fx5a9";335.46947710517;63;5.32491233500271
10;"CRISTALINA_CAM LIND";"FEMININO";2;"2";"fx5a9";225.367265073795;72;3.13010090380271
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"2";"fx5a9";240.773876490872;73;3.29827228069688
9;"CRISTALINA_SEDE";"FEMININO";2;"2";"fx5a9";1085.5227458075;60;18.0920457634583
9;"CRISTALINA_SEDE";"MASCULINO";1;"2";"fx5a9";1159.73151398675;50;23.1946302797351
11;"FORMOSA";"FEMININO";2;"2";"fx5a9";4201.58711780986;95;44.2272328190512
11;"FORMOSA";"MASCULINO";1;"2";"fx5a9";4313.02611112554;120;35.9418842593795
13;"LUZIANIA_J INGA";"FEMININO";2;"2";"fx5a9";2801.4087440869;54;51.8779397053129
13;"LUZIANIA_J INGA";"MASCULINO";1;"2";"fx5a9";2971.64506621417;88;33.768693934252
12;"LUZIANIA_SEDE";"FEMININO";2;"2";"fx5a9";4818.75660844073;96;50.1953813379243
12;"LUZIANIA_SEDE";"MASCULINO";1;"2";"fx5a9";5111.58335283459;87;58.7538316417769
14;"NOVO GAMA";"FEMININO";2;"2";"fx5a9";4835.41706341956;85;56.8872595696419
14;"NOVO GAMA";"MASCULINO";1;"2";"fx5a9";4892.43379805932;90;54.3603755339924
5;"Pe BERNARDO_M ALTO";"FEMININO";2;"2";"fx5a9";396.250329895551;57;6.95176017360615
5;"Pe BERNARDO_M ALTO";"MASCULINO";1;"2";"fx5a9";409.7592399503;62;6.60901999919839
4;"Pe BERNARDO_SEDE";"FEMININO";2;"2";"fx5a9";684.767718928128;50;13.6953543785626
4;"Pe BERNARDO_SEDE";"MASCULINO";1;"2";"fx5a9";708.112722895278;62;11.4211729499238
6;"PLANALTINA";"FEMININO";2;"2";"fx5a9";3365.50086974733;84;40.0654865446111
6;"PLANALTINA";"MASCULINO";1;"2";"fx5a9";3488.48576146677;88;39.6418836530314
17;"SANTO ANTONIO DO DESCOBERTO";"FEMININO";2;"2";"fx5a9";2813.35674057678;72;39.0743991746775
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"2";"fx5a9";2805.26864229699;80;35.0658580287124
7;"VALPARAISO DE GOIAS";"FEMININO";2;"2";"fx5a9";7163.696;100;71.63696
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"2";"fx5a9";7108.313;130;54.6793307692308
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"3";"fx10a14";8832.447;121;72.9954297520661
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"3";"fx10a14";8974.319;141;63.6476524822695
8;"ALEXANIA";"FEMININO";2;"3";"fx10a14";825.908899420509;46;17.9545412917502
8;"ALEXANIA";"MASCULINO";1;"3";"fx10a14";881.002112538843;52;16.9423483180547
16;"CIDADE OCID_J ABC";"FEMININO";2;"3";"fx10a14";521.992966070412;90;5.79992184522679
16;"CIDADE OCID_J ABC";"MASCULINO";1;"3";"fx10a14";551.6737100146;81;6.81078654339012
15;"CIDADE OCID_SEDE";"FEMININO";2;"3";"fx10a14";2298.02990328486;84;27.3574988486293
15;"CIDADE OCID_SEDE";"MASCULINO";1;"3";"fx10a14";2428.69686925751;79;30.7429983450318
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"3";"fx10a14";326.040675990731;79;4.12709716443964
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"3";"fx10a14";350.826956758283;79;4.44084755390231
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"3";"fx10a14";316.740726219041;61;5.19247092162362
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"3";"fx10a14";340.820005734479;72;4.73361119075665
10;"CRISTALINA_CAM LIND";"FEMININO";2;"3";"fx10a14";217.696464741146;75;2.90261952988195
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"3";"fx10a14";234.494812093624;80;2.9311851511703
9;"CRISTALINA_SEDE";"FEMININO";2;"3";"fx10a14";1048.57492981962;81;12.9453695039459
9;"CRISTALINA_SEDE";"MASCULINO";1;"3";"fx10a14";1129.48724926015;83;13.608280111568
11;"FORMOSA";"FEMININO";2;"3";"fx10a14";4220.25008282959;108;39.0763896558296
11;"FORMOSA";"MASCULINO";1;"3";"fx10a14";4354.53093445571;125;34.8362474756457
13;"LUZIANIA_J INGA";"FEMININO";2;"3";"fx10a14";2756.00578429358;66;41.7576633983876
13;"LUZIANIA_J INGA";"MASCULINO";1;"3";"fx10a14";2926.45026833479;74;39.5466252477674
12;"LUZIANIA_SEDE";"FEMININO";2;"3";"fx10a14";4740.65811138684;88;53.8711149021232
12;"LUZIANIA_SEDE";"MASCULINO";1;"3";"fx10a14";5033.84291905886;103;48.872261350086
14;"NOVO GAMA";"FEMININO";2;"3";"fx10a14";4642.38477803153;79;58.7643642788802
14;"NOVO GAMA";"MASCULINO";1;"3";"fx10a14";4672.72968313372;99;47.1992897286235
5;"Pe BERNARDO_M ALTO";"FEMININO";2;"3";"fx10a14";410.62987415085;69;5.95115759638914
5;"Pe BERNARDO_M ALTO";"MASCULINO";1;"3";"fx10a14";416.45926219588;87;4.78688807121701
4;"Pe BERNARDO_SEDE";"FEMININO";2;"3";"fx10a14";709.617282388487;58;12.234780730836
4;"Pe BERNARDO_SEDE";"MASCULINO";1;"3";"fx10a14";719.691158555087;76;9.46962050730377
6;"PLANALTINA";"FEMININO";2;"3";"fx10a14";3303.13615017943;95;34.769854212415
6;"PLANALTINA";"MASCULINO";1;"3";"fx10a14";3468.71137351345;74;46.8744780204521
17;"SANTO ANTONIO DO DESCOBERTO";"FEMININO";2;"3";"fx10a14";2792.78755249178;104;26.8537264662671
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"3";"fx10a14";2741.4764055148;104;26.3603500530269
7;"VALPARAISO DE GOIAS";"FEMININO";2;"3";"fx10a14";6737.596;91;74.0395164835165
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"3";"fx10a14";6577.736;109;60.3462018348624
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"4";"fx15a19";10135.33;157;64.5562420382166
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"4";"fx15a19";9998.836;167;59.8732694610778
8;"ALEXANIA";"FEMININO";2;"4";"fx15a19";892.857782480894;65;13.7362735766291
8;"ALEXANIA";"MASCULINO";1;"4";"fx15a19";944.433953976652;88;10.732204022462
16;"CIDADE OCID_J ABC";"FEMININO";2;"4";"fx15a19";557.280269858611;103;5.41048805687972
16;"CIDADE OCID_J ABC";"MASCULINO";1;"4";"fx15a19";577.695981193398;112;5.15799983208391
15;"CIDADE OCID_SEDE";"FEMININO";2;"4";"fx15a19";2453.37927498624;103;23.8192162620024
15;"CIDADE OCID_SEDE";"MASCULINO";1;"4";"fx15a19";2543.25771817171;92;27.6441056323012
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"4";"fx15a19";337.889869078905;78;4.33192139844749
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"4";"fx15a19";379.82915156515;84;4.52177561387083
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"4";"fx15a19";328.251934176309;81;4.05249301452233
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"4";"fx15a19";368.994945002898;70;5.27135635718425
10;"CRISTALINA_CAM LIND";"FEMININO";2;"4";"fx15a19";234.361886651587;82;2.85807178843399
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"4";"fx15a19";247.923279353208;116;2.13726964959662
9;"CRISTALINA_SEDE";"FEMININO";2;"4";"fx15a19";1128.84698950113;87;12.9752527528865
9;"CRISTALINA_SEDE";"MASCULINO";1;"4";"fx15a19";1194.16792347802;127;9.40289703525997
11;"FORMOSA";"FEMININO";2;"4";"fx15a19";4575.70610252286;159;28.7780258020305
11;"FORMOSA";"MASCULINO";1;"4";"fx15a19";4703.9535332967;138;34.0866198064978
13;"LUZIANIA_J INGA";"FEMININO";2;"4";"fx15a19";3015.46640698436;82;36.7739805729801
13;"LUZIANIA_J INGA";"MASCULINO";1;"4";"fx15a19";3123.92802340244;81;38.5670126345981
12;"LUZIANIA_SEDE";"FEMININO";2;"4";"fx15a19";5186.96127684258;105;49.3996312080246
12;"LUZIANIA_SEDE";"MASCULINO";1;"4";"fx15a19";5373.52817179497;120;44.7794014316248
14;"NOVO GAMA";"FEMININO";2;"4";"fx15a19";5092.72520424551;125;40.7418016339641
14;"NOVO GAMA";"MASCULINO";1;"4";"fx15a19";4945.48274078596;127;38.9408089825666
5;"Pe BERNARDO_M ALTO";"FEMININO";2;"4";"fx15a19";423.514621641018;93;4.55392066280664
5;"Pe BERNARDO_M ALTO";"MASCULINO";1;"4";"fx15a19";441.269288675776;83;5.31649745392501
4;"Pe BERNARDO_SEDE";"FEMININO";2;"4";"fx15a19";731.883659176445;67;10.923636704126
4;"Pe BERNARDO_SEDE";"MASCULINO";1;"4";"fx15a19";762.565836397406;70;10.8937976628201
6;"PLANALTINA";"FEMININO";2;"4";"fx15a19";3651.23987299293;89;41.0251671122802
6;"PLANALTINA";"MASCULINO";1;"4";"fx15a19";3904.66009014195;104;37.5448085590572
17;"SANTO ANTONIO DO DESCOBERTO";"FEMININO";2;"4";"fx15a19";2970.47422463951;114;26.0567914442063
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"4";"fx15a19";3001.23773981786;115;26.097719476677
7;"VALPARAISO DE GOIAS";"FEMININO";2;"4";"fx15a19";7297.001;96;76.0104270833333
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"4";"fx15a19";7000.104;131;53.4359083969466
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"5";"fx20a24";11528.95;170;67.8173529411765
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"5";"fx20a24";11252.19;155;72.5947741935484
8;"ALEXANIA";"FEMININO";2;"5";"fx20a24";873.397430251113;54;16.1740264861317
8;"ALEXANIA";"MASCULINO";1;"5";"fx20a24";913.321186025027;55;16.6058397459096
16;"CIDADE OCID_J ABC";"FEMININO";2;"5";"fx20a24";579.2140770975;82;7.06358630606708
16;"CIDADE OCID_J ABC";"MASCULINO";1;"5";"fx20a24";574.93509726591;66;8.71113783736227
15;"CIDADE OCID_SEDE";"FEMININO";2;"5";"fx20a24";2549.94100704808;69;36.9556667688127
15;"CIDADE OCID_SEDE";"MASCULINO";1;"5";"fx20a24";2531.103160089;100;25.31103160089
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"5";"fx20a24";336.694518021952;69;4.87963069597032
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"5";"fx20a24";362.76593340007;75;4.83687911200093
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"5";"fx20a24";327.090679186527;51;6.4135427291476
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"5";"fx20a24";352.41843626877;55;6.40760793215946
10;"CRISTALINA_CAM LIND";"FEMININO";2;"5";"fx20a24";239.492396542277;68;3.52194700797466
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"5";"fx20a24";253.461183710012;62;4.088083608226
9;"CRISTALINA_SEDE";"FEMININO";2;"5";"fx20a24";1153.55903089769;85;13.5712827164434
9;"CRISTALINA_SEDE";"MASCULINO";1;"5";"fx20a24";1220.84225500282;90;13.5649139444758
11;"FORMOSA";"FEMININO";2;"5";"fx20a24";4669.60477739921;126;37.0603553761842
11;"FORMOSA";"MASCULINO";1;"5";"fx20a24";4625.85374145976;133;34.7808551989456
13;"LUZIANIA_J INGA";"FEMININO";2;"5";"fx20a24";3192.33338908825;65;49.1128213705885
13;"LUZIANIA_J INGA";"MASCULINO";1;"5";"fx20a24";3202.33407728262;79;40.5358743959825
12;"LUZIANIA_SEDE";"FEMININO";2;"5";"fx20a24";5491.19354592043;106;51.8037126973625
12;"LUZIANIA_SEDE";"MASCULINO";1;"5";"fx20a24";5508.39592041407;118;46.6813213594413
14;"NOVO GAMA";"FEMININO";2;"5";"fx20a24";5408.48608017428;119;45.4494628586074
14;"NOVO GAMA";"MASCULINO";1;"5";"fx20a24";5154.4949817403;116;44.4353015667267
5;"Pe BERNARDO_M ALTO";"FEMININO";2;"5";"fx20a24";389.193228601396;76;5.12096353422889
5;"Pe BERNARDO_M ALTO";"MASCULINO";1;"5";"fx20a24";392.909753788272;77;5.10272407517236
4;"Pe BERNARDO_SEDE";"FEMININO";2;"5";"fx20a24";672.572208184409;73;9.21331792033437
4;"Pe BERNARDO_SEDE";"MASCULINO";1;"5";"fx20a24";678.994805927677;70;9.69992579896681
6;"PLANALTINA";"FEMININO";2;"5";"fx20a24";3994.68291765974;85;46.9962696195263
6;"PLANALTINA";"MASCULINO";1;"5";"fx20a24";4110.00073252581;103;39.9029197332603
17;"SANTO ANTONIO DO DESCOBERTO";"FEMININO";2;"5";"fx20a24";3017.14089008348;74;40.7721741903173
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"5";"fx20a24";3021.22131545662;94;32.1406522920917
7;"VALPARAISO DE GOIAS";"FEMININO";2;"5";"fx20a24";8128.174;122;66.6243770491803
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"5";"fx20a24";7642.11;127;60.174094488189
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"6";"fx25a29";10946.1;116;94.3629310344828
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"6";"fx25a29";11103.69;147;75.535306122449
8;"ALEXANIA";"FEMININO";2;"6";"fx25a29";816.506408767952;52;15.7020463224606
8;"ALEXANIA";"MASCULINO";1;"6";"fx25a29";817.82359526329;70;11.683194218047
16;"CIDADE OCID_J ABC";"FEMININO";2;"6";"fx25a29";562.397945347434;50;11.2479589069487
16;"CIDADE OCID_J ABC";"MASCULINO";1;"6";"fx25a29";547.349495962917;65;8.42076147635257
15;"CIDADE OCID_SEDE";"FEMININO";2;"6";"fx25a29";2475.90940867206;68;36.4104324804715
15;"CIDADE OCID_SEDE";"MASCULINO";1;"6";"fx25a29";2409.65988246863;73;33.0090394858717
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"6";"fx25a29";321.541952357489;84;3.8278803852082
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"6";"fx25a29";333.395316424925;61;5.46549699057254
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"6";"fx25a29";312.37032370309;41;7.6187883830022
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"6";"fx25a29";323.88558366705;53;6.1110487484349
10;"CRISTALINA_CAM LIND";"FEMININO";2;"6";"fx25a29";232.8838756407;64;3.63881055688594
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"6";"fx25a29";242.939746219781;62;3.91838300354486
9;"CRISTALINA_SEDE";"FEMININO";2;"6";"fx25a29";1121.72787852311;55;20.3950523367839
9;"CRISTALINA_SEDE";"MASCULINO";1;"6";"fx25a29";1170.1638225761;67;17.4651316802403
11;"FORMOSA";"FEMININO";2;"6";"fx25a29";4710.20026619374;96;49.0645861061847
11;"FORMOSA";"MASCULINO";1;"6";"fx25a29";4672.7731968227;120;38.9397766401892
13;"LUZIANIA_J INGA";"FEMININO";2;"6";"fx25a29";3098.29735901185;73;42.4424295755048
13;"LUZIANIA_J INGA";"MASCULINO";1;"6";"fx25a29";3047.35633208834;54;56.4325246683025
12;"LUZIANIA_SEDE";"FEMININO";2;"6";"fx25a29";5329.44037715537;88;60.5618224676746
12;"LUZIANIA_SEDE";"MASCULINO";1;"6";"fx25a29";5241.81574521025;96;54.6022473459401
14;"NOVO GAMA";"FEMININO";2;"6";"fx25a29";5175.56225575154;105;49.2910691023956
14;"NOVO GAMA";"MASCULINO";1;"6";"fx25a29";4957.73324886864;86;57.6480610333562
5;"Pe BERNARDO_M ALTO";"FEMININO";2;"6";"fx25a29";353.033894540205;65;5.43129068523393
5;"Pe BERNARDO_M ALTO";"MASCULINO";1;"6";"fx25a29";343.395373002206;51;6.73324260788638
4;"Pe BERNARDO_SEDE";"FEMININO";2;"6";"fx25a29";610.084576414946;66;9.24370570325676
4;"Pe BERNARDO_SEDE";"MASCULINO";1;"6";"fx25a29";593.428064332911;62;9.5714203924663
6;"PLANALTINA";"FEMININO";2;"6";"fx25a29";3737.06191394873;85;43.9654342817498
6;"PLANALTINA";"MASCULINO";1;"6";"fx25a29";3786.04036772036;86;44.0237252060507
17;"SANTO ANTONIO DO DESCOBERTO";"FEMININO";2;"6";"fx25a29";2909.86423463193;75;38.7981897950923
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"6";"fx25a29";2821.75560865166;86;32.8111117285076
7;"VALPARAISO DE GOIAS";"FEMININO";2;"6";"fx25a29";8315.187;120;69.293225
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"6";"fx25a29";7880.279;108;72.9655462962963
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"7";"fx30a34";9813.454;113;86.8447256637168
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"7";"fx30a34";9853.2;106;92.9547169811321
8;"ALEXANIA";"FEMININO";2;"7";"fx30a34";830.001828000336;44;18.8636779090985
8;"ALEXANIA";"MASCULINO";1;"7";"fx30a34";800.179889594356;42;19.051902133199
16;"CIDADE OCID_J ABC";"FEMININO";2;"7";"fx30a34";582.536397521423;68;8.56671172825622
16;"CIDADE OCID_J ABC";"MASCULINO";1;"7";"fx30a34";535.584696178872;63;8.50134438379162
15;"CIDADE OCID_SEDE";"FEMININO";2;"7";"fx30a34";2564.5672418419;89;28.8153622678865
15;"CIDADE OCID_SEDE";"MASCULINO";1;"7";"fx30a34";2357.86634602805;80;29.4733293253506
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"7";"fx30a34";328.718057679323;63;5.21774694729084
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"7";"fx30a34";345.113403164933;68;5.07519710536666
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"7";"fx30a34";319.34173855541;70;4.56202483650586
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"7";"fx30a34";335.269424939767;57;5.88191973578538
10;"CRISTALINA_CAM LIND";"FEMININO";2;"7";"fx30a34";225.637518703306;75;3.00850024937741
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"7";"fx30a34";241.524872451975;74;3.2638496277294
9;"CRISTALINA_SEDE";"FEMININO";2;"7";"fx30a34";1086.82447195603;56;19.4075798563577
9;"CRISTALINA_SEDE";"MASCULINO";1;"7";"fx30a34";1163.3488237035;71;16.3851947000492
11;"FORMOSA";"FEMININO";2;"7";"fx30a34";4871.18649859619;119;40.9343403243378
11;"FORMOSA";"MASCULINO";1;"7";"fx30a34";4859.96187168906;98;49.5914476702966
13;"LUZIANIA_J INGA";"FEMININO";2;"7";"fx30a34";2990.35288949032;59;50.6839472794969
13;"LUZIANIA_J INGA";"MASCULINO";1;"7";"fx30a34";2912.15122523239;51;57.1010044163213
12;"LUZIANIA_SEDE";"FEMININO";2;"7";"fx30a34";5143.76303644261;88;58.4518526868479
12;"LUZIANIA_SEDE";"MASCULINO";1;"7";"fx30a34";5009.2468623108;104;48.1658352145269
14;"NOVO GAMA";"FEMININO";2;"7";"fx30a34";5068.20935336463;80;63.3526169170578
14;"NOVO GAMA";"MASCULINO";1;"7";"fx30a34";4797.9168805279;82;58.5111814698524
5;"Pe BERNARDO_M ALTO";"FEMININO";2;"7";"fx30a34";346.237780290497;53;6.53278830736786
5;"Pe BERNARDO_M ALTO";"MASCULINO";1;"7";"fx30a34";332.826994397063;56;5.94333918566183
4;"Pe BERNARDO_SEDE";"FEMININO";2;"7";"fx30a34";598.340082338248;56;10.6846443274687
4;"Pe BERNARDO_SEDE";"MASCULINO";1;"7";"fx30a34";575.164648597408;62;9.27684917092594
6;"PLANALTINA";"FEMININO";2;"7";"fx30a34";3525.03003904518;84;41.9646433219664
6;"PLANALTINA";"MASCULINO";1;"7";"fx30a34";3423.63154613039;72;47.5504381406998
17;"SANTO ANTONIO DO DESCOBERTO";"FEMININO";2;"7";"fx30a34";2827.82100872755;91;31.0749561398632
17;"SANTO ANTONIO DO DESCOBERTO";"MASCULINO";1;"7";"fx30a34";2681.40083177334;93;28.8322670083155
7;"VALPARAISO DE GOIAS";"FEMININO";2;"7";"fx30a34";8584.165;128;67.0637890625
7;"VALPARAISO DE GOIAS";"MASCULINO";1;"7";"fx30a34";8244.52;111;74.274954954955
1;"AGUAS LINDAS DE GOIAS";"FEMININO";2;"8";"fx35a39";8795.868;134;65.6408059701493
1;"AGUAS LINDAS DE GOIAS";"MASCULINO";1;"8";"fx35a39";8488.217;130;65.2939769230769
8;"ALEXANIA";"FEMININO";2;"8";"fx35a39";883.939383891828;50;17.6787876778366
8;"ALEXANIA";"MASCULINO";1;"8";"fx35a39";875.931498110355;53;16.5270093983086
16;"CIDADE OCID_J ABC";"FEMININO";2;"8";"fx35a39";575.710642404112;101;5.70010537033774
16;"CIDADE OCID_J ABC";"MASCULINO";1;"8";"fx35a39";506.771739704054;78;6.49707358594941
15;"CIDADE OCID_SEDE";"FEMININO";2;"8";"fx35a39";2534.51743199453;80;31.6814678999316
15;"CIDADE OCID_SEDE";"MASCULINO";1;"8";"fx35a39";2231.01974102563;83;26.8797559159714
2;"COCALZ de GOIAS_GIR/EDI";"FEMININO";2;"8";"fx35a39";335.289543007208;79;4.24417143047098
2;"COCALZ de GOIAS_GIR/EDI";"MASCULINO";1;"8";"fx35a39";351.894899448684;62;5.6757241846562
3;"COCALZ de GOIAS_SEDE";"FEMININO";2;"8";"fx35a39";325.725779530564;78;4.17597153244313
3;"COCALZ de GOIAS_SEDE";"MASCULINO";1;"8";"fx35a39";341.857486540486;78;4.3827882889806
10;"CRISTALINA_CAM LIND";"FEMININO";2;"8";"fx35a39";215.994850467298;74;2.91884933063917
10;"CRISTALINA_CAM LIND";"MASCULINO";1;"8";"fx35a39";231.298512581487;61;3.79177889477848
9;"CRISTALINA_SEDE";"FEMININO";2;"8";"fx35a39";1040.37879273534;73;14.2517642840458
9;"CRISTALINA_SEDE";"MASCULINO";1;"8";"fx35a39";1114.09168672492;72;15.4734956489572
11;"FORMOSA";"FEMININO";2;"8";"fx35a39";4800.20691570165;111;43.2451073486636
11;"FORMOSA";"MASCULINO";1;"8";"fx35a39";4695.17555876505;90;52.1686173196117
13;"LUZIANIA_J INGA";"FEMININO";2;"8";"fx35a39";2905.28908372051;68;42.7248394664782
13;"LUZIANIA_J INGA";"MASCULINO";1;"8";"fx35a39";2766.58191843782;58;47.6996882489278
12;"LUZIANIA_SEDE";"FEMININO";2;"8";"fx35a39";4997.44316182326;102;48.9945408021888
