"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"cod_item"	"cod_obtencao"	"val_despesa"	"mes"	"qtd_meses"	"fator_anual"	"num_deflator"	"val_despesa_corrigido"	"valor_anual_expandido2"	"cod_imput"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"cod_local_compra"
"157"	7	53	16	6	16	1	3	1044.89207584	1294.62404271	10	501	3	108	6	3	1	1.03	111.24	432041.94	0	1912.19	1704.13	3616.32	8202
"158"	7	53	16	6	2	1	3	1044.89207584	1294.62404271	10	401	1	227	4	12	1	1.06	240.62	3738149.25	0	9300	238.8	9538.8	8009
"159"	7	53	16	6	2	1	3	1044.89207584	1294.62404271	10	501	1	360	1	12	1	1.07	385.2	5984270.18	0	9300	238.8	9538.8	8201
"160"	7	53	16	6	21	1	3	1044.89207584	1294.62404271	10	101	1	650	6	7	1	1.06	689	6243971.76	0	3077.17	37.48	3114.64	3701
"161"	7	53	16	6	21	1	3	1044.89207584	1294.62404271	10	501	1	252	2	7	1	1.06	267.12	2420739.82	0	3077.17	37.48	3114.64	8303
"162"	7	53	16	6	21	1	3	1044.89207584	1294.62404271	12	401	1	151	0	0	1	1.05	158.55	205262.64	0	3077.17	37.48	3114.64	0
"163"	7	53	16	6	21	1	3	1044.89207584	1294.62404271	10	401	1	227	6	7	1	1.05	238.35	2160015.48	0	3077.17	37.48	3114.64	8009
"164"	7	53	16	6	21	1	3	1044.89207584	1294.62404271	12	1003	1	23	0	0	1	1.07	24.61	31860.7	0	3077.17	37.48	3114.64	0
"165"	7	53	16	6	23	1	3	1044.89207584	1294.62404271	10	201	1	409.42	6	12	1	1.02	417.61	6487775.36	0	1736.81	591.38	2328.19	3701
"166"	7	53	16	6	23	1	3	1044.89207584	1294.62404271	10	401	1	110	6	12	1	1.05	115.5	1794348.92	0	1736.81	591.38	2328.19	8009
"167"	7	53	16	6	24	1	3	1044.89207584	1294.62404271	12	2901	3	999999.99	0	0	1	1.05	0	0	0	4755	743.9	5498.9	0
"168"	7	53	16	6	24	1	3	1044.89207584	1294.62404271	10	501	1	280	6	3	1	1.03	288.4	1120108.72	0	4755	743.9	5498.9	8303
"169"	7	53	16	6	24	1	3	1044.89207584	1294.62404271	12	201	3	50000	0	0	1	1.05	52500	67967762.24	0	4755	743.9	5498.9	0
"170"	7	53	16	6	26	1	3	1044.89207584	1294.62404271	10	101	1	430	7	12	1	1.05	451.5	7014273.06	0	5159	6.85	5165.85	3701
"171"	7	53	16	6	26	1	3	1044.89207584	1294.62404271	10	501	1	200	7	3	1	1.03	206	800077.66	0	5159	6.85	5165.85	8303
"172"	7	53	16	6	27	1	3	1044.89207584	1294.62404271	12	401	1	60	0	0	1	1.05	63	81561.31	0	1260	639.73	1899.73	0
"173"	7	53	16	6	4	1	3	1044.89207584	1294.62404271	10	101	1	300	4	12	1	1.07	321	4986891.81	0	1160.95	18.36	1179.31	7502
"174"	7	53	16	6	4	1	3	1044.89207584	1294.62404271	10	501	1	33	4	4	1	1.04	34.32	177725.99	0	1160.95	18.36	1179.31	8202
"175"	7	53	16	6	5	1	3	1044.89207584	1294.62404271	11	1301	1	25	0	0	1	1.1	27.5	35602.16	0	7199.92	0	7199.92	7501
"176"	7	53	16	6	5	1	3	1044.89207584	1294.62404271	12	2001	1	30	0	0	1	1.06	31.8	41169.04	0	7199.92	0	7199.92	0
"177"	7	53	16	6	5	1	3	1044.89207584	1294.62404271	12	1003	1	30	0	0	1	1.08	32.4	41945.82	0	7199.92	0	7199.92	0
"178"	7	53	16	6	7	1	3	1044.89207584	1294.62404271	11	801	5	453	0	0	1	1.06	480.18	621652.57	0	13716	717.2	14433.2	2107
"179"	7	53	16	6	7	1	3	1044.89207584	1294.62404271	10	401	1	229.12	5	12	1	1.06	242.87	3773104.1	0	13716	717.2	14433.2	8202
"180"	7	53	16	6	7	1	3	1044.89207584	1294.62404271	11	1301	1	300	0	0	1	1.1	330	427225.93	0	13716	717.2	14433.2	7501
"181"	7	53	16	6	8	1	3	1044.89207584	1294.62404271	10	401	1	240	5	12	1	1.06	254.4	3952228.28	0	8886.5	534.39	9420.89	8009
"182"	7	53	16	6	8	1	3	1044.89207584	1294.62404271	10	501	1	253.68	1	12	1	1.07	271.44	4216953	0	8886.5	534.39	9420.89	8202
"183"	7	53	17	4	1	1	3	714.62123536	885.41759874	10	501	3	23	5	4	1	1.03	23.69	83902.17	0	364	507.1	871.1	8303
"184"	7	53	17	4	10	1	3	714.62123536	885.41759874	10	101	1	250	7	12	1	1.05	262.5	2789065.44	0	4313.26	7.83	4321.09	7502
"185"	7	53	17	4	12	1	3	714.62123536	885.41759874	10	501	3	32	7	4	1	1.03	32.96	116733.46	0	1331.5	262.37	1593.87	7304
"186"	7	53	17	4	2	1	3	714.62123536	885.41759874	10	501	1	220	5	6	1	1.03	226.6	1203813.77	0	2331.25	98.87	2430.12	8201
"187"	7	53	17	4	4	1	3	714.62123536	885.41759874	10	501	1	119	12	1	1	1.08	128.52	113793.87	0	1241.98	0	1241.98	8303
"188"	7	53	17	4	4	1	3	714.62123536	885.41759874	10	101	1	200	5	12	1	1.06	212	2252502.37	0	1241.98	0	1241.98	7501
"189"	7	53	17	4	7	1	3	714.62123536	885.41759874	10	501	1	158.72	2	1	1	1.06	168.24	148962.66	0	5020.26	597.98	5618.24	8201
"190"	7	53	17	4	8	1	3	714.62123536	885.41759874	10	501	3	28	6	6	1	1.03	28.84	153212.66	0	9019.86	393.58	9413.44	8303
"191"	7	53	18	2	10	1	3	591.89733152	733.36235763	10	101	1	300	7	12	1	1.05	315	2772109.71	0	424	4.13	428.13	7508
"192"	7	53	18	2	13	1	3	591.89733152	733.36235763	10	101	1	400	7	6	1	1.05	420	1848073.14	0	2100	21.63	2121.63	7508
"193"	7	53	18	2	13	1	3	591.89733152	733.36235763	10	501	3	72	7	6	1	1.03	74.16	326316.91	0	2100	21.63	2121.63	8303
"194"	7	53	18	2	13	1	3	591.89733152	733.36235763	12	401	1	180	0	0	1	1.05	189	138605.49	0	2100	21.63	2121.63	0
"195"	7	53	18	2	2	1	3	591.89733152	733.36235763	10	501	1	110	2	12	1	1.06	116.6	1026120.61	0	6815.57	299.4	7114.97	8303
"196"	7	53	18	2	5	1	3	591.89733152	733.36235763	10	101	1	350	5	12	1	1.06	371	3264929.22	0	973.23	20.83	994.06	3701
"197"	7	53	18	2	5	1	3	591.89733152	733.36235763	10	401	1	27	5	12	1	1.06	28.62	251865.97	0	973.23	20.83	994.06	3701
"198"	7	53	18	2	5	1	3	591.89733152	733.36235763	10	501	1	22.19	5	6	1	1.03	22.86	100587.98	0	973.23	20.83	994.06	3701
"199"	7	53	18	2	6	1	3	591.89733152	733.36235763	10	501	3	25	5	5	1	1.03	25.75	94420.4	0	5909.44	35.75	5945.18	8303
"200"	7	53	18	2	8	1	3	591.89733152	733.36235763	10	101	1	250	6	12	1	1.06	265	2332092.3	0	1249.93	0	1249.93	7501
"201"	7	53	19	0	1	1	3	575.3030303	712.80197457	10	501	1	250	1	1	1	1.07	267.5	190674.53	0	3532.4	538.71	4071.11	8305
"202"	7	53	19	0	10	1	3	575.3030303	712.80197457	10	101	1	250	2	2	1	1.07	267.5	381349.06	0	1308.53	130.88	1439.41	7501
"203"	7	53	19	0	10	1	3	575.3030303	712.80197457	10	101	1	220	10	10	1	1.03	226.6	1615209.27	0	1308.53	130.88	1439.41	7501
"204"	7	53	19	0	10	1	3	575.3030303	712.80197457	12	401	1	80	0	0	1	1.03	82.4	58734.88	0	1308.53	130.88	1439.41	0
"205"	7	53	19	0	11	1	3	575.3030303	712.80197457	10	101	1	400	10	12	1	1.03	412	3524092.96	0	1664	13.6	1677.6	7501
"206"	7	53	19	0	13	1	3	575.3030303	712.80197457	10	501	1	180	1	1	1	1.07	192.6	137285.66	0	450.97	595.95	1046.92	8303
"207"	7	53	19	0	2	1	3	575.3030303	712.80197457	11	1601	1	150	0	0	1	1.11	166.5	118681.53	0	934.21	265.17	1199.38	2101
"208"	7	53	19	0	2	1	3	575.3030303	712.80197457	10	502	1	200	1	1	1	1.07	214	152539.62	0	934.21	265.17	1199.38	8305
"209"	7	53	19	0	4	1	3	575.3030303	712.80197457	10	101	1	640	8	12	1	1.04	665.6	5693291.93	0	3325.75	0	3325.75	7501
"210"	7	53	19	0	4	1	3	575.3030303	712.80197457	10	501	3	50	7	6	1	1.03	51.5	220255.81	0	3325.75	0	3325.75	8303
"211"	7	53	19	0	4	1	3	575.3030303	712.80197457	11	1001	1	80	0	0	1	1.11	88.8	63296.82	0	3325.75	0	3325.75	2101
"212"	7	53	19	0	5	1	3	575.3030303	712.80197457	10	501	1	150	1	1	1	1.07	160.5	114404.72	0	816.43	410.95	1227.37	8304
"213"	7	53	19	0	5	1	3	575.3030303	712.80197457	11	801	1	40	0	0	1	1.04	41.6	29652.56	0	816.43	410.95	1227.37	2101
"214"	7	53	19	0	6	1	3	575.3030303	712.80197457	10	501	3	246	7	6	1	1.03	253.38	1083658.59	0	10628.85	678.04	11306.89	8304
"215"	7	53	19	0	6	1	3	575.3030303	712.80197457	12	601	1	130	0	0	1	1.04	135.2	96370.83	0	10628.85	678.04	11306.89	0
"216"	7	53	19	0	6	1	3	575.3030303	712.80197457	11	901	3	2500	0	0	1	1.05	2625	1871105.18	0	10628.85	678.04	11306.89	2101
"217"	7	53	19	0	6	1	3	575.3030303	712.80197457	11	1301	1	2700	0	0	1	1.11	2997	2136267.52	0	10628.85	678.04	11306.89	2101
"218"	7	53	19	0	6	1	3	575.3030303	712.80197457	11	2903	1	150	0	0	1	1.05	157.5	112266.31	0	10628.85	678.04	11306.89	2101
"219"	7	53	19	0	8	1	3	575.3030303	712.80197457	10	501	3	56.3	3	3	1	1.04	58.55	125203.67	0	415	190.38	605.38	8304
"220"	7	53	20	4	1	1	3	433.06486034	536.56850618	10	501	3	32	7	6	1	1.03	32.96	106111.79	0	1311	697.52	2008.52	8303
"221"	7	53	20	4	10	1	3	433.06486034	536.56850618	10	101	1	300	9	12	1	1.04	312	2008912.49	0	2587.04	18.35	2605.38	7508
"222"	7	53	20	4	11	1	3	433.06486034	536.56850618	10	101	1	320	9	6	1	1.04	332.8	1071419.99	0	1189.03	0	1189.03	7508
"223"	7	53	20	4	12	1	3	433.06486034	536.56850618	10	501	3	37	6	12	1	1.03	38.11	245383.51	0	2226	325.61	2551.61	7302
"224"	7	53	20	4	13	1	3	433.06486034	536.56850618	10	501	1	198	5	1	1	1.03	203.94	109427.78	0	3181.94	391.01	3572.94	8303
"225"	7	53	20	4	14	1	3	433.06486034	536.56850618	10	501	3	35	8	6	1	1.02	35.7	114932.97	0	1040	339.15	1379.15	8303
"226"	7	53	20	4	16	1	3	433.06486034	536.56850618	10	501	1	45	1	1	1	1.07	48.15	25835.77	0	2333.16	393.74	2726.9	8303
"227"	7	53	20	4	5	1	3	433.06486034	536.56850618	10	501	1	138	5	12	1	1.03	142.14	915214.17	0	7289.94	180	7469.94	8303
"228"	7	53	20	4	6	1	3	433.06486034	536.56850618	10	501	1	350	6	1	1	1.03	360.5	193432.95	0	2847.35	785.96	3633.31	8303
"229"	7	53	21	2	11	1	3	609.22459893	754.83088773	10	501	3	27	7	10	1	1.03	27.81	209918.47	0	557.03	149.65	706.68	8303
"230"	7	53	21	2	11	1	3	609.22459893	754.83088773	10	401	1	75	9	10	1	1.04	78	588768.09	0	557.03	149.65	706.68	5801
"231"	7	53	21	2	11	1	3	609.22459893	754.83088773	12	301	1	24	0	0	1	1.07	25.68	19384.06	0	557.03	149.65	706.68	0
"232"	7	53	21	2	11	1	3	609.22459893	754.83088773	10	101	1	280	9	10	1	1.04	291.2	2198067.55	0	557.03	149.65	706.68	3701
"233"	7	53	21	2	3	1	3	609.22459893	754.83088773	10	501	3	260	6	10	1	1.03	267.8	2021437.12	0	553.33	502.73	1056.07	8303
"234"	7	53	21	2	5	1	3	609.22459893	754.83088773	11	1601	1	10000	0	0	1	1.11	11100	8378622.85	0	6184.32	357	6541.32	7501
"235"	7	53	21	2	6	1	3	609.22459893	754.83088773	11	1301	2	5000	0	0	1	1.11	5550	4189311.43	0	2619.81	444.41	3064.22	7501
"236"	7	53	21	2	6	1	3	609.22459893	754.83088773	10	501	3	170	6	1	1	1.03	175.1	132170.89	0	2619.81	444.41	3064.22	8303
"237"	7	53	21	2	6	1	3	609.22459893	754.83088773	11	99901	4	17000	0	0	1	1.05	17850	13473731.35	0	2619.81	444.41	3064.22	2101
"238"	7	53	21	2	9	1	3	609.22459893	754.83088773	10	501	3	112	8	4	1	1.02	114.24	344927.52	0	126.74	45.35	172.09	8303
"239"	7	53	21	2	9	1	3	609.22459893	754.83088773	10	401	1	75	8	12	1	1.04	78	706521.71	0	126.74	45.35	172.09	8009
"240"	7	53	21	2	9	1	3	609.22459893	754.83088773	10	101	1	250	8	12	1	1.04	260	2355072.37	0	126.74	45.35	172.09	7508
"241"	7	53	22	0	2	1	3	1101.51778656	1364.78344791	10	501	3	83	4	6	1	1.04	86.32	706848.64	0	3327.75	364.84	3692.59	8303
"242"	7	53	22	0	3	1	3	1101.51778656	1364.78344791	10	101	1	230	8	12	1	1.04	239.2	3917474.41	0	1003.7	23.8	1027.5	7508
"243"	7	53	22	0	3	1	3	1101.51778656	1364.78344791	10	501	1	100	1	12	1	1.07	107	1752381.95	0	1003.7	23.8	1027.5	8303
"244"	7	53	22	0	9	1	3	1101.51778656	1364.78344791	12	2201	3	999999.99	0	0	1	1.04	53	72333.52	1	1148.95	0	1148.95	0
"245"	7	53	22	0	9	1	3	1101.51778656	1364.78344791	10	101	1	400	9	12	1	1.04	416	6812998.97	0	1148.95	0	1148.95	7501
"246"	7	53	23	9	1	1	3	1215.29644269	1505.75550347	10	501	1	120	2	1	1	1.06	127.2	191532.1	0	902.63	346.4	1249.03	7302
"247"	7	53	23	9	12	1	3	1215.29644269	1505.75550347	10	501	1	24.5	4	1	1	1.04	25.48	38366.65	0	18953.83	0	18953.83	8303
"248"	7	53	23	9	12	1	3	1215.29644269	1505.75550347	10	101	1	600	10	12	1	1.03	618	11166682.81	0	18953.83	0	18953.83	7508
"249"	7	53	23	9	3	1	3	1215.29644269	1505.75550347	10	101	1	200	8	12	1	1.04	208	3758365.74	0	1240.97	0	1240.97	7508
"250"	7	53	23	9	4	1	3	1215.29644269	1505.75550347	10	501	1	96	2	12	1	1.06	101.76	1838708.16	0	936.43	248.82	1185.25	8303
"251"	7	53	23	9	7	1	3	1215.29644269	1505.75550347	10	101	1	200	9	12	1	1.04	208	3758365.74	0	7889.65	0	7889.65	7501
"252"	7	53	23	9	8	1	3	1215.29644269	1505.75550347	10	501	1	32	11	6	1	1.08	34.56	312233.46	0	1273.44	357.39	1630.83	8303
"253"	7	53	23	9	9	1	3	1215.29644269	1505.75550347	10	501	1	100	7	1	1	1.03	103	155092.82	0	5916.59	501.42	6418	8303
"254"	7	53	24	7	10	1	3	906.18465909	1122.76518688	10	501	1	115	2	1	1	1.06	121.9	136865.08	0	2625	607.04	3232.04	8303
"255"	7	53	24	7	11	1	3	906.18465909	1122.76518688	10	501	1	999999.99	7	1	1	1.03	195.84	219882.33	1	1047.38	238.68	1286.06	8303
"256"	7	53	24	7	4	1	3	906.18465909	1122.76518688	12	401	1	130	0	0	1	1.05	136.5	153257.45	0	936.43	0	936.43	0
"257"	7	53	24	7	4	1	3	906.18465909	1122.76518688	10	101	1	280	8	5	1	1.04	291.2	1634746.11	0	936.43	0	936.43	7501
"258"	7	53	24	7	6	1	3	906.18465909	1122.76518688	10	501	1	124	2	1	1	1.06	131.44	147576.26	0	4908	427.05	5335.05	7302
"259"	7	53	24	7	8	1	3	906.18465909	1122.76518688	10	501	3	22.18	9	5	1	1.02	22.62	126984.74	0	4959.34	560.58	5519.91	8303
"260"	7	53	24	7	9	1	3	906.18465909	1122.76518688	10	501	3	33	9	6	1	1.02	33.66	226753.66	0	629.17	0	629.17	8303
"261"	7	53	25	5	2	1	3	1346.01033058	1667.71035593	10	501	1	15	10	12	1	1.01	15.15	303189.74	3	300	823.22	1123.22	8302
"262"	7	53	25	5	3	1	3	1346.01033058	1667.71035593	10	501	3	55	6	6	1	1.03	56.65	566854.75	0	1272	658.48	1930.48	8303
"263"	7	53	25	5	3	1	3	1346.01033058	1667.71035593	11	1601	3	15000	0	0	1	1.08	16200	27016907.77	0	1272	658.48	1930.48	7501
"264"	7	53	25	5	6	1	3	1346.01033058	1667.71035593	10	501	1	999999.99	3	3	1	1.04	160.5	803002.54	1	1141	459.88	1600.88	8305
"265"	7	53	26	3	11	1	3	710.43814433	880.2347379	10	501	3	50	7	6	1	1.03	51.5	271992.53	0	3020.74	189.02	3209.76	8303
"266"	7	53	26	3	12	1	3	710.43814433	880.2347379	10	101	1	300	12	12	1	1.01	303	3200533.51	0	1354.1	397.24	1751.34	7501
"267"	7	53	26	3	2	1	3	710.43814433	880.2347379	10	501	3	57.23	7	6	1	1.03	58.95	311339.03	0	5118.02	475.53	5593.54	8303
"268"	7	53	26	3	5	1	3	710.43814433	880.2347379	10	501	1	760	5	1	1	1.03	782.8	689047.75	0	1760.9	338.77	2099.67	8303
"269"	7	53	26	3	6	1	3	710.43814433	880.2347379	10	501	3	100	6	12	1	1.03	103	1087970.14	0	1050	0	1050	8304
"270"	7	53	26	3	6	1	3	710.43814433	880.2347379	10	101	1	500	12	12	1	1.01	505	5334222.51	0	1050	0	1050	7501
"271"	7	53	27	1	1	1	3	1457.22688752	1805.50796383	11	99901	3	17000	0	0	1	1.02	17340	31307508.09	0	897.28	347.25	1244.53	2101
"272"	7	53	27	1	1	1	3	1457.22688752	1805.50796383	11	1301	3	3000	0	0	1	1.02	3060	5524854.37	0	897.28	347.25	1244.53	7501
"273"	7	53	27	1	7	1	3	1457.22688752	1805.50796383	10	501	1	230	12	1	1	1.01	232.3	419419.5	0	525.2	242.98	768.18	8303
"274"	7	53	27	1	9	1	3	1457.22688752	1805.50796383	10	501	3	33.28	7	6	1	1.03	34.28	371356.88	0	1943.33	432.86	2376.19	8303
"275"	7	53	28	0	1	1	3	869.61583044	1077.45631155	11	601	5	80	0	0	1	1.08	86.4	93092.23	0	1272	552.63	1824.63	2101
"276"	7	53	28	0	1	1	3	869.61583044	1077.45631155	11	304	5	400	0	0	1	1.08	432	465461.13	0	1272	552.63	1824.63	2101
"277"	7	53	28	0	1	1	3	869.61583044	1077.45631155	11	801	5	70	0	0	1	1.03	72.1	77684.6	0	1272	552.63	1824.63	2101
"278"	7	53	28	0	1	1	3	869.61583044	1077.45631155	11	501	5	200	0	0	1	1.08	216	232730.56	0	1272	552.63	1824.63	2101
"279"	7	53	28	0	1	1	3	869.61583044	1077.45631155	10	501	1	40	5	12	1	1.03	41.2	532694.4	0	1272	552.63	1824.63	8303
"280"	7	53	28	0	10	1	3	869.61583044	1077.45631155	10	101	1	200	1	12	1	1	200	2585895.15	0	1008.6	19.28	1027.88	7501
"281"	7	53	28	0	2	1	3	869.61583044	1077.45631155	10	501	1	32	6	12	1	1.03	32.96	426155.52	0	3402.05	34.37	3436.43	8303
"282"	7	53	28	0	4	1	3	869.61583044	1077.45631155	11	99901	3	1000	0	0	1	1.04	1040	1120554.56	0	2769.96	550.28	3320.24	5908
"283"	7	53	28	0	4	1	3	869.61583044	1077.45631155	11	1301	3	350	0	0	1	1.08	378	407278.49	0	2769.96	550.28	3320.24	7501
"284"	7	53	28	0	4	1	3	869.61583044	1077.45631155	10	201	3	466	11	12	1	1.01	470.66	6085387.05	0	2769.96	550.28	3320.24	8201
"285"	7	53	28	0	4	1	3	869.61583044	1077.45631155	10	501	3	24.8	7	6	1	1.03	25.54	165109.41	0	2769.96	550.28	3320.24	8303
"286"	7	53	28	0	5	1	3	869.61583044	1077.45631155	10	501	3	29	6	6	1	1.03	29.87	193101.72	0	2533.33	382.22	2915.55	8303
"287"	7	53	29	8	1	1	3	1019.45454545	1263.10687536	10	101	1	170	11	7	1	1.02	173.4	1533159.13	0	459.33	69.3	528.63	7501
"288"	7	53	29	8	1	1	3	1019.45454545	1263.10687536	12	401	1	25	0	0	1	1.02	25.5	32209.23	0	459.33	69.3	528.63	0
"289"	7	53	29	8	1	1	3	1019.45454545	1263.10687536	10	101	1	250	4	5	1	1.07	267.5	1689405.45	0	459.33	69.3	528.63	7501
"290"	7	53	29	8	13	1	3	1019.45454545	1263.10687536	10	101	1	416	1	12	1	1	416	6305429.52	0	1965.78	1	1966.78	7502
"291"	7	53	29	8	2	1	3	1019.45454545	1263.10687536	12	2201	1	999999.99	0	0	1	1.02	53	66944.66	1	1634.18	557.12	2191.29	0
"292"	7	53	29	8	2	1	3	1019.45454545	1263.10687536	12	2001	1	999999.99	0	0	1	1.02	31.8	40166.8	1	1634.18	557.12	2191.29	0
"293"	7	53	29	8	2	1	3	1019.45454545	1263.10687536	10	501	3	21	7	6	1	1.03	21.63	163926.01	0	1634.18	557.12	2191.29	8303
"294"	7	53	29	8	3	1	3	1019.45454545	1263.10687536	10	501	1	45	4	8	1	1.04	46.8	472907.21	3	1026.22	178.1	1204.32	8302
"295"	7	53	29	8	6	1	3	1019.45454545	1263.10687536	10	101	1	250	12	12	1	1.01	252.5	3827213.83	0	2560	93.55	2653.55	7501
"296"	7	53	30	1	1	1	3	569.90424242	706.11286213	10	101	1	600	1	12	1	1	600	5084012.61	0	5750.27	97	5847.27	7501
"297"	7	53	30	1	10	1	3	569.90424242	706.11286213	10	501	1	36	10	6	1	1.02	36.72	155570.79	0	971.24	0	971.24	8303
"298"	7	53	30	1	10	1	3	569.90424242	706.11286213	10	101	1	400	3	12	1	0.98	392	3321554.9	0	971.24	0	971.24	3701
"299"	7	53	30	1	12	1	3	569.90424242	706.11286213	10	501	3	83	4	12	1	0.96	79.68	675156.87	0	635.24	790.29	1425.53	8303
"300"	7	53	30	1	4	1	3	569.90424242	706.11286213	10	501	1	999999.99	9	12	1	1.02	21.63	183278.65	1	492	594.97	1086.97	8303
"301"	7	53	30	1	7	1	3	569.90424242	706.11286213	10	501	1	72	6	6	1	1.03	74.16	314191.98	0	1243	1126.12	2369.12	8303
"302"	7	53	30	1	8	1	3	569.90424242	706.11286213	10	101	1	250	2	12	1	0.99	247.5	2097155.2	0	1744.5	0	1744.5	7502
"303"	7	53	31	0	6	1	3	592.61492979	734.25146377	10	101	1	300	2	12	1	0.99	297	2616872.22	0	3335.77	0	3335.77	7502
"304"	7	53	31	0	8	1	3	592.61492979	734.25146377	10	101	1	400	3	12	1	0.98	392	3453918.89	0	2187.1	0	2187.1	7502
"305"	7	53	32	8	12	1	3	1598.16363636	1980.12896802	10	401	1	100	3	12	1	0.97	97	2304870.12	0	282	761.75	1043.75	5801
"306"	7	53	32	8	17	1	3	1598.16363636	1980.12896802	10	101	1	220	1	8	1	1	220	3485026.98	0	600.28	0	600.28	3701
"307"	7	53	32	8	20	1	3	1598.16363636	1980.12896802	10	501	1	49.87	4	2	1	0.96	47.88	189617.15	0	2516.72	414.23	2930.95	8304
"308"	7	53	32	8	20	1	3	1598.16363636	1980.12896802	11	1601	1	999999.99	0	0	1	0.99	2220	4395886.31	1	2516.72	414.23	2930.95	7501
"309"	7	53	32	8	20	1	3	1598.16363636	1980.12896802	12	801	1	999999.99	0	0	1	1.01	42.8	84749.52	1	2516.72	414.23	2930.95	0
"310"	7	53	32	8	20	1	3	1598.16363636	1980.12896802	12	1201	1	999999.99	0	0	1	1.01	40.8	80789.26	1	2516.72	414.23	2930.95	0
"311"	7	53	32	8	4	1	3	1598.16363636	1980.12896802	10	101	1	300	1	6	1	1	300	3564232.14	0	1575	18.08	1593.08	3701
"312"	7	53	32	8	6	1	3	1598.16363636	1980.12896802	10	501	1	37	7	12	1	1.03	38.11	905552.58	0	7371.4	663.72	8035.12	8303
"313"	7	53	32	8	8	1	3	1598.16363636	1980.12896802	10	501	3	48	2	3	1	1	48	285138.57	0	2829.1	0	2829.1	8303
"314"	7	53	32	8	8	1	3	1598.16363636	1980.12896802	10	101	1	575	2	12	1	0.99	569.25	13526260.98	0	2829.1	0	2829.1	7501
"315"	7	53	32	8	9	1	3	1598.16363636	1980.12896802	10	501	3	27	3	3	1	0.99	26.73	158786.54	0	1765.75	293.32	2059.06	7302
"316"	7	53	33	6	1	1	3	416.7539865	516.35929039	10	101	1	300	1	12	1	1	300	1858893.45	0	1950	47.5	1997.5	7501
"317"	7	53	33	6	10	1	3	416.7539865	516.35929039	10	101	1	500	3	12	1	0.98	490	3036192.63	0	4836.12	0	4836.12	3701
"318"	7	53	33	6	10	1	3	416.7539865	516.35929039	10	501	1	999999.99	3	1	1	0.99	202	104304.58	1	4836.12	0	4836.12	8303
"319"	7	53	33	6	11	1	3	416.7539865	516.35929039	10	501	1	200	2	1	1	1	200	103271.86	0	133.33	383.33	516.67	8303
"320"	7	53	33	6	12	1	3	416.7539865	516.35929039	10	101	1	440	3	12	1	0.98	431.2	2671849.51	0	1960.4	19.38	1979.78	3701
"321"	7	53	33	6	12	1	3	416.7539865	516.35929039	10	501	3	22	11	6	1	1.01	22.22	68841.02	0	1960.4	19.38	1979.78	8303
"322"	7	53	33	6	13	1	3	416.7539865	516.35929039	10	501	1	64	3	3	1	0.99	63.36	98149.57	0	1301.32	284.16	1585.48	8303
"323"	7	53	33	6	14	1	3	416.7539865	516.35929039	10	501	1	40	3	1	1	0.99	39.6	20447.83	0	1775.5	0	1775.5	8303
"324"	7	53	33	6	14	1	3	416.7539865	516.35929039	10	101	1	350	3	3	1	0.98	343	531333.71	0	1775.5	0	1775.5	7501
"325"	7	53	33	6	2	1	3	416.7539865	516.35929039	10	201	1	120	1	12	1	1	120	743557.38	0	6527.17	467.45	6994.62	8201
"326"	7	53	33	6	2	1	3	416.7539865	516.35929039	10	501	1	136	5	1	1	1.03	140.08	72331.61	0	6527.17	467.45	6994.62	8303
"327"	7	53	33	6	3	1	3	416.7539865	516.35929039	10	501	1	130	3	1	1	1.04	135.2	69811.78	0	6183.65	388.73	6572.38	8303
"328"	7	53	33	6	5	1	3	416.7539865	516.35929039	10	101	1	400	2	6	1	0.99	396	1226869.67	0	2390.7	0	2390.7	7501
"329"	7	53	33	6	7	1	3	416.7539865	516.35929039	10	101	3	200	2	12	1	0.99	198	1226869.67	0	1702.31	248	1950.31	7502
"330"	7	53	33	6	7	1	3	416.7539865	516.35929039	10	501	1	50	4	12	1	1.04	52	322208.2	0	1702.31	248	1950.31	7302
"331"	7	53	33	6	8	1	3	416.7539865	516.35929039	11	1301	1	700	0	0	1	1.05	735	379524.08	0	588	495.98	1083.98	7501
"332"	7	53	33	6	8	1	3	416.7539865	516.35929039	10	501	3	22	5	5	1	1.03	22.66	58503.51	0	588	495.98	1083.98	7302
"333"	7	53	33	6	9	1	3	416.7539865	516.35929039	10	501	1	24	3	6	1	0.99	23.76	73612.18	0	401.1	804.12	1205.22	8303
"334"	7	53	34	4	1	1	3	548.30816072	679.35525984	10	501	3	40	6	5	1	1.03	41.2	139947.18	0	6857.5	582.83	7440.33	7302
"335"	7	53	34	4	10	1	3	548.30816072	679.35525984	10	501	1	145	2	1	1	1	145	98506.51	0	3975.06	387.92	4362.97	7302
"336"	7	53	34	4	11	1	3	548.30816072	679.35525984	10	201	1	300	3	12	1	1	300	2445678.94	0	3329.87	174.12	3503.99	8202
"337"	7	53	34	4	11	1	3	548.30816072	679.35525984	10	501	1	48	3	3	1	0.99	47.52	96848.89	0	3329.87	174.12	3503.99	7302
"338"	7	53	34	4	11	1	3	548.30816072	679.35525984	10	401	1	120	3	12	1	0.97	116.4	948923.43	0	3329.87	174.12	3503.99	7302
