"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_ord_inform"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"cod_item"	"val_recebido"	"val_deducao"	"cod_deduc"	"mes_ultimo_rendimento"	"num_meses_resgate"	"fator_anual"	"num_deflator"	"val_recebido_corrigido"	"val_deducao_corrigido"	"valor_anual_expandido2"	"valor_deduc_anual_expandido2"	"cod_imput"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"
"601"	15	53	20	4	6	1	2	3	433.06486034	536.56850618	54	1601	100	0	51601	7	12	1	1.02	102	0	656759.85	0	3	2847.35	785.96	3633.31
"602"	15	53	20	4	6	1	2	3	433.06486034	536.56850618	56	101	360	0	50101	0	0	1	1.07	385.2	0	206686.19	0	3	2847.35	785.96	3633.31
"603"	15	53	20	4	6	1	2	3	433.06486034	536.56850618	57	101	300	0	50101	0	0	1	1.07	321	0	172238.49	0	3	2847.35	785.96	3633.31
"604"	15	53	21	2	11	1	1	3	609.22459893	754.83088773	54	1501	167	0	51501	9	12	1	1.02	170.34	0	1542934.72	0	0	557.03	149.65	706.68
"605"	15	53	21	2	11	1	1	3	609.22459893	754.83088773	54	1601	180	60	51601	9	12	1	1.02	183.6	61.2	1663043.41	554347.8	0	557.03	149.65	706.68
"606"	15	53	21	2	11	1	1	3	609.22459893	754.83088773	55	3701	500	0	53701	0	0	1	1.05	525	0	396286.22	0	0	557.03	149.65	706.68
"607"	15	53	21	2	11	1	1	3	609.22459893	754.83088773	55	3801	450	90	53801	0	0	1	1.05	472.5	94.5	356657.59	71331.52	0	557.03	149.65	706.68
"608"	15	53	21	2	3	1	1	3	609.22459893	754.83088773	54	101	415	0	50101	7	8	1	1	415	0	2506038.55	0	0	553.33	502.73	1056.07
"609"	15	53	21	2	3	1	2	3	609.22459893	754.83088773	54	101	415	0	50101	7	8	1	1	415	0	2506038.55	0	0	553.33	502.73	1056.07
"610"	15	53	21	2	4	1	1	3	609.22459893	754.83088773	54	701	200	0	50701	8	12	1	1	200	0	1811594.13	0	0	864.83	606.18	1471.01
"611"	15	53	21	2	4	1	2	3	609.22459893	754.83088773	55	1701	2650	0	51701	0	0	1	1	2650	0	2000301.85	0	0	864.83	606.18	1471.01
"612"	15	53	21	2	5	1	1	3	609.22459893	754.83088773	55	3701	2018	443	53701	0	0	1	1.05	2118.9	465.15	1599411.17	351109.59	0	6184.32	357	6541.32
"613"	15	53	21	2	5	1	1	3	609.22459893	754.83088773	55	3801	999999	0	53801	0	0	1	1.05	408	0	307971	0	1	6184.32	357	6541.32
"614"	15	53	21	2	5	1	2	3	609.22459893	754.83088773	55	3801	999999	0	53801	0	0	1	1.05	151.5	0	114356.88	0	1	6184.32	357	6541.32
"615"	15	53	21	2	5	1	2	3	609.22459893	754.83088773	55	3701	2600	600	53701	0	0	1	1.05	2730	630	2060688.32	475543.46	0	6184.32	357	6541.32
"616"	15	53	21	2	6	1	1	3	609.22459893	754.83088773	54	801	250	0	50801	8	12	1	1.02	255	0	2309782.52	0	0	2619.81	444.41	3064.22
"617"	15	53	21	2	6	1	1	3	609.22459893	754.83088773	54	101	1800	100	50101	8	12	1	1	1800	100	16304347.17	905797.07	0	2619.81	444.41	3064.22
"618"	15	53	21	2	6	1	1	3	609.22459893	754.83088773	55	401	920	0	50401	0	0	1	1.05	966	0	729166.64	0	0	2619.81	444.41	3064.22
"619"	15	53	21	2	6	1	1	3	609.22459893	754.83088773	55	6401	1800	100	56401	0	0	1	1.05	1890	105	1426630.38	79257.24	0	2619.81	444.41	3064.22
"620"	15	53	21	2	9	1	4	3	609.22459893	754.83088773	54	1501	160	0	51501	8	2	1	1.02	163.2	0	246376.8	0	0	126.74	45.35	172.09
"621"	15	53	22	0	11	1	3	3	1101.51778656	1364.78344791	54	101	1400	0	50101	10	12	1	1	1400	0	22928361.92	0	0	1722.48	1108.93	2831.41
"622"	15	53	22	0	11	1	3	3	1101.51778656	1364.78344791	55	3801	999999	0	53801	0	0	1	1.04	864	0	1179172.9	0	1	1722.48	1108.93	2831.41
"623"	15	53	22	0	11	1	3	3	1101.51778656	1364.78344791	55	6401	999999	0	56401	0	0	1	1.04	509.76	0	695712.01	0	1	1722.48	1108.93	2831.41
"624"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	54	101	1100	0	50101	8	5	1	1	1100	0	7506308.96	0	0	3327.75	364.84	3692.59
"625"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	54	1501	120	0	51501	2	7	1	1.05	126	0	1203739	0	0	3327.75	364.84	3692.59
"626"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	54	1601	96	0	51601	2	7	1	1.05	100.8	0	962991.2	0	0	3327.75	364.84	3692.59
"627"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	54	401	670	0	50401	8	12	1	1.09	730.3	0	11960416.22	0	0	3327.75	364.84	3692.59
"628"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	55	3701	550	0	53701	0	0	1	1.05	577.5	0	788162.44	0	0	3327.75	364.84	3692.59
"629"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	56	101	3000	0	50101	0	0	1	1.07	3210	0	4380954.87	0	0	3327.75	364.84	3692.59
"630"	15	53	22	0	2	1	1	3	1101.51778656	1364.78344791	57	101	2000	0	50101	0	0	1	1.07	2140	0	2920636.58	0	0	3327.75	364.84	3692.59
"631"	15	53	22	0	2	1	2	3	1101.51778656	1364.78344791	54	1601	80	0	51601	0	12	1	1.02	81.6	0	1336395.95	0	0	3327.75	364.84	3692.59
"632"	15	53	22	0	2	1	3	3	1101.51778656	1364.78344791	54	1501	48	0	51501	0	12	1	1.02	48.96	0	801837.57	0	0	3327.75	364.84	3692.59
"633"	15	53	22	0	3	1	1	3	1101.51778656	1364.78344791	54	1601	156	78	51601	8	12	1	1.02	159.12	79.56	2605972.11	1302986.05	0	1003.7	23.8	1027.5
"634"	15	53	22	0	3	1	1	3	1101.51778656	1364.78344791	54	1501	285	84	51501	8	12	1	1.02	290.7	85.68	4760910.58	1403215.75	0	1003.7	23.8	1027.5
"635"	15	53	22	0	3	1	1	3	1101.51778656	1364.78344791	55	3701	450	49	53701	0	0	1	1.05	472.5	51.45	644860.18	70218.11	0	1003.7	23.8	1027.5
"636"	15	53	22	0	8	1	1	3	1101.51778656	1364.78344791	54	1601	120	30	51601	8	12	1	1.02	122.4	30.6	2004593.93	501148.48	3	1854.68	881.27	2735.95
"637"	15	53	22	0	8	1	1	3	1101.51778656	1364.78344791	54	1501	20	0	51501	8	12	1	1.02	20.4	0	334098.99	0	3	1854.68	881.27	2735.95
"638"	15	53	22	0	8	1	1	3	1101.51778656	1364.78344791	55	3801	630	55	53801	0	0	1	1.05	661.5	57.75	902804.25	78816.24	3	1854.68	881.27	2735.95
"639"	15	53	22	0	8	1	1	3	1101.51778656	1364.78344791	55	3701	640	55	53701	0	0	1	1.05	672	57.75	917134.48	78816.24	3	1854.68	881.27	2735.95
"640"	15	53	22	0	9	1	1	3	1101.51778656	1364.78344791	54	1601	88	0	51601	9	3	1	1.02	89.76	0	367508.89	0	0	1148.95	0	1148.95
"641"	15	53	22	0	9	1	1	3	1101.51778656	1364.78344791	54	1501	152	0	51501	9	3	1	1.02	155.04	0	634788.08	0	0	1148.95	0	1148.95
"642"	15	53	22	0	9	1	4	3	1101.51778656	1364.78344791	54	201	800	0	50201	9	12	1	1	800	0	13101921.1	0	0	1148.95	0	1148.95
"643"	15	53	23	9	1	1	1	3	1215.29644269	1505.75550347	54	101	830	0	50101	8	12	1	1	830	0	14997324.81	0	0	902.63	346.4	1249.03
"644"	15	53	23	9	1	1	1	3	1215.29644269	1505.75550347	55	6401	830	0	56401	0	0	1	1.05	871.5	0	1312265.92	0	0	902.63	346.4	1249.03
"645"	15	53	23	9	1	1	1	3	1215.29644269	1505.75550347	56	101	5000	0	50101	0	0	1	1.07	5350	0	8055791.94	0	0	902.63	346.4	1249.03
"646"	15	53	23	9	1	1	1	3	1215.29644269	1505.75550347	57	101	3000	0	50101	0	0	1	1.07	3210	0	4833475.17	0	0	902.63	346.4	1249.03
"647"	15	53	23	9	12	1	1	3	1215.29644269	1505.75550347	54	401	1400	0	50401	10	12	1	1.05	1470	0	26561527.08	0	0	18953.83	0	18953.83
"648"	15	53	23	9	12	1	1	3	1215.29644269	1505.75550347	55	6501	1400	0	56501	0	0	1	1.04	1456	0	2192380.01	0	0	18953.83	0	18953.83
"649"	15	53	23	9	12	1	2	3	1215.29644269	1505.75550347	55	401	5000	0	50401	0	0	1	1.04	5200	0	7829928.62	0	0	18953.83	0	18953.83
"650"	15	53	23	9	12	1	2	3	1215.29644269	1505.75550347	55	4101	16200	0	54101	0	0	1	1.1	17820	0	26832563.07	0	0	18953.83	0	18953.83
"651"	15	53	23	9	12	1	2	3	1215.29644269	1505.75550347	55	1401	35000	0	51401	0	0	1	1.03	36050	0	54282485.9	0	0	18953.83	0	18953.83
"652"	15	53	23	9	12	1	2	3	1215.29644269	1505.75550347	55	3701	999999	0	53701	0	0	1	1.04	636	0	957660.5	0	1	18953.83	0	18953.83
"653"	15	53	23	9	12	1	2	3	1215.29644269	1505.75550347	55	3801	3600	0	53801	0	0	1	1.04	3744	0	5637548.6	0	0	18953.83	0	18953.83
"654"	15	53	23	9	2	1	1	3	1215.29644269	1505.75550347	54	701	900	0	50701	8	12	1	1	900	0	16262159.44	0	0	900	212.84	1112.84
"655"	15	53	23	9	3	1	2	3	1215.29644269	1505.75550347	54	1601	56	0	51601	8	12	1	1.02	57.12	0	1032105.05	0	0	1240.97	0	1240.97
"656"	15	53	23	9	3	1	2	3	1215.29644269	1505.75550347	54	1501	20	0	51501	8	12	1	1.02	20.4	0	368608.95	0	0	1240.97	0	1240.97
"657"	15	53	23	9	3	1	2	3	1215.29644269	1505.75550347	55	3701	999999	0	53701	0	0	1	1.05	1326	0	1996631.8	0	1	1240.97	0	1240.97
"658"	15	53	23	9	3	1	2	3	1215.29644269	1505.75550347	55	3801	999999	0	53801	0	0	1	1.05	1295.4	0	1950555.68	0	1	1240.97	0	1240.97
"659"	15	53	23	9	4	1	1	3	1215.29644269	1505.75550347	54	1601	120	30	51601	8	12	1	1.02	122.4	30.6	2211653.68	552913.42	0	936.43	248.82	1185.25
"660"	15	53	23	9	4	1	1	3	1215.29644269	1505.75550347	54	1501	20	0	51501	8	12	1	1.02	20.4	0	368608.95	0	0	936.43	248.82	1185.25
"661"	15	53	23	9	4	1	1	3	1215.29644269	1505.75550347	55	3701	640	55	53701	0	0	1	1.05	672	57.75	1011867.7	86957.38	0	936.43	248.82	1185.25
"662"	15	53	23	9	4	1	1	3	1215.29644269	1505.75550347	55	3801	630	55	53801	0	0	1	1.05	661.5	57.75	996057.27	86957.38	0	936.43	248.82	1185.25
"663"	15	53	23	9	6	1	1	3	1215.29644269	1505.75550347	54	1601	124	22	51601	6	8	1	1.02	126.48	22.44	1523583.65	270313.23	0	876.32	255	1131.32
"664"	15	53	23	9	6	1	1	3	1215.29644269	1505.75550347	54	1501	100	18	51501	6	8	1	1.02	102	18.36	1228696.49	221165.37	0	876.32	255	1131.32
"665"	15	53	23	9	6	1	1	3	1215.29644269	1505.75550347	55	3701	800	0	53701	0	0	1	1.05	840	0	1264834.62	0	0	876.32	255	1131.32
"666"	15	53	23	9	7	1	2	3	1215.29644269	1505.75550347	54	1601	132	0	51601	8	12	1	1.02	134.64	0	2432819.05	0	3	7889.65	0	7889.65
"667"	15	53	23	9	7	1	2	3	1215.29644269	1505.75550347	54	1501	198	29	51501	8	12	1	1.02	201.96	29.58	3649228.58	534482.97	3	7889.65	0	7889.65
"668"	15	53	23	9	7	1	2	3	1215.29644269	1505.75550347	55	3701	3970	0	53701	0	0	1	1.05	4168.5	0	6276741.82	0	3	7889.65	0	7889.65
"669"	15	53	23	9	7	1	2	3	1215.29644269	1505.75550347	55	3801	5100	0	53801	0	0	1	1.05	5355	0	8063320.72	0	3	7889.65	0	7889.65
"670"	15	53	23	9	8	1	3	3	1215.29644269	1505.75550347	54	1601	96	18	51601	9	11	1	1.02	97.92	18.36	1621879.37	304102.38	0	1273.44	357.39	1630.83
"671"	15	53	23	9	8	1	3	3	1215.29644269	1505.75550347	55	3701	500	0	53701	0	0	1	1.05	525	0	790521.64	0	0	1273.44	357.39	1630.83
"672"	15	53	23	9	8	1	4	3	1215.29644269	1505.75550347	54	1601	128	29	51601	9	11	1	1.02	130.56	29.58	2162505.82	489942.73	0	1273.44	357.39	1630.83
"673"	15	53	23	9	8	1	4	3	1215.29644269	1505.75550347	55	3701	400	0	53701	0	0	1	1.05	420	0	632417.31	0	0	1273.44	357.39	1630.83
"674"	15	53	23	9	8	1	4	3	1215.29644269	1505.75550347	55	3801	260	0	53801	0	0	1	1.05	273	0	411071.25	0	0	1273.44	357.39	1630.83
"675"	15	53	23	9	9	1	1	3	1215.29644269	1505.75550347	54	301	415	0	50301	9	12	1	1.06	439.9	0	7948582.15	0	0	5916.59	501.42	6418
"676"	15	53	23	9	9	1	1	3	1215.29644269	1505.75550347	55	6501	415	0	56501	0	0	1	1.05	435.75	0	656132.96	0	0	5916.59	501.42	6418
"677"	15	53	23	9	9	1	1	3	1215.29644269	1505.75550347	56	101	600	0	50101	0	0	1	1.06	636	0	957660.5	0	0	5916.59	501.42	6418
"678"	15	53	23	9	9	1	2	3	1215.29644269	1505.75550347	54	1501	450	0	51501	9	12	1	1.02	459	0	8293701.31	0	0	5916.59	501.42	6418
"679"	15	53	23	9	9	1	2	3	1215.29644269	1505.75550347	55	3801	1190	0	53801	0	0	1	1.05	1249.5	0	1881441.5	0	0	5916.59	501.42	6418
"680"	15	53	23	9	9	1	2	3	1215.29644269	1505.75550347	55	3701	3200	0	53701	0	0	1	1.05	3360	0	5059338.49	0	0	5916.59	501.42	6418
"681"	15	53	23	9	9	1	2	3	1215.29644269	1505.75550347	55	701	11700	0	50701	0	0	1	0.91	10647	0	16031778.85	0	0	5916.59	501.42	6418
"682"	15	53	23	9	9	1	2	3	1215.29644269	1505.75550347	56	101	15000	0	50101	0	0	1	1.06	15900	0	23941512.51	0	0	5916.59	501.42	6418
"683"	15	53	23	9	9	1	2	3	1215.29644269	1505.75550347	57	101	7000	0	50101	0	0	1	1.06	7420	0	11172705.84	0	0	5916.59	501.42	6418
"684"	15	53	24	7	10	1	5	3	906.18465909	1122.76518688	54	701	50	0	50701	0	12	1	1	50	0	673659.11	0	0	2625	607.04	3232.04
"685"	15	53	24	7	11	1	1	3	906.18465909	1122.76518688	54	1601	144	0	51601	10	7	1	1.02	146.88	0	1154382.25	0	0	1047.38	238.68	1286.06
"686"	15	53	24	7	11	1	1	3	906.18465909	1122.76518688	54	1501	200	0	51501	10	12	1	1.02	204	0	2748529.18	0	0	1047.38	238.68	1286.06
"687"	15	53	24	7	11	1	1	3	906.18465909	1122.76518688	55	3801	200	0	53801	0	0	1	1.04	208	0	233535.16	0	0	1047.38	238.68	1286.06
"688"	15	53	24	7	11	1	1	3	906.18465909	1122.76518688	55	3701	800	0	53701	0	0	1	1.04	832	0	934140.64	0	0	1047.38	238.68	1286.06
"689"	15	53	24	7	11	1	1	3	906.18465909	1122.76518688	56	101	999999	0	50101	0	0	1	1.06	777.6	0	873062.21	0	1	1047.38	238.68	1286.06
"690"	15	53	24	7	11	1	2	3	906.18465909	1122.76518688	55	3801	800	0	53801	0	0	1	1.04	832	0	934140.64	0	0	1047.38	238.68	1286.06
"691"	15	53	24	7	11	1	2	3	906.18465909	1122.76518688	55	3701	360	0	53701	0	0	1	1.04	374.4	0	420363.29	0	0	1047.38	238.68	1286.06
"692"	15	53	24	7	2	1	1	3	906.18465909	1122.76518688	54	1101	415	0	51101	7	4	1	1	415	0	1863790.21	0	0	276.67	446.54	723.2
"693"	15	53	24	7	2	1	2	3	906.18465909	1122.76518688	54	1101	415	0	51101	7	4	1	1	415	0	1863790.21	0	0	276.67	446.54	723.2
"694"	15	53	24	7	4	1	1	3	906.18465909	1122.76518688	54	1501	20	0	51501	8	12	1	1.02	20.4	0	274852.92	0	3	936.43	0	936.43
"695"	15	53	24	7	4	1	1	3	906.18465909	1122.76518688	54	1601	120	30	51601	8	12	1	1.02	122.4	30.6	1649117.51	412279.38	3	936.43	0	936.43
"696"	15	53	24	7	4	1	1	3	906.18465909	1122.76518688	55	3801	630	55	53801	0	0	1	1.05	661.5	57.75	742709.17	64839.69	3	936.43	0	936.43
"697"	15	53	24	7	4	1	1	3	906.18465909	1122.76518688	55	3701	640	55	53701	0	0	1	1.05	672	57.75	754498.21	64839.69	3	936.43	0	936.43
"698"	15	53	24	7	6	1	1	3	906.18465909	1122.76518688	54	801	3600	0	50801	8	12	1	1.02	3672	0	49473525.19	0	0	4908	427.05	5335.05
"699"	15	53	24	7	6	1	1	3	906.18465909	1122.76518688	56	101	9600	0	50101	0	0	1	1.07	10272	0	11533044	0	0	4908	427.05	5335.05
"700"	15	53	24	7	6	1	1	3	906.18465909	1122.76518688	57	101	9000	0	50101	0	0	1	1.07	9630	0	10812228.75	0	0	4908	427.05	5335.05
"701"	15	53	24	7	8	1	1	3	906.18465909	1122.76518688	54	801	1000	0	50801	9	8	1	1.02	1020	0	9161763.92	0	0	4959.34	560.58	5519.91
"702"	15	53	24	7	8	1	1	3	906.18465909	1122.76518688	54	1601	150	0	51601	9	12	1	1.02	153	0	2061396.88	0	0	4959.34	560.58	5519.91
"703"	15	53	24	7	8	1	1	3	906.18465909	1122.76518688	54	1501	144	0	51501	9	12	1	1.02	146.88	0	1978941.01	0	0	4959.34	560.58	5519.91
"704"	15	53	24	7	8	1	1	3	906.18465909	1122.76518688	55	701	8500	0	50701	0	0	1	0.91	7735	0	8684588.72	0	0	4959.34	560.58	5519.91
"705"	15	53	24	7	8	1	2	3	906.18465909	1122.76518688	54	1601	90	0	51601	9	9	1	1.02	91.8	0	927628.6	0	0	4959.34	560.58	5519.91
"706"	15	53	24	7	8	1	2	3	906.18465909	1122.76518688	55	3801	706	0	53801	0	0	1	1.05	741.3	0	832305.83	0	0	4959.34	560.58	5519.91
"707"	15	53	24	7	8	1	2	3	906.18465909	1122.76518688	55	3701	530	0	53701	0	0	1	1.05	556.5	0	624818.83	0	0	4959.34	560.58	5519.91
"708"	15	53	24	7	9	1	1	3	906.18465909	1122.76518688	54	101	1300	0	50101	9	5	1	1	1300	0	7297973.71	0	0	629.17	0	629.17
"709"	15	53	24	7	9	1	1	3	906.18465909	1122.76518688	55	6401	1000	0	56401	0	0	1	1.05	1050	0	1178903.45	0	0	629.17	0	629.17
"710"	15	53	24	7	9	1	1	3	906.18465909	1122.76518688	56	101	15000	0	50101	0	0	1	1.06	15900	0	17851966.47	0	0	629.17	0	629.17
"711"	15	53	24	7	9	1	1	3	906.18465909	1122.76518688	57	101	15000	0	50101	0	0	1	1.06	15900	0	17851966.47	0	0	629.17	0	629.17
"712"	15	53	25	5	10	1	1	3	1346.01033058	1667.71035593	54	801	300	0	50801	1	12	1	1	300	0	6003757.28	0	0	3640	314.37	3954.37
"713"	15	53	25	5	10	1	1	3	1346.01033058	1667.71035593	55	3801	1000	0	53801	0	0	1	1.02	1020	0	1701064.56	0	0	3640	314.37	3954.37
"714"	15	53	25	5	10	1	1	3	1346.01033058	1667.71035593	55	3701	3000	510	53701	0	0	1	1.02	3060	520.2	5103193.69	867542.93	0	3640	314.37	3954.37
"715"	15	53	25	5	2	1	1	3	1346.01033058	1667.71035593	54	701	300	0	50701	11	12	1	1	300	0	6003757.28	0	0	300	823.22	1123.22
"716"	15	53	25	5	6	1	1	3	1346.01033058	1667.71035593	54	401	800	0	50401	11	11	1	1.05	840	0	15409643.69	0	0	1141	459.88	1600.88
"717"	15	53	25	5	6	1	1	3	1346.01033058	1667.71035593	55	6501	800	0	56501	0	0	1	1.02	816	0	1360851.65	0	0	1141	459.88	1600.88
"718"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	54	1601	88	0	51601	10	8	1	1.02	89.76	0	632078.96	0	0	3020.74	189.02	3209.76
"719"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	54	1501	370	53	51501	10	8	1	1.02	377.4	54.06	2657604.72	380683.92	0	3020.74	189.02	3209.76
"720"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	55	3701	612	0	53701	0	0	1	1.02	624.24	0	549477.73	0	0	3020.74	189.02	3209.76
"721"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	55	3801	1270	0	53801	0	0	1	1.02	1295.4	0	1140256.08	0	0	3020.74	189.02	3209.76
"722"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	55	1701	2960	0	51701	0	0	1	1	2960	0	2605494.82	0	0	3020.74	189.02	3209.76
"723"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	55	6301	2100	0	56301	0	0	1	1.02	2142	0	1885462.81	0	0	3020.74	189.02	3209.76
"724"	15	53	26	3	11	1	2	3	710.43814433	880.2347379	55	102	38	0	50102	0	0	1	1	38	0	33448.92	0	0	3020.74	189.02	3209.76
"725"	15	53	26	3	12	1	1	3	710.43814433	880.2347379	54	1601	150	0	51601	12	12	1	1	150	0	1584422.53	0	0	1354.1	397.24	1751.34
"726"	15	53	26	3	12	1	1	3	710.43814433	880.2347379	55	3701	999999	0	53701	0	0	1	1.02	864	0	760522.81	0	1	1354.1	397.24	1751.34
"727"	15	53	26	3	12	1	1	3	710.43814433	880.2347379	55	4501	999999	0	54501	0	0	1	1.02	367.2	0	323222.2	0	1	1354.1	397.24	1751.34
"728"	15	53	26	3	12	1	1	3	710.43814433	880.2347379	55	4101	999999	0	54101	0	0	1	1.09	690	0	607361.97	0	1	1354.1	397.24	1751.34
"729"	15	53	26	3	12	1	1	3	710.43814433	880.2347379	55	3801	999999	0	53801	0	0	1	1.02	408	0	359135.77	0	1	1354.1	397.24	1751.34
"730"	15	53	26	3	2	1	2	3	710.43814433	880.2347379	54	301	4086	1603	50301	11	12	1	1.05	4290.3	1683.15	45317653.15	17778805.19	0	5118.02	475.53	5593.54
"731"	15	53	26	3	2	1	2	3	710.43814433	880.2347379	55	6501	4086	1603	56501	0	0	1	1.03	4208.58	1651.09	3704538.31	1453346.77	0	5118.02	475.53	5593.54
"732"	15	53	26	3	3	1	1	3	710.43814433	880.2347379	54	1501	999999	0	51501	11	12	1	1.01	600	0	6337690.11	0	1	5293.83	1087.63	6381.46
"733"	15	53	26	3	3	1	1	3	710.43814433	880.2347379	55	401	999999	0	50401	0	0	1	1.03	966	0	850306.76	0	1	5293.83	1087.63	6381.46
"734"	15	53	26	3	3	1	1	3	710.43814433	880.2347379	55	3701	999999	0	53701	0	0	1	1.03	5350	0	4709255.85	0	1	5293.83	1087.63	6381.46
"735"	15	53	26	3	3	1	1	3	710.43814433	880.2347379	55	4101	999999	0	54101	0	0	1	1.09	1050	0	924246.47	0	1	5293.83	1087.63	6381.46
"736"	15	53	26	3	3	1	1	3	710.43814433	880.2347379	56	202	999999	0	50202	0	0	1	1.03	159000	0	139957323.33	0	1	5293.83	1087.63	6381.46
"737"	15	53	26	3	3	1	1	3	710.43814433	880.2347379	57	201	999999	0	50201	0	0	1	1.03	44520	0	39188050.53	0	1	5293.83	1087.63	6381.46
"738"	15	53	26	3	5	1	1	3	710.43814433	880.2347379	55	3701	610	48	53701	0	0	1	1.02	622.2	48.96	547682.05	43096.29	3	1760.9	338.77	2099.67
"739"	15	53	26	3	5	1	1	3	710.43814433	880.2347379	55	3801	200	0	53801	0	0	1	1.02	204	0	179567.89	0	3	1760.9	338.77	2099.67
"740"	15	53	26	3	5	1	2	3	710.43814433	880.2347379	54	1601	300	0	51601	11	12	1	1.01	303	0	3200533.51	0	3	1760.9	338.77	2099.67
"741"	15	53	26	3	5	1	2	3	710.43814433	880.2347379	55	3701	180	0	53701	0	0	1	1.03	185.4	0	163195.52	0	3	1760.9	338.77	2099.67
"742"	15	53	27	1	1	1	1	3	1457.22688752	1805.50796383	54	101	415	0	50101	1	12	1	1	415	0	8991429.66	0	3	897.28	347.25	1244.53
"743"	15	53	27	1	1	1	1	3	1457.22688752	1805.50796383	55	6401	415	0	56401	0	0	1	1.02	423.3	0	764271.52	0	3	897.28	347.25	1244.53
"744"	15	53	27	1	1	1	2	3	1457.22688752	1805.50796383	54	801	300	0	50801	3	12	1	0.99	297	0	6434830.38	0	0	897.28	347.25	1244.53
"745"	15	53	27	1	2	1	1	3	1457.22688752	1805.50796383	54	101	415	0	50101	1	12	1	1	415	0	8991429.66	0	3	2357.78	550.75	2908.53
"746"	15	53	27	1	2	1	1	3	1457.22688752	1805.50796383	55	6401	415	0	56401	0	0	1	1.02	423.3	0	764271.52	0	3	2357.78	550.75	2908.53
"747"	15	53	27	1	7	1	1	3	1457.22688752	1805.50796383	54	1601	120	0	51601	12	7	1	1	120	0	1516626.69	0	0	525.2	242.98	768.18
"748"	15	53	27	1	7	1	1	3	1457.22688752	1805.50796383	55	3801	660	0	53801	0	0	1	1.02	673.2	0	1215467.96	0	0	525.2	242.98	768.18
"749"	15	53	27	1	7	1	1	3	1457.22688752	1805.50796383	55	1701	415	0	51701	0	0	1	1	415	0	749285.8	0	0	525.2	242.98	768.18
"750"	15	53	27	1	7	1	1	3	1457.22688752	1805.50796383	55	6201	1100	0	56201	0	0	1	1.02	1122	0	2025779.94	0	0	525.2	242.98	768.18
"751"	15	53	28	0	10	1	1	3	869.61583044	1077.45631155	54	1001	60	0	51001	11	12	1	1.01	60.6	0	783526.23	0	3	1008.6	19.28	1027.88
"752"	15	53	28	0	2	1	1	3	869.61583044	1077.45631155	54	1601	999999	0	51601	11	12	1	1.01	97.02	0	1254417.74	0	1	3402.05	34.37	3436.43
"753"	15	53	28	0	2	1	1	3	869.61583044	1077.45631155	54	1501	170	0	51501	11	12	1	1.01	171.7	0	2219990.98	0	0	3402.05	34.37	3436.43
"754"	15	53	28	0	2	1	1	3	869.61583044	1077.45631155	55	3701	2500	0	53701	0	0	1	1.03	2575	0	2774450	0	0	3402.05	34.37	3436.43
"755"	15	53	28	0	2	1	1	3	869.61583044	1077.45631155	55	3801	1500	0	53801	0	0	1	1.03	1545	0	1664670	0	0	3402.05	34.37	3436.43
"756"	15	53	28	0	4	1	1	3	869.61583044	1077.45631155	54	101	415	0	50101	11	12	1	1	415	0	5365732.43	0	0	2769.96	550.28	3320.24
"757"	15	53	28	0	4	1	1	3	869.61583044	1077.45631155	55	6401	520	0	56401	0	0	1	1.03	535.6	0	577085.6	0	0	2769.96	550.28	3320.24
"758"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	54	1601	135	30	51601	11	12	1	1.01	136.35	30.3	1762934.02	391763.11	0	2769.96	550.28	3320.24
"759"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	54	1501	140	0	51501	11	12	1	1.01	141.4	0	1828227.87	0	0	2769.96	550.28	3320.24
"760"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	55	201	415	0	50201	0	0	1	1.03	427.45	0	460558.7	0	0	2769.96	550.28	3320.24
"761"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	55	3801	500	0	53801	0	0	1	1.03	515	0	554890	0	0	2769.96	550.28	3320.24
"762"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	55	3701	500	0	53701	0	0	1	1.03	515	0	554890	0	0	2769.96	550.28	3320.24
"763"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	56	101	2000	0	50101	0	0	1	1.05	2100	0	2262658.25	0	0	2769.96	550.28	3320.24
"764"	15	53	28	0	4	1	2	3	869.61583044	1077.45631155	57	101	2000	0	50101	0	0	1	1.05	2100	0	2262658.25	0	0	2769.96	550.28	3320.24
