referencia|municipio|A01setor|A01nficha|A01npessoas|D01|D02|D06|D03|D04|D05|D07|D08|D09|D10|D11|D12|D13|D14|D15|D16|D17|D18|D19|D20|D21|D22|E01|E02|E03|E04|E05|E06|E07|E08|E09|E10|E11|E12|E13|E14|E15|PESO|PROJ_POP|pos_estrato
2016|43|15|2158|4|7156|2|99|2|3|40|2|1|1|9|99|9999|99|99|21|1|0|43|43|0|99|99|0|99|15|5|0|5|99|99|99|99|99|99999|0|0|43|30,2614632950533|2118,30243065373|03209
2016|43|15|2158|4|7155|4|99|1|3|20|1|1|1|1|1|1996|1|9|20|1|0|43|43|0|99|99|2|1|15|5|0|1|4|1|1|4|3|77777|0|2|43|25,061705110417|2506,1705110417|03105
2016|43|15|2158|4|7157|1|99|1|3|47|2|1|1|7|99|1969|7|1|47|1|0|43|43|0|99|99|0|99|16|99|0|1|4|1|1|4|3|77777|0|2|43|32,1333041306373|1606,66520653186|03110
2016|43|15|2160|2|7161|2|99|2|4|44|7|1|2|6|99|2011|6|6|5|0|0|13|43|3|1|1|0|99|13|1|0|1|4|1|52|3|1|1200|0|2|43|30,2614632950533|2118,30243065373|03209
2016|43|15|2160|2|7160|1|99|1|3|41|7|1|1|13|99|2000|13|6|16|3|0|13|43|3|1|1|0|99|14|99|0|1|9|1|43|2|1|880|0|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2161|6|7166|4|99|1|4|20|1|1|2|1|2|1996|9|88|20|0|0|43|43|0|99|99|0|99|13|2|0|0|99|99|99|99|99|99999|0|99|0|25,061705110417|2506,1705110417|03105
2016|43|15|2161|6|7162|6|1|2|1|2|99|1|2|1|2|2014|9|88|2|0|0|43|43|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|45,3686218326791|2586,01144446271|03201
2016|43|15|2161|6|7167|1|99|2|4|48|6|1|2|27|99|1984|27|9|32|0|0|43|43|0|99|99|0|99|11|7|0|1|9|1|43|1|11|880|0|2|43|23,8864319819955|1695,93667072168|03210
2016|43|15|2161|6|7163|4|1|1|4|8|99|1|2|1|2|2008|9|88|8|0|0|43|43|99|99|99|0|99|11|3|0|99|99|99|99|99|99|99999|99999|99|99|29,6253804089722|2488,53195435366|03102
2016|43|15|2161|6|7164|4|1|1|4|11|99|1|2|1|2|2005|9|88|11|0|0|43|43|99|99|99|1|43|11|6|0|7|99|99|99|99|99|99999|0|99|0|30,4401642288705|2404,77297408077|03103
2016|43|15|2161|6|7165|4|99|2|4|18|1|2|2|1|2|1998|9|88|18|0|0|43|43|0|99|99|0|99|13|2|0|0|99|99|99|99|99|99999|0|99|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2162|5|7171|2|99|2|3|28|2|3|1|1|1|2012|9|3|4|3|2|1|43|0|99|99|0|99|14|99|0|1|4|6|43|2|11|800|0|2|43|36,0517712654682|2451,52044605184|03206
2016|43|15|2162|5|7170|4|1|2|4|11|99|3|1|1|1|2012|9|3|4|3|0|1|43|99|99|99|1|43|11|2|0|7|99|99|99|99|99|99999|0|99|0|27,0880136184892|2275,39314395309|03203
2016|43|15|2162|5|7168|4|1|1|3|3|99|3|1|1|1|8888|88|3|3|3|2|1|43|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|39,4468296602876|2682,38441689956|03101
2016|43|15|2162|5|7169|4|1|2|3|9|99|3|1|1|1|2012|9|3|4|3|2|1|43|99|99|99|2|43|11|3|0|99|99|99|99|99|99|99999|99999|99|99|31,1443145078933|2398,11221710779|03202
2016|43|15|2162|5|7172|1|99|1|3|40|2|3|1|1|1|2012|9|3|4|3|2|1|43|0|99|99|0|99|15|3|0|1|6|1|1|4|1|2200|0|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2163|6|7178|6|99|2|2|76|8|1|1|10|99|2009|9|4|7|1|0|43|43|0|99|99|0|99|1|99|0|2|99|99|99|99|99|99999|900|99|0|22,9998463483713|804,994622192997|03215
2016|43|15|2163|6|7173|4|1|1|2|6|99|1|1|9|99|9999|99|99|6|1|0|43|43|99|99|99|1|43|6|99|0|99|99|99|99|99|99|99999|99999|99|99|29,6253804089722|2488,53195435366|03102
2016|43|15|2163|6|7174|4|1|2|2|11|99|1|1|9|99|9999|99|99|888|1|0|43|43|99|99|99|1|43|11|6|0|7|99|99|99|99|99|99999|0|99|0|27,0880136184892|2275,39314395309|03203
2016|43|15|2163|6|7175|4|1|2|2|13|99|1|1|9|99|9999|99|99|7|1|0|43|43|99|99|99|1|43|11|8|0|7|99|99|99|99|99|99999|0|99|0|27,0880136184892|2275,39314395309|03203
2016|43|15|2163|6|7176|2|99|2|2|35|7|1|2|15|99|8888|9|4|7|1|0|43|43|0|99|99|0|99|11|8|0|1|4|1|1|4|1|900|0|2|43|31,3693893829799|2509,55115063839|03208
2016|43|15|2163|6|7177|1|99|1|2|37|7|1|2|15|99|8888|9|4|888|1|0|43|43|0|99|99|0|99|11|8|0|1|2|2|56|1|1|800|0|1|43|26,6149766958678|2209,04306575703|03108
2016|43|15|2164|4|7182|2|99|2|3|47|4|1|1|20|99|1980|20|1|36|1|0|43|43|0|99|99|0|99|11|8|0|5|99|99|99|99|99|99999|0|0|43|23,8864319819955|1695,93667072168|03210
2016|43|15|2164|4|7180|4|99|2|4|16|1|1|1|9|99|9999|99|99|888|1|0|43|43|0|99|99|2|43|13|1|0|7|99|99|99|99|99|99999|0|0|43|23,5845849087621|2429,2122456025|03204
2016|43|15|2164|4|7179|4|1|2|3|13|99|1|1|9|99|9999|99|99|8|1|0|43|43|99|99|99|1|43|11|8|0|7|99|99|99|99|99|99999|0|99|43|27,0880136184892|2275,39314395309|03203
2016|43|15|2164|4|7181|1|99|1|3|44|4|1|1|25|99|8888|88|1|888|1|0|43|43|0|99|99|0|99|14|99|0|1|19|4|1|1|3|3000|0|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2166|2|7188|1|99|1|2|44|7|1|2|27|99|1990|27|1|26|0|0|0|43|0|99|99|0|99|16|99|0|1|11|4|13|2|3|3500|0|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2166|2|7189|2|99|2|2|47|7|1|2|17|99|1980|17|6|36|0|2|52|43|0|99|99|0|99|14|99|0|1|4|1|1|4|3|3500|0|2|43|23,8864319819955|1695,93667072168|03210
2016|43|15|2167|5|7190|4|1|2|4|9|99|0|99|2|99|2007|1|3|9|1|0|2|43|99|99|99|1|43|11|2|0|99|99|99|99|99|99|99999|99999|99|99|31,1443145078933|2398,11221710779|03202
2016|43|15|2167|5|7194|1|99|2|1|36|7|0|99|2|99|2000|2|3|16|1|0|2|43|0|99|99|0|99|15|3|0|5|99|99|99|99|99|99999|0|0|43|31,3693893829799|2509,55115063839|03208
2016|43|15|2167|5|7192|4|99|2|1|18|1|0|99|2|99|2000|1|3|16|1|0|2|43|0|99|99|1|43|13|1|0|7|99|99|99|99|99|99999|0|0|43|23,5845849087621|2429,2122456025|03204
2016|43|15|2167|5|7191|4|99|1|1|18|1|0|99|1|1|2000|1|3|16|1|0|2|43|0|99|99|1|43|13|2|0|7|99|99|99|99|99|99999|0|0|43|27,3717971800718|2518,20534056661|03104
2016|43|15|2167|5|7193|2|99|1|1|35|7|0|99|1|1|2000|1|3|16|1|2|2|43|0|99|99|0|99|13|2|0|1|4|2|43|1|11|880|0|1|43|26,6149766958678|2209,04306575703|03108
2016|43|15|2168|4|7197|1|99|2|4|42|2|1|2|10|99|1986|14|7|30|0|0|1|43|0|99|99|1|43|13|1|0|5|99|99|99|99|99|99999|77777|0|43|30,2614632950533|2118,30243065373|03209
2016|43|15|2168|4|7195|4|0|2|4|13|99|1|1|1|4|2002|1|88|12|1|0|1|43|99|99|99|1|43|88|99|5|1|9|6|20|4|1|0|0|88|43|27,0880136184892|2275,39314395309|03203
2016|43|15|2168|4|7198|10|99|1|2|60|2|1|2|12|99|1986|13|6|30|0|0|1|43|0|99|99|1|48|11|88|0|2|99|99|99|99|99|99999|77777|99|43|14,1053126831663|691,160321475149|03113
2016|43|15|2168|4|7196|4|99|2|4|20|1|1|2|1|4|1995|1|88|20|1|0|1|43|0|99|99|1|43|11|88|0|7|99|99|99|99|99|99999|0|0|43|36,5916347197107|2524,82279566004|03205
2016|43|15|2171|2|7207|1|99|2|2|66|8|2|2|6|99|1976|6|9|40|0|0|1|1|12|3|2|0|99|11|4|0|2|99|99|99|99|99|99999|900|99|43|12,6945241700666|558,559063482931|03214
2016|43|15|2171|2|7206|4|99|1|2|42|1|2|2|6|99|1976|6|9|40|4|0|1|1|0|99|99|0|99|11|4|0|2|99|99|99|99|99|99999|900|99|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2172|1|7208|1|99|1|4|63|1|1|2|13|99|1991|1|3|25|0|0|43|43|0|99|99|0|99|11|3|0|0|99|99|99|99|99|99999|77777|99|43|14,1053126831663|691,160321475149|03113
2016|43|15|2174|3|7214|6|99|2|1|43|3|1|2|23|99|1993|22|3|23|1|0|43|43|0|99|99|1|2|14|99|6|1|4|88|1|4|1|77777|77777|2|1|30,2614632950533|2118,30243065373|03209
2016|43|15|2174|3|7215|6|99|1|4|44|3|1|2|25|99|1993|25|3|23|1|0|43|43|0|99|99|1|2|14|99|6|1|4|11|1|4|1|88888|88888|2|1|26,1471774839939|1934,89113381555|03109
2016|43|15|2174|3|7213|1|99|1|1|24|3|1|2|25|99|1993|25|3|23|0|0|43|43|0|99|99|1|43|14|99|0|1|4|88|1|4|1|0|77777|2|1|25,061705110417|2506,1705110417|03105
2016|43|15|2175|4|7219|2|99|2|4|29|2|2|1|10|99|2005|10|6|11|3|0|43|43|0|99|99|0|99|14|99|0|1|14|6|43|1|11|1000|0|2|43|36,0517712654682|2451,52044605184|03206
2016|43|15|2175|4|7218|1|99|1|4|29|2|2|1|6|99|1995|6|1|21|3|1|43|43|0|99|99|0|99|14|99|0|1|4|1|43|1|3|1600|0|2|43|32,6838837159026|2385,92351126089|03106
2016|43|15|2175|4|7216|4|0|1|4|1|99|2|1|1|1|2015|9|1|1|0|0|43|43|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|39,4468296602876|2682,38441689956|03101
2016|43|15|2175|4|7217|4|0|2|4|7|99|2|1|1|1|2009|9|1|7|3|0|43|43|99|99|99|1|43|11|1|0|99|99|99|99|99|99|99999|99999|99|99|31,1443145078933|2398,11221710779|03202
2016|43|15|2177|9|7226|4|99|2|4|16|1|2|1|1|2|2000|1|1|16|3|0|2|43|11|3|1|1|43|13|2|0|7|99|99|99|99|99|99999|0|0|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2177|9|7231|6|99|2|2|56|1|2|1|14|99|8888|14|1|888|3|0|2|43|0|99|99|0|99|88|99|0|2|99|99|99|99|99|99999|0|99|43|18,5687871824814|1076,98965658392|03212
2016|43|15|2177|9|7230|1|99|1|2|40|1|2|1|14|99|8888|14|3|888|3|0|2|43|0|99|99|0|99|14|99|0|1|2|1|43|1|11|88888|88888|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2177|9|7228|4|99|2|2|23|1|2|1|10|99|8888|10|1|888|3|0|2|43|0|99|99|1|43|13|2|0|1|4|1|52|2|1|77777|0|88|43|36,5916347197107|2524,82279566004|03205
2016|43|15|2177|9|7227|4|99|2|5|17|1|2|1|1|2|1999|1|1|17|3|0|2|43|0|99|99|1|43|13|1|4|7|99|99|99|99|99|99999|0|0|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2177|9|7223|6|1|1|1|4|99|1|1|1|2|2012|1|1|4|3|0|2|43|99|99|99|1|43|6|99|0|99|99|99|99|99|99|99999|99999|99|99|39,4468296602876|2682,38441689956|03101
2016|43|15|2177|9|7224|6|1|1|1|7|99|2|1|1|2|2009|1|1|7|3|0|2|43|99|99|99|1|43|11|1|0|99|99|99|99|99|99|99999|99999|99|99|29,6253804089722|2488,53195435366|03102
2016|43|15|2177|9|7229|6|99|1|2|26|1|2|1|14|99|8888|14|1|888|3|0|2|43|0|99|99|0|99|88|99|0|6|99|99|99|99|99|99999|0|0|0|32,6838837159026|2385,92351126089|03106
2016|43|15|2177|9|7225|4|0|1|1|10|99|2|1|1|2|2006|1|1|888|3|0|2|43|99|99|99|1|43|11|3|0|7|99|99|99|99|99|99999|0|99|0|30,4401642288705|2404,77297408077|03103
2016|43|15|2179|6|7243|2|99|2|4|51|4|2|2|2|99|2006|7|7|10|0|0|1|43|0|99|99|0|99|13|88|0|2|99|99|99|99|99|99999|0|99|43|22,4043493827194|1366,66531234588|03211
2016|43|15|2179|6|7242|4|99|2|4|30|1|1|2|6|99|2006|6|7|10|0|0|43|43|0|99|99|1|43|3|99|0|7|99|99|99|99|99|99999|0|0|43|28,5315163441309|2539,30495462765|03207
2016|43|15|2179|6|7240|4|99|1|4|15|1|1|2|2|99|2006|6|7|10|0|0|43|43|99|99|99|0|99|11|88|0|1|2|2|53|4|1|880|0|88|43|27,3717971800718|2518,20534056661|03104
2016|43|15|2179|6|7239|6|1|2|4|5|99|1|2|2|99|8888|6|7|888|0|0|43|0|99|99|99|1|43|6|99|0|99|99|99|99|99|99|99999|99999|99|99|31,1443145078933|2398,11221710779|03202
2016|43|15|2179|6|7241|4|99|1|4|24|1|1|2|6|99|2006|6|7|10|0|0|43|43|0|99|99|0|99|14|99|0|1|12|1|43|1|9|0|0|2|43|25,061705110417|2506,1705110417|03105
2016|43|15|2179|6|7244|1|99|1|4|52|4|1|2|6|99|2006|6|7|10|0|0|43|43|0|99|99|0|99|11|88|0|1|2|2|56|4|1|880|0|88|43|23,6685476702264|1254,433026522|03111
2016|43|15|2180|6|7250|10|99|1|2|43|7|3|2|18|99|2005|1|3|11|3|0|43|43|0|99|99|0|99|88|99|0|1|4|1|1|4|1|77777|77777|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2180|6|7245|4|0|2|4|0|99|1|2|1|1|2016|88|88|0|0|0|43|43|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|45,3686218326791|2586,01144446271|03201
2016|43|15|2180|6|7246|4|99|2|4|15|1|3|2|1|1|2005|1|1|11|3|0|43|43|99|99|99|1|43|13|2|0|7|99|99|99|99|99|99999|0|0|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2180|6|7247|4|99|2|4|18|1|3|2|1|1|2005|1|1|11|3|0|43|43|0|99|99|1|43|13|2|0|7|99|99|99|99|99|99999|0|0|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2180|6|7248|4|99|2|4|23|1|3|2|7|99|2005|1|1|11|3|0|43|43|0|99|99|1|43|14|99|0|7|99|99|99|99|99|99999|0|0|0|36,5916347197107|2524,82279566004|03205
2016|43|15|2180|6|7249|1|99|2|4|42|7|3|2|7|99|2005|1|3|11|3|0|43|43|0|99|99|0|99|11|6|0|1|4|1|43|1|11|77777|77777|2|43|30,2614632950533|2118,30243065373|03209
2016|43|15|2184|3|7259|4|99|1|4|16|1|1|1|1|2|2000|1|1|16|0|0|43|43|0|99|99|1|43|11|8|0|8|99|99|99|99|99|99999|0|0|0|27,3717971800718|2518,20534056661|03104
2016|43|15|2184|3|7260|10|99|2|4|25|1|1|1|10|99|8888|88|88|888|0|0|43|43|0|99|99|0|99|88|99|0|1|4|88|43|1|1|800|0|2|43|36,0517712654682|2451,52044605184|03206
2016|43|15|2184|3|7261|1|99|2|4|36|1|1|1|88|99|9999|99|99|888|0|0|43|43|0|99|99|0|99|88|99|0|1|16|88|1|4|1|800|0|2|43|31,3693893829799|2509,55115063839|03208
2016|43|15|2187|4|7269|2|99|2|1|26|2|3|1|16|99|1989|1|3|20|0|0|43|0|0|99|99|0|99|16|99|0|0|99|99|99|99|99|99999|0|99|0|36,0517712654682|2451,52044605184|03206
2016|43|15|2187|4|7267|4|0|1|1|2|99|3|1|1|1|2014|1|1|2|0|0|43|0|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|39,4468296602876|2682,38441689956|03101
2016|43|15|2187|4|7270|1|99|1|1|31|2|3|1|16|99|1987|1|3|31|0|0|43|0|0|99|99|0|99|14|99|0|1|5|1|1|2|5|2800|0|2|43|29,1830020925804|2334,64016740643|03107
2016|43|15|2187|4|7268|4|0|1|1|5|99|3|1|1|1|2011|1|1|5|0|0|43|0|99|99|99|0|99|6|99|0|99|99|99|99|99|99|99999|99999|99|99|29,6253804089722|2488,53195435366|03102
2016|43|15|2189|5|7279|4|99|2|4|19|1|3|1|1|2|1997|9|88|11|1|0|0|43|0|99|99|0|99|14|99|0|0|99|99|99|99|99|99999|0|99|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2189|5|7278|4|99|1|4|17|1|3|1|1|2|1999|88|88|17|1|0|0|43|0|99|99|0|99|11|8|0|0|99|99|99|99|99|99999|0|99|0|27,3717971800718|2518,20534056661|03104
2016|43|15|2189|5|7276|4|1|2|4|11|99|3|1|1|2|2004|1|88|11|0|0|43|0|99|99|99|1|43|11|5|0|7|99|99|99|99|99|99999|0|99|0|27,0880136184892|2275,39314395309|03203
2016|43|15|2189|5|7277|4|99|1|4|14|1|3|1|1|2|2002|9|88|14|1|0|0|43|99|99|99|1|43|11|7|0|7|99|99|99|99|99|99999|0|0|0|30,4401642288705|2404,77297408077|03103
2016|43|15|2189|5|7280|1|99|2|4|57|5|3|1|27|99|1996|1|3|20|1|0|0|43|0|99|99|0|99|11|6|0|1|13|2|1|5|1|1500|0|1|43|18,5687871824814|1076,98965658392|03212
2016|43|15|2191|2|7283|1|99|1|2|72|1|1|1|9|99|9999|99|99|40|0|0|43|43|0|99|99|0|99|1|99|0|2|99|99|99|99|99|99999|880|99|43|21,5767259343956|604,148326163077|03115
2016|43|15|2191|2|7284|2|99|2|2|76|7|3|1|13|99|1983|13|9|33|0|0|43|43|0|99|99|0|99|11|8|0|4|99|99|99|99|99|99999|1000|0|43|22,9998463483713|804,994622192997|03215
2016|43|15|2192|2|7286|1|99|2|2|42|3|3|1|9|99|9999|99|99|6|0|0|43|43|0|99|99|0|99|14|99|0|5|99|99|99|99|99|99999|0|0|2|30,2614632950533|2118,30243065373|03209
2016|43|15|2192|2|7285|2|99|1|2|41|3|3|1|26|99|2010|88|88|6|0|0|43|43|0|99|99|0|99|14|99|0|1|2|2|88|4|1|88888|88888|2|2|26,1471774839939|1934,89113381555|03109
2016|43|15|2193|3|7288|2|99|1|4|29|4|1|1|27|99|2008|27|6|8|3|0|43|43|9|1|3|0|99|14|99|0|1|5|13|1|6|3|3500|0|2|1|32,6838837159026|2385,92351126089|03106
2016|43|15|2193|3|7287|4|0|2|4|3|99|1|1|1|1|2013|9|1|3|3|0|43|43|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|45,3686218326791|2586,01144446271|03201
2016|43|15|2193|3|7289|1|99|2|4|30|4|1|1|27|99|2008|27|6|8|3|0|43|43|9|1|3|0|99|16|99|0|1|14|1|1|6|1|1000|0|2|1|28,5315163441309|2539,30495462765|03207
2016|43|15|2194|3|7291|4|99|1|1|19|7|0|99|1|1|1997|1|1|19|3|0|43|43|12|3|1|1|43|13|2|0|1|4|1|43|2|1|88888|88888|1|43|27,3717971800718|2518,20534056661|03104
2016|43|15|2194|3|7290|7|99|2|4|17|7|0|99|1|1|1999|1|1|17|3|0|43|43|0|99|99|1|43|13|2|0|1|4|1|43|2|1|88888|88888|1|43|23,5845849087621|2429,2122456025|03204
2016|43|15|2194|3|7292|1|99|2|2|51|5|2|1|13|99|1987|1|6|29|0|0|43|43|0|99|99|0|99|14|99|0|1|13|2|10|4|1|400|0|88|43|22,4043493827194|1366,66531234588|03211
2016|43|15|2195|4|7293|4|1|1|4|4|99|1|2|9|99|9999|99|99|888|0|0|43|43|99|99|99|2|1|5|99|0|99|99|99|99|99|99|99999|99999|99|99|39,4468296602876|2682,38441689956|03101
2016|43|15|2195|4|7294|4|99|1|4|15|1|1|2|1|1|2010|7|3|6|3|0|43|43|99|99|99|1|43|12|99|0|7|99|99|99|99|99|99999|0|0|0|27,3717971800718|2518,20534056661|03104
2016|43|15|2195|4|7295|1|99|2|4|32|2|1|2|1|1|2010|7|3|6|3|0|43|43|0|99|99|0|99|12|99|0|1|1|1|1|4|1|880|0|2|43|28,5315163441309|2539,30495462765|03207
2016|43|15|2195|4|7296|2|99|1|4|35|2|1|2|18|99|8888|7|3|888|1|0|43|43|0|99|99|0|99|88|99|0|1|1|1|1|4|1|880|0|2|43|26,6149766958678|2209,04306575703|03108
2016|43|15|2196|4|7298|6|99|2|1|30|1|3|1|27|99|8888|6|9|888|3|0|43|43|0|99|99|1|43|14|99|0|6|99|99|99|99|99|99999|0|0|43|28,5315163441309|2539,30495462765|03207
2016|43|15|2196|4|7300|6|99|2|1|88|1|3|1|27|99|8888|88|9|888|0|0|43|43|0|99|99|0|99|88|99|0|1|4|2|2|3|1|88888|88888|2|43|22,9998463483713|804,994622192997|03215
2016|43|15|2196|4|7299|1|99|2|1|55|5|3|1|27|99|1999|6|9|18|0|0|43|43|0|99|99|0|99|11|88|0|1|4|1|1|4|1|77777|77777|2|43|18,5687871824814|1076,98965658392|03212
2016|43|15|2196|4|7297|4|1|2|4|7|99|3|1|7|99|8888|88|9|888|0|0|43|43|99|99|99|0|99|11|2|0|99|99|99|99|99|99|99999|99999|99|99|31,1443145078933|2398,11221710779|03202
2016|43|15|2197|4|7303|4|99|2|4|15|1|3|2|1|1|2015|1|1|2|1|0|43|43|99|99|99|1|4|11|1|6|7|99|99|99|99|99|99999|88888|0|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2197|4|7302|4|0|2|4|11|99|3|1|1|1|2015|1|1|2|1|0|43|43|99|99|99|1|4|11|1|0|7|99|99|99|99|99|99999|0|99|0|27,0880136184892|2275,39314395309|03203
2016|43|15|2197|4|7301|4|0|2|4|6|99|0|99|1|1|2015|1|1|2|1|0|43|43|99|99|99|1|4|11|88|0|99|99|99|99|99|99|99999|99999|99|99|31,1443145078933|2398,11221710779|03202
2016|43|15|2197|4|7304|1|99|2|4|42|3|3|1|1|1|2015|1|3|2|0|0|0|0|0|99|99|1|4|14|99|0|1|11|6|43|3|1|77777|77777|2|43|30,2614632950533|2118,30243065373|03209
2016|43|15|2199|4|7310|4|99|2|1|21|1|1|2|1|1|8888|1|1|21|1|0|43|43|0|99|99|1|43|11|8|0|7|99|99|99|99|99|99999|0|0|0|36,5916347197107|2524,82279566004|03205
2016|43|15|2199|4|7312|1|99|1|1|76|8|1|2|17|99|1992|17|3|24|1|0|43|43|0|99|99|0|99|2|99|0|2|99|99|99|99|99|99999|1200|99|17|21,5767259343956|604,148326163077|03115
2016|43|15|2199|4|7311|4|99|2|1|40|1|1|2|10|99|1992|1|1|24|1|1|43|43|0|99|99|2|1|17|2|0|1|6|1|1|6|1|1600|1600|2|43|30,2614632950533|2118,30243065373|03209
2016|43|15|2199|4|7309|4|99|1|1|16|1|1|2|9|99|9999|99|99|888|1|0|43|43|0|99|99|1|43|13|2|0|7|99|99|99|99|99|99999|0|0|0|27,3717971800718|2518,20534056661|03104
2016|43|15|2201|4|7317|4|99|2|1|25|1|1|1|1|1|1994|1|3|22|1|0|43|43|0|99|99|1|43|16|99|0|7|99|99|99|99|99|99999|4500|0|43|36,0517712654682|2451,52044605184|03206
2016|43|15|2201|4|7318|4|99|1|1|37|1|1|1|1|1|1994|1|3|22|1|0|43|43|0|99|99|1|43|14|99|0|1|2|4|43|2|11|1200|0|2|43|26,6149766958678|2209,04306575703|03108
2016|43|15|2201|4|7319|2|99|2|1|56|4|1|1|13|99|1994|13|3|22|1|0|43|43|0|99|99|1|43|10|99|0|1|19|3|43|2|11|880|0|2|43|18,5687871824814|1076,98965658392|03212
2016|43|15|2201|4|7320|1|99|1|1|64|4|1|1|7|99|1994|7|3|22|1|0|43|43|0|99|99|0|99|11|8|0|1|2|2|43|2|11|800|0|2|43|14,1053126831663|691,160321475149|03113
2016|43|15|2202|5|7322|4|99|1|2|30|1|3|1|1|2|1986|1|1|30|1|1|1|43|12|3|1|0|99|14|99|0|1|11|1|52|1|1|0|0|2|1|29,1830020925804|2334,64016740643|03107
2016|43|15|2202|5|7324|1|99|1|4|57|4|3|1|19|99|1984|1|3|32|1|0|1|43|0|99|99|0|99|14|99|0|6|99|99|99|99|99|99999|0|0|0|20,5956798460798|926,805593073593|03112
2016|43|15|2202|5|7323|4|99|1|2|36|1|3|1|1|1|1980|1|3|32|1|0|1|43|0|99|99|0|99|14|99|0|6|99|99|99|99|99|99999|0|0|0|26,6149766958678|2209,04306575703|03108
2016|43|15|2202|5|7325|2|99|2|2|59|4|3|1|13|99|1984|1|3|32|1|0|1|43|0|99|99|0|99|14|99|0|1|17|1|43|1|11|0|0|2|43|18,5687871824814|1076,98965658392|03212
2016|43|15|2202|5|7321|4|99|1|4|20|1|3|1|9|99|9999|99|99|20|1|0|1|43|0|99|99|0|99|14|99|0|6|99|99|99|99|99|99999|0|0|0|25,061705110417|2506,1705110417|03105
2016|43|15|2205|4|7334|4|99|2|1|19|1|2|1|1|1|1997|1|9|19|1|0|43|43|0|99|99|0|99|14|99|0|0|99|99|99|99|99|99999|0|99|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2205|4|7336|1|99|1|1|50|2|0|99|15|99|1984|15|6|32|1|0|43|43|0|99|99|1|2|14|99|0|1|16|3|48|2|1|88888|88888|1|43|23,6685476702264|1254,433026522|03111
2016|43|15|2205|4|7335|2|99|2|1|49|2|0|99|1|1|1984|1|8|32|1|0|43|43|0|99|99|0|99|14|99|6|5|99|99|99|99|99|99999|0|0|0|23,8864319819955|1695,93667072168|03210
2016|43|15|2205|4|7333|4|99|2|1|16|1|2|1|1|1|1999|1|9|16|1|0|43|43|0|99|99|0|99|13|2|0|0|99|99|99|99|99|99999|0|99|0|23,5845849087621|2429,2122456025|03204
2016|43|15|2206|4|7339|2|99|2|4|37|2|2|1|1|1|2008|1|9|8|1|0|43|43|0|99|99|0|99|14|99|0|1|4|6|43|1|11|1000|0|3|43|31,3693893829799|2509,55115063839|03208
2016|43|15|2206|4|7338|4|99|1|4|17|1|2|1|1|1|2008|1|9|8|1|0|43|43|11|3|1|1|43|13|88|0|7|99|99|99|99|99|99999|0|0|0|27,3717971800718|2518,20534056661|03104
2016|43|15|2206|4|7337|4|0|1|4|11|99|2|1|1|1|2008|1|9|8|1|0|43|43|99|99|99|1|43|11|3|0|7|99|99|99|99|99|99999|0|99|0|30,4401642288705|2404,77297408077|03103
2016|43|15|2206|4|7340|1|99|1|4|40|2|2|1|1|4|2008|1|9|8|1|0|43|43|0|99|99|0|99|14|99|0|1|14|1|1|5|3|1300|0|2|43|26,1471774839939|1934,89113381555|03109
2016|43|15|2209|6|7353|1|99|1|4|41|7|2|1|5|99|1996|9|6|20|3|0|43|43|0|99|99|0|99|13|1|0|1|5|1|41|1|1|200|88888|2|52|26,1471774839939|1934,89113381555|03109
2016|43|15|2209|6|7351|5|99|1|4|19|1|2|1|1|88|1996|9|6|19|3|0|43|43|0|99|99|0|99|14|99|0|1|3|1|11|4|1|400|0|2|43|27,3717971800718|2518,20534056661|03104
2016|43|15|2209|6|7350|5|99|1|4|16|1|2|1|1|88|1999|9|6|16|3|0|43|43|0|99|99|0|99|13|2|0|4|99|99|99|99|99|99999|200|0|43|27,3717971800718|2518,20534056661|03104
2016|43|15|2209|6|7354|2|99|2|4|45|7|2|1|19|99|1996|9|6|20|3|0|43|43|0|99|99|0|99|13|2|0|5|99|99|99|99|99|99999|200|0|43|23,8864319819955|1695,93667072168|03210
2016|43|15|2209|6|7349|5|0|2|3|12|99|1|1|1|3|8888|9|6|888|3|0|43|43|99|99|99|1|43|11|6|0|7|99|99|99|99|99|99999|0|99|0|27,0880136184892|2275,39314395309|03203
