referencia|municipio|A01setor|A01nficha|A01npessoas|D01|D02|D06|D03|D04|D05|D07|D08|D09|D10|D11|D12|D13|D14|D15|D16|D17|D18|D19|D20|D21|D22|E01|E02|E03|E04|E05|E06|E07|E08|E09|E10|E11|E12|E13|E14|E15|PESO|PROJ_POP|pos_estrato
2018|41|1|5|3|13|1|99|1|1|52|2|1|1|6|99|1999|6|3|20|5|0|41|41|0|99|99|0|99|11|5|0|1|2|1|1|5|1|1300|0|4|41|49,2500138881598|5072,75143048046|01111
2018|41|1|5|3|11|4|99|1|4|23|1|1|1|1|1|1999|1|1|20|2|1|41|41|0|99|99|0|99|10|99|0|1|4|1|41|2|11|984|0|4|41|72,3912386786685|11220,6419951936|01105
2018|41|1|5|3|12|2|99|2|4|49|2|1|1|6|99|1999|6|1|20|5|0|41|41|0|99|99|0|99|11|5|0|5|99|99|99|99|99|99999|0|0|0|59,913153186574|6830,09946326943|01210
2018|41|1|6|3|16|2|99|1|1|33|7|1|2|27|99|2005|1|1|13|3|0|9|0|0|99|99|0|99|13|2|0|1|2|1|41|1|11|2500|0|2|41|92,6940978609345|9825,57437325905|01107
2018|41|1|6|3|15|1|99|2|4|26|7|1|2|7|99|1999|25|6|19|3|0|4|41|0|99|99|0|99|14|99|0|5|99|99|99|99|99|99999|130|0|32|94,0983636745448|10915,4101862472|01206
2018|41|1|6|3|14|4|0|2|1|5|99|1|2|1|2|2013|1|1|5|3|0|4|41|99|99|99|1|41|6|99|0|99|99|99|99|99|99|99999|99999|99|99|77,7348093315808|9483,64673845286|01202
2018|41|1|7|2|17|4|99|1|2|46|1|0|99|18|99|8888|18|6|888|0|0|0|0|0|99|99|0|99|12|99|0|1|2|2|41|88|3|88888|0|1|88|61,6372611617561|6595,1869443079|01110
2018|41|1|7|2|18|1|99|2|2|74|8|0|99|18|99|2001|18|1|17|0|0|41|0|0|99|99|0|99|1|99|0|2|99|99|99|99|99|99999|950|99|41|30,7238082852263|1874,1523053988|01215
2018|41|1|8|3|20|1|99|1|2|55|7|1|0|20|99|2018|1|3|1|3|1|0|0|0|99|99|0|99|14|99|0|1|9|1|1|6|1|1100|0|2|41|56,462571627118|3331,29172599996|01112
2018|41|1|8|3|21|2|99|2|4|60|7|1|2|7|99|2018|1|3|1|0|0|5|6|0|99|99|0|99|11|2|0|6|99|99|99|99|99|99999|950|0|6|40,1811246181652|2049,23735552643|01213
2018|41|1|8|3|19|6|99|1|1|15|1|1|0|1|1|2018|1|1|1|3|0|0|0|99|99|99|1|41|12|99|0|0|99|99|99|99|99|99999|0|99|0|59,7054015000203|9970,80205050339|01104
2018|41|1|9|3|23|4|99|1|1|24|1|1|2|1|1|2010|9|1|8|3|0|41|56|1|7|3|0|99|14|99|0|1|4|1|1|4|1|1000|0|2|41|72,3912386786685|11220,6419951936|01105
2018|41|1|9|3|24|1|99|2|1|41|1|1|1|1|2|2010|9|3|8|3|0|4|56|13|4|3|0|99|14|99|0|1|77|1|3|3|1|1420|1000|4|41|60,1656712758146|7941,86860840752|01209
2018|41|1|9|3|22|4|99|1|4|15|1|1|1|1|1|2010|9|1|8|3|0|41|56|99|99|99|2|41|13|1|0|0|99|99|99|99|99|99999|0|99|0|59,7054015000203|9970,80205050339|01104
2018|41|1|10|3|25|4|1|2|1|1|99|8|99|1|1|2017|1|1|1|0|0|41|41|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|93,375699779065|11111,7082737087|01201
2018|41|1|10|3|27|1|99|1|1|32|7|1|1|15|99|1995|1|3|24|3|0|41|41|0|99|99|0|99|13|1|0|1|77|1|1|3|3|1100|0|2|41|92,6940978609345|9825,57437325905|01107
2018|41|1|10|3|26|2|99|2|4|30|2|1|1|10|99|2004|1|1|14|3|0|41|41|0|99|99|0|99|10|99|0|1|77|1|1|3|1|1100|0|2|41|86,6012372563359|9785,93980996595|01207
2018|41|1|11|4|28|5|99|1|4|19|1|1|2|1|1|2000|1|1|18|3|0|41|41|0|99|99|1|41|7|99|0|1|2|2|32|3|12|0|0|1|41|59,7054015000203|9970,80205050339|01104
2018|41|1|11|4|29|5|99|1|4|30|2|1|2|1|1|2000|1|1|18|3|0|41|41|0|99|99|0|99|11|8|0|1|2|1|41|3|1|1500|0|2|41|92,6940978609345|9825,57437325905|01107
2018|41|1|11|4|31|2|99|2|4|51|7|1|2|9|99|9999|99|99|18|3|1|41|41|0|99|99|0|99|11|5|0|5|99|99|99|99|99|99999|1090|1|41|50,6946823016788|5170,85759477124|01211
2018|41|1|11|4|30|1|99|1|4|44|7|3|2|6|99|2012|1|5|6|3|1|41|41|0|99|99|0|99|11|4|0|1|2|2|32|3|1|1090|0|1|41|84,7033477069565|7453,89459821217|01109
2018|41|1|12|5|35|1|99|1|2|36|1|2|2|1|1|2012|1|1|6|3|0|41|41|0|99|99|0|99|11|7|0|1|17|1|29|6|1|1050|0|2|41|65,1109108090319|8464,41840517414|01108
2018|41|1|12|5|36|2|99|2|4|40|1|1|2|6|99|2012|6|1|6|3|0|32|41|0|99|99|0|99|11|6|0|1|13|2|20|6|1|1500|0|1|41|60,1656712758146|7941,86860840752|01209
2018|41|1|12|5|32|4|0|2|4|4|99|0|99|9|99|9999|99|99|4|0|0|41|41|99|99|99|1|41|6|99|0|99|99|99|99|99|99|99999|99999|99|99|93,375699779065|11111,7082737087|01201
2018|41|1|12|5|33|4|0|1|4|7|99|0|99|6|99|2012|6|1|7|0|0|41|41|99|99|99|1|41|11|3|0|99|99|99|99|99|99|99999|99999|99|99|69,6501929600632|9611,72662848872|01102
2018|41|1|12|5|34|4|99|2|4|18|1|0|99|6|99|2012|6|1|6|3|0|41|41|0|99|99|1|41|13|2|0|7|99|99|99|99|99|99999|0|0|0|64,375244327184|10106,9133593679|01204
2018|41|1|13|5|40|2|99|1|2|56|4|3|1|18|99|1980|1|6|38|3|0|41|41|0|99|99|0|99|11|5|0|1|77|2|41|1|11|500|0|1|41|56,462571627118|3331,29172599996|01112
2018|41|1|13|5|37|4|99|2|4|17|1|3|1|18|99|2003|18|1|17|3|0|41|41|0|99|99|1|41|13|3|0|7|99|99|99|99|99|99999|0|0|0|64,375244327184|10106,9133593679|01204
2018|41|1|13|5|39|1|99|2|4|48|4|3|1|18|99|1980|1|1|38|3|0|41|41|0|99|99|0|99|11|3|0|1|17|1|41|1|11|954|0|2|41|59,913153186574|6830,09946326943|01210
2018|41|1|13|5|41|6|99|2|4|80|8|1|1|18|99|2009|18|3|10|0|0|41|41|0|99|99|0|99|1|99|0|4|99|99|99|99|99|99999|954|0|41|30,7238082852263|1874,1523053988|01215
2018|41|1|13|5|38|4|99|1|4|28|1|0|99|1|2|1990|1|1|28|3|0|41|0|0|99|99|0|99|14|99|0|1|4|2|22|5|3|500|0|1|41|75,3235261755584|11072,5583478071|01106
2018|41|1|14|1|42|1|99|1|4|43|1|2|2|6|99|1995|1|3|23|0|0|41|41|12|3|1|0|99|11|5|0|2|99|99|99|99|99|99999|954|99|41|84,7033477069565|7453,89459821217|01109
2018|41|1|15|3|44|1|99|1|4|35|7|1|0|6|99|2005|6|6|13|3|0|9|41|9|1|3|0|99|14|99|0|1|77|1|1|3|3|2000|0|2|41|65,1109108090319|8464,41840517414|01108
2018|41|1|15|3|45|2|99|2|4|37|7|1|0|6|99|1998|1|6|11|3|0|9|41|9|1|3|0|99|14|99|0|1|13|1|1|3|3|1700|0|2|41|65,4567674441165|8771,20683751161|01208
2018|41|1|15|3|43|4|0|1|4|3|99|0|99|1|2|2016|1|1|3|0|0|9|41|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|83,9496286314242|11417,1494938737|01101
2018|41|1|16|4|49|1|99|1|1|39|1|2|2|1|2|2012|1|3|6|3|0|0|0|0|99|99|0|99|12|99|0|1|77|1|9|2|1|3500|0|2|41|65,1109108090319|8464,41840517414|01108
2018|41|1|16|4|47|4|99|2|4|18|1|0|99|1|2|2012|1|1|6|3|0|0|0|0|99|99|2|3|15|2|0|7|99|99|99|99|99|99999|0|0|0|64,375244327184|10106,9133593679|01204
2018|41|1|16|4|48|2|99|2|4|34|1|1|1|1|2|2012|1|1|6|3|0|0|0|0|99|99|0|99|14|99|0|5|99|99|99|99|99|99999|0|0|41|86,6012372563359|9785,93980996595|01207
2018|41|1|16|4|46|4|0|1|4|12|99|0|99|1|2|2012|1|1|6|3|0|0|0|99|99|99|1|41|11|6|0|7|99|99|99|99|99|99999|0|99|0|63,4692022031305|8949,1575106414|01103
2018|41|1|17|4|52|2|99|2|2|44|1|2|1|13|99|1987|1|3|33|3|0|41|41|0|99|99|0|99|11|4|0|1|14|11|41|1|11|1000|0|1|41|60,1656712758146|7941,86860840752|01209
2018|41|1|17|4|51|4|0|1|2|9|99|2|2|1|2|2009|1|1|9|0|0|41|41|99|99|99|1|41|11|3|0|99|99|99|99|99|99|99999|99999|99|99|69,6501929600632|9611,72662848872|01102
2018|41|1|17|4|53|1|99|1|1|47|1|2|1|18|99|1997|18|6|31|3|0|41|41|0|99|99|0|99|14|99|0|1|77|1|1|4|1|2500|0|2|41|61,6372611617561|6595,1869443079|01110
2018|41|1|17|4|50|4|0|2|4|3|99|2|2|1|2|2015|1|1|3|0|0|41|41|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|93,375699779065|11111,7082737087|01201
2018|41|1|18|3|56|1|99|2|4|45|1|2|2|9|99|9999|99|99|25|3|0|41|41|9|1|3|0|99|16|99|0|1|11|4|41|1|3|5000|0|3|41|59,913153186574|6830,09946326943|01210
2018|41|1|18|3|55|2|99|1|1|34|1|0|99|6|99|1988|6|1|30|3|0|0|0|0|99|99|0|99|16|99|0|1|77|6|46|5|3|5000|0|3|41|92,6940978609345|9825,57437325905|01107
2018|41|1|18|3|54|4|99|1|4|22|1|0|99|1|2|1996|1|1|22|3|0|0|0|0|99|99|0|99|14|99|0|1|4|1|41|2|11|1200|0|2|41|72,3912386786685|11220,6419951936|01105
2018|41|1|19|2|57|2|99|2|1|58|2|1|1|18|99|2006|18|1|12|3|0|41|41|0|99|99|0|99|11|8|0|1|17|1|41|1|11|1100|0|2|41|51,1421163003763|3324,23755952446|01212
2018|41|1|19|2|58|1|99|1|2|76|4|1|1|18|99|1971|18|1|48|0|0|41|0|0|99|99|0|99|1|99|0|4|99|99|99|99|99|99999|550|0|41|42,0759568383895|1893,41805772753|01115
2018|41|1|20|2|59|4|0|1|1|0|99|0|99|1|2|2018|1|1|0|0|0|4|41|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|83,9496286314242|11417,1494938737|01101
2018|41|1|20|2|60|1|99|2|4|18|1|2|1|1|1|2001|1|1|17|3|0|4|41|12|3|1|0|99|11|7|0|1|4|2|3|3|1|450|163|1|41|64,375244327184|10106,9133593679|01204
2018|41|1|21|3|61|4|0|1|2|12|99|0|99|6|99|2015|6|9|3|3|0|41|41|99|99|99|2|41|11|6|0|7|99|99|99|99|99|99999|0|99|0|63,4692022031305|8949,1575106414|01103
2018|41|1|21|3|63|1|99|2|2|29|1|0|99|6|99|2013|6|6|4|3|0|41|41|9|1|2|0|99|14|99|0|6|99|99|99|99|99|99999|0|2|41|94,0983636745448|10915,4101862472|01206
2018|41|1|21|3|62|4|0|2|4|13|99|0|99|6|99|2015|6|9|3|3|0|41|41|99|99|99|1|41|11|8|5|7|99|99|99|99|99|99999|0|99|0|72,7907709106617|8807,68328019007|01203
2018|41|1|22|5|64|6|0|2|4|9|99|3|1|1|1|2009|1|1|9|0|88|41|41|99|99|99|1|41|11|4|0|99|99|99|99|99|99|99999|99999|99|99|77,7348093315808|9483,64673845286|01202
2018|41|1|22|5|65|6|99|1|4|23|1|3|1|1|1|1998|1|1|23|0|88|41|41|0|99|99|0|99|9|99|0|1|17|1|41|1|11|1200|0|2|41|72,3912386786685|11220,6419951936|01105
2018|41|1|22|5|68|1|99|2|4|59|1|3|1|10|99|1994|1|3|24|0|88|41|41|0|99|99|0|99|7|99|0|2|99|99|99|99|99|99999|1300|99|41|51,1421163003763|3324,23755952446|01212
2018|41|1|22|5|67|4|99|1|4|36|1|0|99|1|1|1998|1|1|36|0|88|41|41|0|99|99|0|99|9|99|0|0|99|99|99|99|99|99999|0|99|0|65,1109108090319|8464,41840517414|01108
2018|41|1|22|5|66|4|99|2|4|30|1|3|1|1|1|1994|1|1|26|0|88|41|41|0|99|99|0|99|14|99|6|7|99|99|99|99|99|99999|0|0|0|86,6012372563359|9785,93980996595|01207
2018|41|1|23|2|69|2|99|2|1|36|1|1|1|7|99|2017|7|6|1|0|0|41|41|0|99|99|0|99|11|8|0|6|99|99|99|99|99|99999|0|0|41|65,4567674441165|8771,20683751161|01208
2018|41|1|23|2|70|1|99|1|4|42|1|1|2|7|99|1998|7|6|20|0|0|41|41|10|3|1|0|99|11|6|0|1|77|1|1|6|1|1200|0|2|41|84,7033477069565|7453,89459821217|01109
2018|41|1|24|4|73|2|99|2|4|49|1|1|2|10|99|2007|12|1|11|0|0|41|41|0|99|99|0|99|11|1|0|5|99|99|99|99|99|99999|0|0|41|59,913153186574|6830,09946326943|01210
2018|41|1|24|4|71|4|99|1|4|19|1|1|2|12|99|2007|12|1|11|3|0|41|0|0|99|99|1|41|14|99|0|1|4|2|3|2|1|500|0|1|41|59,7054015000203|9970,80205050339|01104
2018|41|1|24|4|72|4|99|2|4|23|1|1|2|1|2|1995|1|1|11|3|0|41|0|0|99|99|0|99|14|99|0|1|77|1|1|5|1|1200|0|2|41|67,6272119840344|11496,6260372859|01205
2018|41|1|24|4|74|1|99|1|1|51|1|1|2|10|99|2007|11|3|11|0|0|41|41|0|99|99|0|99|11|1|0|1|77|2|56|7|1|1200|0|1|41|49,2500138881598|5072,75143048046|01111
2018|41|1|25|4|76|4|1|1|4|10|99|0|99|1|2|2008|1|1|10|3|0|41|41|99|99|99|1|41|11|3|0|7|99|99|99|99|99|99999|0|99|0|63,4692022031305|8949,1575106414|01103
2018|41|1|25|4|75|6|1|2|1|2|99|0|99|1|2|2016|1|1|2|0|0|41|41|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|93,375699779065|11111,7082737087|01201
2018|41|1|25|4|77|4|99|2|4|17|1|2|2|9|99|9999|99|99|17|3|0|41|41|0|99|99|1|41|13|3|0|7|99|99|99|99|99|99999|0|0|0|64,375244327184|10106,9133593679|01204
2018|41|1|25|4|78|1|99|2|4|37|4|2|1|6|99|1996|6|1|22|3|0|41|41|2|6|1|0|99|11|7|0|1|13|1|3|3|1|954|0|2|41|65,4567674441165|8771,20683751161|01208
2018|41|1|26|5|83|1|99|1|4|53|2|2|1|13|99|1995|1|6|23|0|0|41|41|0|99|99|0|99|11|8|0|2|99|99|99|99|99|99999|954|99|41|49,2500138881598|5072,75143048046|01111
2018|41|1|26|5|80|4|99|2|4|18|1|2|1|1|2|2000|1|1|18|3|0|41|41|0|99|99|0|99|14|99|0|1|4|1|41|1|11|1100|0|2|41|64,375244327184|10106,9133593679|01204
2018|41|1|26|5|81|4|99|1|4|22|1|2|1|1|2|1996|1|1|22|3|0|41|41|0|99|99|0|99|14|99|0|1|77|1|41|1|11|1200|0|2|41|72,3912386786685|11220,6419951936|01105
2018|41|1|26|5|79|4|0|1|4|7|99|2|1|9|99|9999|99|99|7|0|0|41|41|99|99|99|1|41|11|2|0|99|99|99|99|99|99|99999|99999|99|99|69,6501929600632|9611,72662848872|01102
2018|41|1|26|5|82|2|99|2|4|45|2|2|1|6|99|1995|1|1|23|3|0|41|41|0|99|99|0|99|11|6|0|5|99|99|99|99|99|99999|0|0|41|59,913153186574|6830,09946326943|01210
2018|41|1|27|5|88|1|99|1|4|79|4|1|1|15|99|2001|1|1|17|0|0|41|0|0|99|99|0|99|11|3|0|2|99|99|99|99|99|99999|954|99|41|42,0759568383895|1893,41805772753|01115
2018|41|1|27|5|85|6|0|1|4|12|99|0|99|10|99|2006|1|1|12|3|0|41|41|99|99|99|1|41|11|6|0|7|99|99|99|99|99|99999|0|99|0|63,4692022031305|8949,1575106414|01103
2018|41|1|27|5|87|2|99|2|4|76|4|1|1|15|99|2001|1|1|17|0|0|41|41|0|99|99|0|99|1|99|0|2|99|99|99|99|99|99999|954|99|41|30,7238082852263|1874,1523053988|01215
2018|41|1|27|5|84|6|0|2|4|10|99|0|99|1|2|2008|1|1|10|3|0|41|41|99|99|99|1|41|11|4|0|7|99|99|99|99|99|99999|0|99|0|72,7907709106617|8807,68328019007|01203
2018|41|1|27|5|86|4|99|1|4|36|1|0|99|15|99|2001|1|1|17|3|0|41|0|0|99|99|0|99|13|2|0|1|77|1|9|3|1|1400|0|2|41|65,1109108090319|8464,41840517414|01108
2018|41|1|28|4|89|4|0|2|4|5|99|0|99|9|99|9999|99|99|5|0|0|41|41|99|99|99|1|41|6|99|0|99|99|99|99|99|99|99999|99999|99|99|77,7348093315808|9483,64673845286|01202
2018|41|1|28|4|92|1|99|2|1|34|1|1|2|18|99|2013|18|6|5|3|0|41|41|0|99|99|0|99|14|99|0|1|4|1|41|1|11|1100|0|2|41|86,6012372563359|9785,93980996595|01207
2018|41|1|28|4|91|2|99|1|2|24|1|0|99|1|1|2013|1|1|5|3|0|41|41|0|99|99|0|99|14|99|0|1|4|1|41|1|11|1100|0|2|41|72,3912386786685|11220,6419951936|01105
2018|41|1|28|4|90|4|99|2|4|16|1|1|1|18|99|2015|18|3|3|3|0|41|41|0|99|99|1|41|13|88|88|88|99|99|99|99|99|99999|88888|88|41|64,375244327184|10106,9133593679|01204
2018|41|1|29|4|95|2|99|1|2|33|1|0|99|18|99|2010|1|6|10|3|0|0|0|0|99|99|0|99|11|5|0|1|77|1|1|6|1|1200|0|2|41|92,6940978609345|9825,57437325905|01107
2018|41|1|29|4|96|1|99|2|2|38|1|2|1|6|99|2000|1|3|10|3|0|41|41|12|3|1|0|99|12|99|0|6|99|99|99|99|99|99999|170|1|41|65,4567674441165|8771,20683751161|01208
2018|41|1|29|4|93|4|0|1|4|7|99|2|1|1|2|2011|1|1|7|3|0|41|41|99|99|99|1|41|11|1|0|99|99|99|99|99|99|99999|99999|99|99|69,6501929600632|9611,72662848872|01102
2018|41|1|29|4|94|4|0|2|4|9|99|2|1|1|2|2009|1|1|9|3|0|41|41|99|99|99|1|41|11|3|0|99|99|99|99|99|99|99999|99999|99|99|77,7348093315808|9483,64673845286|01202
2018|41|1|30|2|97|4|99|2|1|46|5|0|99|9|99|9999|99|99|1|3|0|41|0|0|99|99|0|99|14|99|0|2|99|99|99|99|99|99999|954|99|41|59,913153186574|6830,09946326943|01210
2018|41|1|30|2|98|1|99|1|1|80|5|0|99|17|99|1988|1|3|30|0|0|41|0|0|99|99|0|99|1|99|0|2|99|99|99|99|99|99999|954|99|41|42,0759568383895|1893,41805772753|01115
2018|41|1|31|4|100|4|99|1|4|36|1|0|99|18|99|1998|1|1|20|3|0|0|0|0|99|99|0|99|14|99|0|6|99|99|99|99|99|99999|0|0|41|65,1109108090319|8464,41840517414|01108
2018|41|1|31|4|99|6|99|1|2|21|1|1|2|1|2|2005|9|1|13|3|0|0|0|0|99|99|0|99|14|99|0|1|4|1|41|1|3|1100|0|2|0|72,3912386786685|11220,6419951936|01105
2018|41|1|31|4|101|2|99|1|4|65|2|1|2|10|99|1998|1|3|20|3|0|41|0|0|99|99|0|99|12|99|0|2|99|99|99|99|99|99999|1800|99|41|51,7909201427089|1450,14576399585|01114
2018|41|1|31|4|102|1|99|2|4|65|2|1|2|18|99|1998|1|3|20|3|1|0|0|0|99|99|0|99|14|99|0|2|99|99|99|99|99|99999|3000|99|1|45,8435062027782|1375,30518608335|01214
2018|41|1|32|4|104|6|99|2|4|14|1|0|99|9|99|9999|99|99|14|3|0|41|0|99|99|99|1|41|11|8|0|7|99|99|99|99|99|99999|0|0|0|72,7907709106617|8807,68328019007|01203
2018|41|1|32|4|105|6|99|2|4|31|1|0|99|1|1|2015|1|3|3|3|0|41|41|0|99|99|0|99|14|99|0|1|77|1|1|5|1|1100|0|2|41|86,6012372563359|9785,93980996595|01207
2018|41|1|32|4|103|6|0|1|4|8|99|0|99|1|1|2015|1|1|3|0|0|41|0|99|99|99|1|41|11|2|0|99|99|99|99|99|99|99999|99999|99|99|69,6501929600632|9611,72662848872|01102
2018|41|1|32|4|106|1|99|2|4|75|5|0|99|18|99|1997|18|1|21|0|0|41|41|0|99|99|0|99|1|99|0|2|99|99|99|99|99|99999|954|99|41|30,7238082852263|1874,1523053988|01215
2018|41|1|33|2|107|6|99|2|4|19|1|1|2|1|2|1999|1|1|19|3|0|41|41|0|99|99|0|99|14|99|6|1|4|1|41|1|3|954|0|2|41|64,375244327184|10106,9133593679|01204
2018|41|1|33|2|108|1|99|2|4|68|5|1|2|10|99|1963|8|1|28|0|0|41|41|0|99|99|0|99|14|99|0|4|99|99|99|99|99|99999|954|0|41|45,8435062027782|1375,30518608335|01214
2018|41|1|34|5|112|2|99|2|4|38|2|1|2|1|4|8888|1|1|20|1|0|1|1|0|99|99|0|99|11|8|0|0|99|99|99|99|99|99999|310|99|88|65,4567674441165|8771,20683751161|01208
2018|41|1|34|5|109|4|1|1|1|9|99|1|0|1|1|2009|1|1|9|0|0|1|1|99|99|99|1|41|4|99|0|99|99|99|99|99|99|99999|99999|99|99|69,6501929600632|9611,72662848872|01102
2018|41|1|34|5|111|4|99|1|1|19|1|1|2|1|1|8888|1|1|19|1|0|1|1|0|99|99|0|99|7|99|0|0|99|99|99|99|99|99999|0|99|41|59,7054015000203|9970,80205050339|01104
2018|41|1|34|5|113|1|99|1|2|46|2|1|2|13|99|8888|13|6|20|0|0|1|1|0|99|99|0|99|16|99|0|2|99|99|99|99|99|99999|952|99|41|61,6372611617561|6595,1869443079|01110
2018|41|1|34|5|110|4|1|1|4|11|99|1|2|1|1|8888|1|1|11|1|0|1|1|99|99|99|0|99|11|5|0|0|99|99|99|99|99|99999|0|99|0|63,4692022031305|8949,1575106414|01103
2018|41|1|35|3|116|1|99|2|1|49|1|3|2|1|1|2011|1|1|7|3|1|3|0|0|99|99|0|99|16|99|0|1|4|1|4|2|3|2500|0|4|41|59,913153186574|6830,09946326943|01210
2018|41|1|35|3|115|2|99|1|4|47|1|3|2|1|1|2011|1|3|7|3|1|0|0|0|99|99|0|99|16|99|0|2|99|99|99|99|99|99999|0|99|41|61,6372611617561|6595,1869443079|01110
2018|41|1|35|3|114|4|0|2|1|12|99|3|2|1|1|2011|1|1|7|3|1|0|0|99|99|99|2|41|11|6|0|0|99|99|99|99|99|99999|0|99|0|72,7907709106617|8807,68328019007|01203
2018|41|1|36|1|117|1|99|2|4|68|8|3|1|13|99|1998|1|1|20|0|0|41|41|0|99|99|0|99|11|2|0|0|99|99|99|99|99|99999|956|99|41|45,8435062027782|1375,30518608335|01214
2018|41|1|37|3|119|2|99|2|2|20|7|1|0|9|99|9999|99|99|2|3|0|1|1|0|99|99|0|99|15|1|0|5|99|99|99|99|99|99999|0|1|1|67,6272119840344|11496,6260372859|01205
2018|41|1|37|3|120|1|99|1|1|23|7|1|2|1|4|8888|1|3|888|3|0|1|1|0|99|99|0|99|16|99|0|1|11|88|9|3|3|88888|1800|1|1|72,3912386786685|11220,6419951936|01105
2018|41|1|37|3|118|4|1|2|1|0|99|1|2|1|1|8888|1|1|888|0|0|0|1|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|93,375699779065|11111,7082737087|01201
2018|41|1|38|3|121|1|99|1|4|27|7|0|99|7|99|2016|7|6|2|0|0|41|41|11|3|2|0|99|13|1|0|6|99|99|99|99|99|99999|0|0|41|75,3235261755584|11072,5583478071|01106
2018|41|1|38|3|123|2|99|2|4|42|7|0|99|6|99|1993|6|4|25|0|0|41|41|0|99|99|0|99|1|99|0|1|13|11|20|5|1|990|0|1|0|60,1656712758146|7941,86860840752|01209
2018|41|1|38|3|122|6|99|1|4|28|1|0|99|1|88|1990|1|1|28|0|0|41|41|0|99|99|0|99|13|3|0|6|99|99|99|99|99|99999|0|0|41|75,3235261755584|11072,5583478071|01106
2018|41|1|39|1|124|1|99|1|2|22|1|4|2|6|99|2016|6|6|1|3|1|0|1|0|99|99|0|99|8|99|0|1|2|11|56|5|1|1500|0|1|41|72,3912386786685|11220,6419951936|01105
2018|41|1|40|4|125|4|1|2|4|4|99|3|2|1|88|2014|9|1|4|0|0|0|0|99|99|99|0|99|99|99|0|99|99|99|99|99|99|99999|99999|99|99|93,375699779065|11111,7082737087|01201
2018|41|1|40|4|128|1|99|2|4|27|7|3|2|10|99|2000|10|1|18|3|0|41|41|11|1|1|0|99|12|99|0|5|99|99|99|99|99|99999|2210|0|0|94,0983636745448|10915,4101862472|01206
2018|41|1|40|4|127|2|99|1|4|26|7|3|2|10|99|8888|10|1|888|3|0|41|41|0|99|99|0|99|14|99|0|1|77|11|3|5|9|1200|0|1|0|75,3235261755584|11072,5583478071|01106
2018|41|1|40|4|126|4|0|2|4|8|99|3|1|1|88|2010|9|1|8|3|0|0|0|99|99|99|1|41|11|3|0|99|99|99|99|99|99|99999|99999|99|99|77,7348093315808|9483,64673845286|01202
2018|41|1|41|3|131|1|99|2|2|39|1|1|2|7|99|2009|1|4|3|0|0|1|41|0|99|99|0|99|9|99|0|4|99|99|99|99|99|99999|1000|1|41|65,4567674441165|8771,20683751161|01208
